"Sample","Collected","Trap","Line","Sex","Age","Weight.gms","SexualStatus.p.l","HBL.mm","Comments","Head.mm"
1379,"8/07/2004",25,"C",0,1,23,NA,82,NA,NA
1380,"8/07/2004",27,"C",0,1,17,NA,73,NA,NA
1381,"8/07/2004",30,"C",1,1,19,NA,77,"Wet - tapeworm 1.5cm",NA
1382,"8/07/2004",31,"C",0,1,21,NA,77,NA,NA
1383,"8/07/2004",33,"C",0,1,15,NA,NA,"Eaten - no head",NA
1384,"8/07/2004",35,"C",0,1,17,NA,71,NA,NA
1385,"8/07/2004",36,"C",1,1,18,NA,72,NA,NA
1386,"8/07/2004",38,"C",1,1,17,NA,66,NA,NA
1387,"8/07/2004",39,"C",1,1,14.5,NA,74,NA,NA
1388,"8/07/2004",40,"C",0,1,21,NA,88,NA,NA
1488,"31/08/2004",1,"C",1,1,16.5,NA,75,NA,NA
1489,"31/08/2004",14,"C",0,1,27,NA,94,NA,NA
1490,"31/08/2004",17,"C",1,0,12,NA,67,NA,NA
1491,"31/08/2004",18,"C",0,1,11.5,NA,75,NA,NA
1492,"31/08/2004",25,"C",0,1,10.5,NA,78,NA,NA
1493,"31/08/2004",28,"C",1,0,15,NA,71,NA,NA
1494,"31/08/2004",31,"C",0,1,15,NA,74,NA,NA
1495,"31/08/2004",35,"C",0,0,17,NA,69,NA,NA
1496,"31/08/2004",36,"C",1,0,14.5,NA,71,NA,NA
1497,"31/08/2004",37,"C",0,1,15.5,NA,71,NA,NA
1498,"31/08/2004",40,"C",0,1,15.5,NA,71,NA,NA
1499,"1/09/2004",1,"C",0,1,18.5,NA,80,NA,NA
1500,"1/09/2004",6,"C",0,1,18.5,NA,79,NA,NA
1501,"1/09/2004",7,"C",0,1,14.5,NA,73,NA,NA
1502,"1/09/2004",8,"C",0,0,14,NA,64,NA,NA
1503,"1/09/2004",9,"C",1,1,14.5,NA,65,NA,NA
1504,"1/09/2004",21,"C",0,1,19.5,NA,78,NA,NA
1505,"1/09/2004",22,"C",0,1,20.5,NA,82,NA,NA
1506,"1/09/2004",25,"C",1,0,14,NA,71,NA,NA
1507,"1/09/2004",28,"C",0,1,18,NA,81,NA,NA
1508,"1/09/2004",34,"C",0,1,17,NA,77,NA,NA
1509,"1/09/2004",37,"C",0,1,19,NA,82,NA,NA
NA,"2/09/2004",1,"C",0,0,17,NA,63,"Immature males - no enlarged testes",NA
NA,"2/09/2004",3,"C",0,0,18.2,NA,72,NA,NA
NA,"2/09/2004",5,"C",0,0,19,NA,70,NA,NA
NA,"2/09/2004",6,"C",1,0,19,NA,72,NA,NA
NA,"2/09/2004",7,"C",0,0,14.5,NA,66,NA,NA
NA,"2/09/2004",8,"C",0,0,18,NA,68,NA,NA
NA,"2/09/2004",10,"C",1,0,19,NA,72,NA,NA
NA,"2/09/2004",12,"C",1,0,16,NA,47,NA,NA
NA,"2/09/2004",15,"C",0,0,16,NA,64,NA,NA
NA,"2/09/2004",25,"C",0,1,20,NA,77,NA,NA
NA,"2/09/2004",26,"C",1,0,14,NA,69,NA,NA
NA,"2/09/2004",28,"C",0,0,16.5,NA,68,NA,NA
NA,"2/09/2004",29,"C",0,1,22,NA,82,NA,NA
NA,"2/09/2004",30,"C",0,0,15,NA,65,NA,NA
NA,"2/09/2004",32,"C",0,0,16.5,NA,62,NA,NA
NA,"2/09/2004",37,"C",1,1,18.5,NA,70,NA,NA
NA,"2/11/2004",35,"C",0,1,22,NA,85,NA,NA
NA,"8/03/2005",23,"C",0,1,16,NA,70,NA,NA
NA,"10/05/2005",26,"C",0,0,13,NA,68,NA,NA
NA,"11/05/2005",28,"C",1,0,12,NA,70,NA,NA
NA,"11/05/2005",30,"C",0,1,22,NA,85,NA,NA
NA,"5/07/2005",37,"C",1,0,17.5,NA,78,NA,NA
NA,"7/07/2005",26,"C",1,0,17.5,NA,81,NA,NA
NA,"15/11/2005",35,"C",0,1,14,NA,78,NA,NA
NA,"16/11/2005",26,"C",0,1,24,NA,93,NA,NA
NA,"17/11/2005",34,"C",0,1,25,NA,93,NA,NA
NA,"24/01/2006",34,"C",1,1,34,"p/7",89,NA,NA
NA,"25/01/2006",4,"C",0,0,9,NA,65,NA,NA
NA,"25/01/2006",9,"C",0,0,11,NA,70,NA,NA
NA,"21/03/2006",7,"C",1,1,15,NA,70,NA,NA
NA,"21/03/2006",19,"C",1,1,29,"p/8 l",88,NA,NA
NA,"22/03/2006",1,"C",0,1,23,NA,84,NA,NA
NA,"22/03/2006",7,"C",0,1,20,NA,85,NA,NA
NA,"22/03/2006",8,"C",1,0,18,NA,78,NA,NA
NA,"22/03/2006",25,"C",1,1,20,NA,80,NA,NA
NA,"22/03/2006",26,"C",0,1,22,NA,89,NA,NA
NA,"22/03/2006",32,"C",0,0,21,NA,88,NA,NA
NA,"22/03/2006",37,"C",0,1,22,NA,90,NA,NA
NA,"22/03/2006",39,"C",0,0,16,NA,77,NA,NA
NA,"23/03/2006",25,"C",0,0,12.5,NA,67,NA,NA
NA,"23/03/2006",26,"C",0,1,18,NA,80,NA,NA
NA,"23/03/2006",31,"C",0,0,17,NA,71,NA,NA
NA,"23/03/2006",32,"C",1,0,12,NA,64,NA,NA
NA,"23/03/2006",33,"C",0,0,7,NA,59,NA,NA
NA,"23/03/2006",34,"C",0,0,17,NA,68,NA,NA
NA,"23/03/2006",35,"C",0,1,22,NA,86,NA,NA
NA,"23/03/2006",36,"C",0,0,13,NA,64,NA,NA
NA,"16/05/2006",1,"C",0,0,15.5,NA,72,NA,NA
NA,"16/05/2006",7,"C",0,0,15,NA,74,NA,NA
NA,"16/05/2006",25,"C",0,1,24,NA,85,NA,NA
NA,"16/05/2006",26,"C",1,0,13,NA,70,NA,NA
NA,"16/05/2006",27,"C",0,1,21.5,NA,82,NA,NA
NA,"16/05/2006",33,"C",0,1,19,NA,78,NA,NA
NA,"16/05/2006",34,"C",1,0,12.5,NA,68,NA,NA
NA,"16/05/2006",35,"C",0,1,23,NA,83,NA,NA
NA,"16/05/2006",37,"C",1,1,21,NA,80,NA,NA
NA,"17/05/2006",6,"C",0,0,10,NA,66,NA,NA
NA,"17/05/2006",7,"C",0,0,NA,NA,NA,"Predated, no head",NA
NA,"17/05/2006",8,"C",0,0,10,NA,65,NA,NA
NA,"17/05/2006",9,"C",0,1,17,NA,76,NA,NA
NA,"17/05/2006",18,"C",0,1,19.5,NA,83,NA,NA
NA,"17/05/2006",24,"C",1,0,8,NA,58,NA,NA
NA,"17/05/2006",27,"C",0,1,22.5,NA,82,NA,NA
NA,"17/05/2006",28,"C",1,1,24.5,NA,95,NA,NA
NA,"17/05/2006",30,"C",0,0,17,NA,77,NA,NA
NA,"17/05/2006",32,"C",0,0,18.5,NA,81,NA,NA
NA,"17/05/2006",33,"C",0,1,24,NA,88,NA,NA
NA,"17/05/2006",34,"C",0,1,15.5,NA,75,NA,NA
NA,"17/05/2006",35,"C",0,0,14,NA,73,NA,NA
NA,"17/05/2006",37,"C",0,0,13.5,NA,74,NA,NA
NA,"17/05/2006",38,"C",0,1,19.5,NA,82,NA,NA
NA,"18/05/2006",8,"C",0,0,16.5,NA,80,NA,NA
NA,"18/05/2006",9,"C",0,1,20.5,NA,91,NA,NA
NA,"18/05/2006",17,"C",0,0,15,NA,72,NA,NA
NA,"18/05/2006",18,"C",1,0,13.5,NA,74,NA,NA
NA,"18/05/2006",33,"C",0,1,21,NA,86,NA,NA
NA,"18/05/2006",34,"C",0,0,12.5,NA,66,NA,NA
NA,"18/05/2006",35,"C",0,0,NA,NA,NA,"Predated, headless ",NA
NA,"18/05/2006",36,"C",0,0,13.5,NA,74,NA,NA
NA,"18/05/2006",37,"C",0,1,19,NA,86,NA,NA
NA,"18/05/2006",38,"C",0,0,15,NA,75,NA,NA
NA,"8/07/2006",7,"C",1,0,11,NA,65,NA,NA
NA,"21/11/2006",9,"C",0,0,15,NA,70,NA,NA
NA,"21/11/2006",35,"C",0,0,14.5,NA,73,NA,NA
NA,"24/01/2007",33,"C",1,1,25,"p/5",91,NA,NA
NA,"26/01/2007",35,"C",0,1,17,NA,82,NA,NA
NA,"26/01/2007",36,"C",0,1,12,NA,61,NA,NA
NA,"20/03/2007",30,"C",1,0,12,NA,66,NA,NA
NA,"20/03/2007",34,"C",1,1,22,"p/6",82,NA,NA
NA,"20/03/2007",36,"C",1,1,28,"p/5 l",93,NA,NA
NA,"21/03/2007",2,"C",1,1,16,NA,73,NA,NA
NA,"21/03/2007",9,"C",1,0,10.5,NA,65,NA,NA
NA,"21/03/2007",13,"C",0,0,15,NA,75,NA,NA
NA,"21/03/2007",25,"C",1,1,20.5,NA,82,NA,NA
NA,"21/03/2007",28,"C",0,1,24,NA,90,NA,NA
NA,"22/03/2007",8,"C",0,0,12,NA,70,NA,NA
NA,"22/03/2007",31,"C",0,0,11,NA,66,NA,NA
NA,"22/05/2007",3,"C",0,0,12,NA,63,NA,NA
NA,"22/05/2007",14,"C",0,0,15,NA,67,NA,NA
NA,"22/05/2007",28,"C",0,0,12,NA,71,NA,NA
NA,"22/05/2007",33,"C",0,1,21,NA,78,NA,NA
NA,"22/05/2007",35,"C",0,0,12,NA,70,NA,NA
NA,"23/05/2007",10,"C",0,0,16,NA,75,NA,NA
NA,"23/05/2007",12,"C",0,1,23,NA,80,NA,NA
NA,"23/05/2007",13,"C",0,1,23,NA,80,NA,NA
NA,"23/05/2007",21,"C",0,0,15,NA,74,NA,NA
NA,"23/05/2007",22,"C",0,0,15,NA,69,NA,NA
NA,"23/05/2007",23,"C",1,0,11,NA,62,NA,NA
NA,"23/05/2007",25,"C",1,0,19,NA,72,NA,NA
NA,"23/05/2007",33,"C",0,0,16,NA,79,NA,NA
NA,"23/05/2007",34,"C",0,0,17,NA,77,NA,NA
NA,"24/05/2007",1,"C",1,0,17,NA,74,NA,NA
NA,"24/05/2007",2,"C",1,0,20,NA,79,NA,NA
NA,"24/05/2007",3,"C",1,0,11,NA,68,NA,NA
NA,"24/05/2007",4,"C",1,0,10,NA,65,NA,NA
NA,"24/05/2007",9,"C",0,0,12,NA,61,NA,NA
NA,"24/05/2007",12,"C",1,0,15,NA,78,NA,NA
NA,"24/05/2007",13,"C",1,0,15,NA,74,NA,NA
NA,"24/05/2007",14,"C",0,0,15,NA,72,NA,NA
NA,"24/05/2007",15,"C",1,1,22,NA,80,NA,NA
NA,"24/05/2007",16,"C",0,0,16,NA,73,NA,NA
NA,"24/05/2007",17,"C",0,0,16,NA,73,NA,NA
NA,"24/05/2007",19,"C",1,0,19,NA,72,NA,NA
NA,"24/05/2007",21,"C",1,0,15,NA,75,NA,NA
NA,"24/05/2007",22,"C",1,0,10,NA,66,NA,NA
NA,"24/05/2007",23,"C",1,0,15,NA,74,NA,NA
NA,"24/05/2007",24,"C",1,1,28,NA,90,NA,NA
NA,"24/05/2007",29,"C",1,0,16,NA,77,NA,NA
NA,"24/05/2007",36,"C",1,0,14,NA,70,NA,NA
NA,"17/07/2007",2,"C",0,0,16,NA,80,NA,NA
NA,"17/07/2007",7,"C",1,0,13,NA,73,NA,NA
NA,"17/07/2007",14,"C",1,0,15,NA,70,NA,NA
NA,"17/07/2007",17,"C",0,0,16,NA,75,NA,NA
NA,"17/07/2007",18,"C",0,0,15,NA,76,NA,NA
NA,"17/07/2007",20,"C",0,0,14,NA,68,NA,NA
NA,"17/07/2007",22,"C",0,1,21,NA,90,NA,NA
NA,"17/07/2007",23,"C",0,1,17.5,NA,79,NA,NA
NA,"17/07/2007",24,"C",0,0,14,NA,71,NA,NA
NA,"17/07/2007",25,"C",0,1,25,NA,96,NA,NA
NA,"17/07/2007",31,"C",0,0,16,NA,76,NA,NA
NA,"17/07/2007",32,"C",1,0,13,NA,70,NA,NA
NA,"17/07/2007",33,"C",0,1,17,NA,82,NA,NA
NA,"18/07/2007",6,"C",0,0,13,NA,69,NA,NA
NA,"18/07/2007",7,"C",0,1,23,NA,91,NA,NA
NA,"18/07/2007",11,"C",1,1,18,NA,77,NA,NA
NA,"18/07/2007",13,"C",0,0,14,NA,67,NA,NA
NA,"18/07/2007",14,"C",1,0,15,NA,72,NA,NA
NA,"18/07/2007",15,"C",0,0,15,NA,75,NA,NA
NA,"18/07/2007",16,"C",0,0,12,NA,62,NA,NA
NA,"18/07/2007",19,"C",0,0,15,NA,75,NA,NA
NA,"18/07/2007",20,"C",1,0,19,NA,75,NA,NA
NA,"18/07/2007",22,"C",0,0,12,NA,63,NA,NA
NA,"18/07/2007",23,"C",0,0,13,NA,70,NA,NA
NA,"18/07/2007",24,"C",0,0,13,NA,64,NA,NA
NA,"18/07/2007",25,"C",0,0,15,NA,67,NA,NA
NA,"18/07/2007",29,"C",1,0,12,NA,64,NA,NA
NA,"18/07/2007",30,"C",0,1,17,NA,78,NA,NA
NA,"18/07/2007",31,"C",1,0,14,NA,69,NA,NA
NA,"18/07/2007",33,"C",0,0,17,NA,74,NA,NA
NA,"18/07/2007",34,"C",1,0,14,NA,71,NA,NA
NA,"18/07/2007",35,"C",1,0,14,NA,68,NA,NA
NA,"18/07/2007",36,"C",1,0,14,NA,71,NA,NA
NA,"19/07/2007",2,"C",0,0,14,NA,65,NA,NA
NA,"19/07/2007",4,"C",1,0,15,NA,66,NA,NA
NA,"19/07/2007",5,"C",0,0,18,NA,74,NA,NA
NA,"19/07/2007",6,"C",0,0,13,NA,64,NA,NA
NA,"19/07/2007",13,"C",1,0,16,NA,74,NA,NA
NA,"19/07/2007",15,"C",0,0,16,NA,72,NA,NA
NA,"19/07/2007",17,"C",0,0,17,NA,75,NA,NA
NA,"19/07/2007",19,"C",0,0,16,NA,71,NA,NA
NA,"19/07/2007",20,"C",0,0,12,NA,65,NA,NA
NA,"19/07/2007",21,"C",1,0,13,NA,70,NA,NA
NA,"19/07/2007",22,"C",0,0,14,NA,72,NA,NA
NA,"19/07/2007",23,"C",0,1,22,NA,86,NA,NA
NA,"19/07/2007",24,"C",1,0,12,NA,65,NA,NA
NA,"19/07/2007",25,"C",1,0,15,NA,75,NA,NA
NA,"19/07/2007",26,"C",0,1,18,NA,83,NA,NA
NA,"19/07/2007",29,"C",0,0,16,NA,75,NA,NA
NA,"19/07/2007",31,"C",0,1,15,NA,76,NA,NA
NA,"19/07/2007",33,"C",0,1,18,NA,80,NA,NA
NA,"19/07/2007",34,"C",1,1,22,NA,82,NA,NA
NA,"23/01/2008",34,"C",1,1,36,"p/6",85,NA,NA
NA,"20/05/2008",8,"C",0,0,15,NA,60.5,NA,NA
NA,"20/05/2008",10,"C",0,0,19.5,NA,76,NA,NA
NA,"20/05/2008",13,"C",0,0,14,NA,64,NA,NA
NA,"20/05/2008",14,"C",0,0,14,NA,67,NA,NA
NA,"20/05/2008",17,"C",1,0,15.5,NA,64,NA,NA
NA,"20/05/2008",18,"C",0,0,9.5,NA,55.5,NA,NA
NA,"20/05/2008",19,"C",0,1,19,NA,74,NA,NA
NA,"20/05/2008",20,"C",0,0,15.5,NA,65.5,NA,NA
NA,"20/05/2008",22,"C",0,1,21,NA,84.5,NA,NA
NA,"20/05/2008",28,"C",0,0,17,NA,69,NA,NA
NA,"20/05/2008",30,"C",1,1,21,"l",79.5,NA,NA
NA,"20/05/2008",33,"C",1,1,21,NA,83,NA,NA
NA,"20/05/2008",35,"C",1,0,15,NA,70.5,NA,NA
NA,"21/05/2008",6,"C",1,0,10,NA,59,NA,NA
NA,"21/05/2008",9,"C",0,0,9,NA,50,NA,NA
NA,"21/05/2008",10,"C",0,1,17,NA,75,NA,NA
NA,"21/05/2008",13,"C",0,1,17,NA,72,NA,NA
NA,"21/05/2008",19,"C",0,0,15,NA,73,NA,NA
NA,"21/05/2008",20,"C",0,0,15,NA,72.5,NA,NA
NA,"21/05/2008",22,"C",0,0,13.5,NA,65,NA,NA
NA,"21/05/2008",30,"C",0,0,1,NA,78,NA,NA
NA,"21/05/2008",37,"C",0,0,17,NA,70,NA,NA
NA,"21/05/2008",38,"C",0,0,14.5,NA,66,NA,NA
NA,"22/05/2008",8,"C",0,0,16,NA,67.5,NA,NA
NA,"22/05/2008",9,"C",1,1,19,"l",68,NA,NA
NA,"22/05/2008",11,"C",0,0,17,NA,73,NA,NA
NA,"22/05/2008",13,"C",1,1,25,"l",82,NA,NA
NA,"22/05/2008",14,"C",0,0,16.5,NA,73.5,NA,NA
NA,"22/05/2008",17,"C",0,0,21,NA,80,NA,NA
NA,"22/05/2008",23,"C",1,1,22.5,NA,78.5,NA,NA
NA,"22/05/2008",30,"C",0,1,20,NA,72,NA,NA
NA,"22/05/2008",31,"C",0,0,15,NA,64.5,NA,NA
NA,"22/05/2008",33,"C",0,0,18.5,NA,76,NA,NA
NA,"22/05/2008",34,"C",0,1,23,NA,77.5,NA,NA
NA,"22/05/2008",35,"C",0,0,17,NA,70,NA,NA
NA,"17/07/2008",34,"C",0,0,20,NA,82,NA,NA
NA,"17/07/2008",35,"C",1,0,12,NA,71,NA,NA
NA,"18/08/2008",8,"C",1,1,24,"l",80,NA,NA
NA,"18/08/2008",33,"C",0,0,15,NA,70,NA,NA
NA,"18/08/2008",37,"C",0,1,23,NA,85,NA,NA
NA,"18/08/2008",38,"C",1,1,23,"p l",80,NA,NA
NA,"19/08/2008",18,"C",0,0,10,NA,65,NA,NA
NA,"19/08/2008",32,"C",0,0,13,NA,73,NA,NA
NA,"19/08/2008",33,"C",0,0,15,NA,74,NA,NA
NA,"20/08/2008",33,"C",0,1,20,NA,85,NA,NA
NA,"18/11/2008",35,"C",1,1,23,"l",92,NA,NA
NA,"19/11/2008",34,"C",1,0,12,NA,68,NA,NA
NA,"20/11/2008",35,"C",0,0,14,NA,70,NA,NA
NA,"21/01/2009",35,"C",1,1,22,NA,88,NA,NA
NA,"21/01/2009",39,"C",1,0,21,NA,85,NA,NA
NA,"22/01/2009",11,"C",0,0,12,NA,70,NA,NA
NA,"23/01/2009",13,"C",1,0,15,NA,72,NA,NA
NA,"17/03/2009",15,"C",1,0,8,NA,63,NA,NA
NA,"18/03/2009",11,"C",0,1,10,NA,80,NA,NA
NA,"19/03/2009",7,"C",0,1,19,NA,81,NA,NA
NA,"19/03/2009",35,"C",1,1,25,"p",95,NA,NA
NA,"19/03/2009",36,"C",1,1,22,"p",85,NA,NA
NA,"19/03/2009",37,"C",0,1,15,NA,75,NA,NA
NA,"19/03/2009",38,"C",1,1,26,"p",88,NA,NA
NA,"19/05/2009",9,"C",0,0,7,NA,57,NA,NA
NA,"19/05/2009",14,"C",1,1,20,NA,81,NA,NA
NA,"19/05/2009",20,"C",1,1,20,NA,75,NA,NA
NA,"19/05/2009",24,"C",1,1,23,NA,81,NA,NA
NA,"19/05/2009",34,"C",0,1,23,NA,83,NA,NA
NA,"20/05/2009",9,"C",1,0,6,NA,63,NA,NA
NA,"20/05/2009",17,"C",1,0,11,NA,64,NA,NA
NA,"20/05/2009",24,"C",0,1,16,NA,74,NA,NA
NA,"21/05/2009",8,"C",0,1,22,NA,87,NA,NA
NA,"21/05/2009",20,"C",0,1,19,NA,81,NA,NA
NA,"21/05/2009",21,"C",1,0,12,NA,70,NA,NA
NA,"21/05/2009",26,"C",0,0,12,NA,68,NA,NA
NA,"21/05/2009",34,"C",0,1,23,NA,90,NA,NA
NA,"17/03/2009",2,"E",1,1,19,"P",82,NA,NA
NA,"17/03/2009",29,"E",0,1,16,NA,73,NA,NA
NA,"19/05/2009",2,"E",0,0,14,NA,63,NA,NA
NA,"19/05/2009",3,"E",1,0,12,NA,66,"Short tail but intact",NA
NA,"19/05/2009",4,"E",1,1,21,"L",75,"Not pregnant",NA
NA,"19/05/2009",12,"E",0,1,20,NA,78,NA,NA
NA,"19/05/2009",38,"E",0,0,10,NA,62,NA,NA
NA,"20/05/2009",3,"E",1,0,14,NA,67,NA,NA
NA,"20/05/2009",14,"E",0,0,16,NA,73,NA,NA
NA,"20/05/2009",16,"E",0,1,21,NA,75,NA,NA
NA,"20/05/2009",29,"E",0,1,19,NA,81,NA,NA
NA,"20/05/2009",38,"E",0,0,11,NA,67,NA,NA
NA,"21/05/2009",8,"E",0,0,13,NA,70,NA,NA
NA,"21/05/2009",14,"E",1,1,23,"L",95,NA,NA
NA,"21/05/2009",14,"E",0,0,6,NA,55,NA,NA
NA,"21/05/2009",15,"E",0,1,16,NA,75,NA,NA
NA,"21/05/2009",20,"E",1,1,23,NA,80,NA,NA
NA,"21/05/2009",23,"E",0,0,13,NA,75,"smashed skull",NA
NA,"21/05/2009",27,"E",1,1,14,NA,73,NA,NA
NA,"21/05/2009",27,"E",1,0,14,NA,74,NA,NA
NA,"21/05/2009",35,"E",0,1,19,NA,84,"Tail end chewed off",NA
NA,"21/05/2009",38,"E",1,1,20,NA,84,NA,NA
NA,"21/07/2009",15,"E",0,0,16,NA,79,NA,NA
NA,"22/07/2009",14,"E",0,0,17,NA,78,NA,NA
NA,"22/07/2009",28,"E",0,0,12,NA,61,NA,NA
NA,"18/05/2010",1,"E",0,1,22,NA,84,NA,NA
NA,"18/05/2010",11,"E",0,1,17,NA,76,NA,NA
NA,"19/05/2010",2,"E",0,0,7,NA,52,"wet",NA
NA,"19/05/2010",10,"E",0,0,6,NA,52,"wet",NA
NA,"19/05/2010",12,"E",0,0,7,NA,58,"wet",NA
NA,"19/05/2010",24,"E",0,0,9,NA,60,"wet",NA
NA,"19/05/2010",25,"E",1,0,8,NA,57,"wet",NA
NA,"20/05/2010",1,"E",0,0,13,NA,71,"wet",NA
NA,"20/05/2010",11,"E",1,1,20,"L",76,NA,NA
NA,"20/05/2010",20,"E",0,0,16,NA,69,NA,NA
NA,"20/05/2010",21,"E",0,0,14,NA,70,NA,NA
NA,"20/05/2010",22,"E",0,0,18,NA,84,NA,NA
NA,"20/05/2010",23,"E",0,0,15,NA,73,NA,NA
NA,"20/05/2010",24,"E",0,0,9,NA,62,NA,NA
NA,"20/05/2010",27,"E",1,0,21,NA,78,NA,NA
NA,"20/07/2010",1,"E",1,0,14,NA,75,NA,NA
NA,"20/07/2010",3,"E",1,0,16,NA,73,NA,NA
NA,"20/07/2010",9,"E",0,0,10,NA,68,NA,NA
NA,"20/07/2010",10,"E",0,0,19,NA,59,NA,NA
NA,"20/07/2010",25,"E",0,0,13,NA,68,NA,NA
NA,"20/07/2010",28,"E",0,0,15,NA,72,NA,NA
NA,"20/07/2010",34,"E",0,0,18,NA,77,NA,NA
NA,"20/07/2010",35,"E",0,0,18,NA,83,NA,NA
NA,"21/07/2010",2,"E",0,0,15,NA,72,NA,NA
NA,"21/07/2010",10,"E",0,0,14,NA,70,NA,NA
NA,"21/07/2010",13,"E",0,0,16,NA,70,NA,NA
NA,"21/07/2010",20,"E",0,0,15,NA,68,NA,NA
NA,"21/07/2010",22,"E",0,1,24,NA,88,NA,NA
NA,"21/07/2010",28,"E",0,0,16,NA,71,NA,NA
NA,"21/07/2010",31,"E",0,0,15,NA,74,NA,NA
NA,"22/07/2010",4,"E",0,0,13,NA,74,NA,NA
NA,"22/07/2010",20,"E",0,0,13,NA,66,NA,NA
NA,"22/07/2010",21,"E",1,1,19,NA,80,NA,NA
NA,"22/07/2010",28,"E",0,0,19,NA,82,NA,NA
NA,"22/07/2010",28,"E",1,0,12,NA,68,NA,NA
NA,"21/09/2010",23,"E",1,0,14,NA,78,"smashed skull",NA
NA,"21/09/2010",27,"E",0,0,15,NA,78,NA,NA
NA,"23/03/2011",3,"E",0,0,16,NA,77,NA,NA
NA,"23/03/2011",29,"E",1,0,13,NA,68,NA,NA
NA,"23/03/2011",30,"E",1,0,14,NA,73,NA,NA
NA,"24/03/2011",27,"E",0,1,15,NA,70,NA,NA
NA,"24/03/2011",30,"E",0,1,17,NA,81,NA,NA
NA,"17/05/2011",19,"E",1,1,22,"L",80,NA,NA
NA,"17/05/2011",20,"E",0,0,15,NA,68,NA,NA
NA,"17/05/2011",24,"E",0,0,8,NA,58,NA,NA
NA,"17/05/2011",36,"E",1,0,6,NA,59,NA,NA
NA,"17/05/2011",37,"E",0,0,16,NA,80,NA,NA
NA,"18/05/2011",5,"E",1,0,13,NA,63,NA,NA
NA,"18/05/2011",35,"E",0,0,7,NA,57,NA,NA
NA,"18/05/2011",36,"E",1,0,20,NA,81,"Inside of face eaten",NA
NA,"19/05/2011",1,"E",0,0,14,NA,71,NA,NA
NA,"19/05/2011",2,"E",0,0,14,NA,75,NA,NA
NA,"19/05/2011",6,"E",0,0,18,NA,73,NA,NA
NA,"19/05/2011",16,"E",0,0,14,NA,68,NA,NA
NA,"19/05/2011",18,"E",0,0,9,NA,NA,"Half eaten",NA
NA,"19/05/2011",20,"E",0,0,7,NA,53,NA,NA
NA,"21/03/2012",28,"E",0,1,16,NA,75,NA,NA
NA,"21/03/2012",30,"E",0,1,16,NA,75,NA,NA
NA,"21/03/2012",36,"E",1,1,20,"P",83,"Early stage pregnancy",NA
NA,"20/05/2012",31,"E",0,0,8,NA,59,NA,NA
NA,"23/05/2012",30,"E",0,0,10.5,NA,58,NA,NA
NA,"23/05/2012",37,"E",0,0,13,NA,52,NA,NA
NA,"24/05/2012",2,"E",0,0,12,NA,63,NA,NA
NA,"24/05/2012",4,"E",0,1,18,NA,82,NA,NA
NA,"24/05/2012",28,"E",1,0,11,NA,61,NA,NA
NA,"24/05/2012",30,"E",1,1,19,NA,81,NA,NA
NA,"24/05/2012",32,"E",1,0,10,NA,58,NA,NA
NA,"17/07/2012",4,"E",0,0,15,NA,74,NA,NA
NA,"17/07/2012",13,"E",0,1,18,NA,73,NA,NA
NA,"17/07/2012",24,"E",0,1,21,NA,83,NA,NA
NA,"17/07/2012",27,"E",1,0,15,NA,72,NA,NA
NA,"18/07/2012",4,"E",0,0,13,NA,70,NA,NA
NA,"18/07/2012",23,"E",0,0,13,NA,63,NA,NA
NA,"18/07/2012",26,"E",1,0,16,NA,69,NA,NA
NA,"18/07/2012",27,"E",0,0,15,NA,72,NA,NA
NA,"20/09/2012",17,"E",1,1,25.5,"P",82,"Fully developed embryos",NA
NA,"23/01/2013",38,"E",0,0,4,NA,55,"Maggoty",NA
NA,"18/03/2014",3,"E",0,0,15,NA,74,NA,NA
NA,"18/03/2014",20,"E",0,0,15,NA,76,NA,NA
NA,"19/03/2014",3,"E",1,1,21,NA,75,NA,NA
NA,"19/03/2014",32,"E",0,1,20,NA,80,NA,NA
NA,"19/03/2014",34,"E",1,0,11,NA,65,NA,NA
NA,"20/05/2014",1,"E",1,0,19,NA,85,"face chewed and ear missing",NA
NA,"20/05/2014",2,"E",0,0,20,NA,80,NA,NA
NA,"20/05/2014",3,"E",0,0,19,NA,82,NA,NA
NA,"20/05/2014",4,"E",0,0,24,NA,91,NA,NA
NA,"20/05/2014",8,"E",0,0,8.5,NA,65,NA,NA
NA,"20/05/2014",14,"E",1,1,17,NA,84,NA,NA
NA,"20/05/2014",26,"E",0,0,7.5,NA,59,NA,NA
NA,"21/05/2014",1,"E",0,0,7,NA,56,NA,NA
NA,"21/05/2014",2,"E",1,0,20,NA,80,NA,NA
NA,"21/05/2014",3,"E",1,0,5,NA,52,NA,NA
NA,"21/05/2014",4,"E",1,1,22,NA,83,NA,NA
NA,"21/05/2014",7,"E",0,0,13,NA,72,NA,NA
NA,"21/05/2014",9,"E",0,0,20,NA,78,NA,NA
NA,"21/05/2014",19,"E",0,0,13,NA,72,NA,NA
NA,"21/05/2014",39,"E",0,0,13,NA,68,NA,NA
NA,"23/05/2014",1,"E",1,1,24.5,"P",82,"pregnant",NA
NA,"23/05/2014",3,"E",1,1,16,NA,78,NA,NA
NA,"23/05/2014",4,"E",1,0,10,NA,72,NA,NA
NA,"23/05/2014",4,"E",0,0,10,NA,70,NA,NA
NA,"23/05/2014",5,"E",0,0,17.5,NA,75,NA,NA
NA,"23/05/2014",19,"E",1,1,22.5,NA,87,NA,NA
