"Sample","Collected","Trap","Line","Sex","Age","Weight.gms","SexualStatus.p.l","HBL.mm","Comments","Head.mm"
314,"10/07/2003",6,"C",0,0,19,NA,72,"Wet","11.8"
315,"10/07/2003",8,"C",1,1,20,NA,88,"Wet","ss"
316,"10/07/2003",11,"C",1,1,15,NA,76,"Dry","10.6"
317,"10/07/2003",12,"C",1,0,19,NA,74,"Wet","12.2"
318,"10/07/2003",13,"C",0,0,22,NA,80,"Wet","11.4"
319,"10/07/2003",14,"C",0,1,18,NA,77,"Wet","10.5"
320,"10/07/2003",15,"C",0,1,20,NA,80,"Wet","ss"
321,"10/07/2003",16,"C",1,0,14,NA,68,"Dry","10.3"
322,"10/07/2003",17,"C",1,0,12,NA,67,"Wet","ss"
323,"10/07/2003",19,"C",1,0,15,NA,79,"Wet","11"
324,"10/07/2003",22,"C",0,0,16,NA,73,"Dry","11"
325,"10/07/2003",23,"C",1,0,12,NA,69,"Dry","10.1"
326,"10/07/2003",25,"C",0,0,11.5,NA,47,"Dry","8.9"
327,"10/07/2003",26,"C",0,1,17.5,NA,78,"Dry","10.3"
328,"10/07/2003",28,"C",0,0,14,NA,73,"Wet","ss"
329,"10/07/2003",32,"C",1,0,17.5,NA,81,"Dry","10.6"
330,"10/07/2003",33,"C",1,0,13,NA,70,"Dry","10.5"
331,"10/07/2003",35,"C",1,0,16.5,NA,76,"Dry","10.8"
332,"10/07/2003",36,"C",0,0,16,NA,73,"Wet","10.4"
333,"10/07/2003",37,"C",1,0,17,NA,80,"Dry","10.3"
334,"10/07/2003",38,"C",1,0,10.5,NA,69,"Wet","9.5"
335,"10/07/2003",39,"C",0,1,13.5,NA,72,"Dry","10.7"
336,"10/07/2003",40,"C",1,0,14,NA,73,"Dry","ss"
467,"2/09/2003",1,"C",0,1,23,NA,83,NA,"9.9"
468,"2/09/2003",2,"C",0,1,19,NA,81,NA,"ss"
469,"2/09/2003",4,"C",1,0,14,NA,69,NA,"ss"
470,"2/09/2003",6,"C",1,1,16,NA,75,NA,"9.3"
471,"2/09/2003",7,"C",0,1,19.5,NA,80,NA,"9.9"
472,"2/09/2003",12,"C",0,1,15.5,NA,74,NA,"ss"
473,"2/09/2003",13,"C",1,1,23,NA,89,"Wet","ss"
474,"2/09/2003",14,"C",1,0,15.5,NA,76,NA,"ss"
475,"2/09/2003",16,"C",1,0,19,NA,75,"Wet","ss"
476,"2/09/2003",19,"C",0,0,17.5,NA,79,"Wet","ss"
477,"2/09/2003",20,"C",0,1,16,NA,79,NA,"ss"
478,"2/09/2003",23,"C",1,0,14,NA,72,"Mites, wet , fleas","8.9"
479,"2/09/2003",24,"C",1,0,15.5,NA,77,"Mites, fleas","ss"
480,"2/09/2003",27,"C",0,1,20.5,NA,84,"Mites","ss"
481,"2/09/2003",28,"C",1,1,24,NA,79,"Mites","10"
482,"2/09/2003",29,"C",0,1,14.5,NA,72,"Mites","ss"
483,"2/09/2003",30,"C",0,1,18.5,NA,77,NA,"9.4"
484,"2/09/2003",31,"C",1,1,21,NA,85,NA,"10"
485,"2/09/2003",32,"C",0,0,15,NA,75,NA,"ss"
486,"2/09/2003",34,"C",1,0,14,NA,72,NA,"ss"
487,"2/09/2003",37,"C",1,0,16,NA,79,NA,"ss"
488,"2/09/2003",38,"C",1,1,19.5,NA,82,NA,"10.1"
489,"2/09/2003",40,"C",1,0,15,NA,67,NA,"9.7"
490,"3/09/2003",5,"C",0,1,19,NA,75,NA,"10.9"
491,"3/09/2003",6,"C",0,0,15,NA,73,NA,"9.9"
492,"3/09/2003",8,"C",0,1,21,NA,85,NA,"10.4"
493,"3/09/2003",9,"C",0,0,16,NA,80,NA,"10.5"
494,"3/09/2003",11,"C",0,0,18,NA,80,NA,"10"
495,"3/09/2003",12,"C",0,1,16,NA,73,NA,"10"
496,"3/09/2003",13,"C",1,0,17,NA,80,NA,"10"
497,"3/09/2003",13,"C",0,1,19,NA,76,NA,"10.3"
498,"3/09/2003",17,"C",1,1,20,NA,85,NA,"10.5"
499,"3/09/2003",18,"C",0,0,18,NA,79,NA,"9.8"
500,"3/09/2003",19,"C",0,1,14,NA,71,NA,"10.3"
501,"3/09/2003",20,"C",1,0,13,NA,73,NA,"9.7"
502,"3/09/2003",21,"C",0,1,16,NA,78,NA,"10"
503,"3/09/2003",22,"C",0,0,17,NA,84,NA,"11"
504,"3/09/2003",23,"C",0,0,13,NA,75,NA,"10.3"
505,"3/09/2003",24,"C",1,0,17,NA,70,NA,"10.4"
506,"3/09/2003",25,"C",0,1,15,NA,76,NA,"9.4"
507,"3/09/2003",30,"C",0,0,17,NA,82,NA,"10.4"
508,"3/09/2003",32,"C",1,1,15,NA,76,NA,"5.5"
509,"3/09/2003",33,"C",0,1,25,NA,88,NA,"10.5"
510,"3/09/2003",37,"C",1,0,13,NA,74,NA,"9.8"
511,"4/09/2003",1,"C",0,1,20,NA,80,NA,"ss"
512,"4/09/2003",6,"C",0,1,21.5,NA,85,"Damp","11.3"
513,"4/09/2003",7,"C",1,0,18,NA,77.5,"Damp","ss"
514,"4/09/2003",9,"C",0,0,16,NA,70,NA,"ss"
515,"4/09/2003",10,"C",1,0,18.5,NA,77,"Damp","10.4"
516,"4/09/2003",14,"C",0,1,19.5,NA,80,NA,"10.3"
517,"4/09/2003",16,"C",0,1,16.5,NA,78,"Wet","ss"
518,"4/09/2003",17,"C",0,0,17,NA,75,"Damp","10.1"
519,"4/09/2003",21,"C",0,0,14,NA,68,NA,"10.8"
520,"4/09/2003",22,"C",0,0,17,NA,76,NA,"10.3"
521,"4/09/2003",23,"C",0,1,18,NA,83,"Wet","10.9"
522,"4/09/2003",25,"C",1,0,11.5,NA,69,"Damp","9.5"
523,"4/09/2003",28,"C",0,0,16,NA,83,NA,"10.4"
524,"4/09/2003",31,"C",1,1,15,NA,76,"Wet","10.4"
525,"4/09/2003",33,"C",0,0,15.5,NA,75,"Wet","9.9"
526,"4/09/2003",36,"C",0,1,16,NA,78,NA,"ss"
527,"4/09/2003",38,"C",0,1,26,NA,85,NA,"11.8"
528,"4/09/2003",40,"C",0,1,16.5,NA,80,NA,"ss"
651,"4/11/2003",2,"C",0,1,19.5,NA,75,NA,"ss"
652,"4/11/2003",5,"C",0,1,21,"p/5",92,NA,"ss"
653,"4/11/2003",6,"C",1,1,22,NA,77,NA,"10.6"
654,"4/11/2003",7,"C",0,0,17.5,NA,80,NA,"ss"
655,"4/11/2003",11,"C",0,1,22,NA,90,NA,"10.5"
656,"4/11/2003",13,"C",0,1,19.5,NA,81,NA,"9.2"
657,"4/11/2003",15,"C",1,1,17,NA,78,NA,"9.1"
658,"4/11/2003",17,"C",0,0,15,NA,71,NA,"9.6"
659,"4/11/2003",19,"C",0,1,21,NA,84,NA,"10.7"
660,"4/11/2003",20,"C",0,1,19.5,NA,79,NA,"10.1"
661,"4/11/2003",24,"C",0,1,18,NA,84,NA,"ss"
662,"4/11/2003",25,"C",0,1,20,"p/6",82,NA,"ss"
663,"4/11/2003",26,"C",1,1,22.5,NA,87,NA,"ss"
664,"4/11/2003",27,"C",1,0,19.5,NA,78,NA,"11.5"
665,"4/11/2003",31,"C",1,1,24.5,NA,90,NA,"10.9"
666,"4/11/2003",33,"C",1,0,18,NA,83,NA,"ss"
667,"4/11/2003",35,"C",0,1,20.5,NA,86,NA,"10.3"
668,"4/11/2003",37,"C",0,1,17.5,NA,82,NA,"ss"
669,"5/11/2003",1,"C",0,1,21.5,NA,83,"hole eaten, stomach gone","10.2"
670,"5/11/2003",2,"C",1,1,20,NA,86,NA,"9.9"
671,"5/11/2003",5,"C",0,1,22.5,NA,85,NA,"ss"
672,"5/11/2003",6,"C",1,1,21,NA,88,NA,"10.4"
673,"5/11/2003",7,"C",0,1,22,NA,85,NA,"10.2"
674,"5/11/2003",10,"C",0,1,20,"p/7",79,NA,"9.8"
675,"5/11/2003",11,"C",1,1,22.5,"p/7",85,NA,"10.2"
676,"5/11/2003",13,"C",1,1,19,NA,80,NA,"10.3"
677,"5/11/2003",15,"C",0,1,18,"p/8",78,NA,"9.6"
678,"5/11/2003",16,"C",1,1,26,NA,82,NA,"10.3"
679,"5/11/2003",17,"C",0,1,23,"p/7",86,NA,"10.7"
680,"5/11/2003",18,"C",1,1,17,NA,82,NA,"9.4"
681,"5/11/2003",20,"C",0,0,15,NA,78,NA,"9.6"
682,"5/11/2003",25,"C",1,1,20.5,NA,83,NA,"10.8"
683,"5/11/2003",27,"C",0,1,21,NA,79,NA,"ss"
684,"5/11/2003",31,"C",0,1,21,NA,78,NA,"ss"
685,"5/11/2003",33,"C",1,1,17.5,NA,75,NA,"9.5"
686,"5/11/2003",35,"C",0,1,23,NA,85,NA,"ss"
687,"5/11/2003",37,"C",0,1,20,NA,85,NA,"10.1"
688,"6/11/2003",1,"C",1,0,14.5,NA,72,NA,NA
689,"6/11/2003",3,"C",0,1,21.5,NA,90,NA,"10.4"
690,"6/11/2003",4,"C",1,1,19,NA,86,NA,"10"
691,"6/11/2003",5,"C",1,1,21,NA,85,NA,"10.9"
692,"6/11/2003",6,"C",0,1,21,"p/3",90,NA,"10.6"
693,"6/11/2003",7,"C",1,1,18,NA,79,NA,"9.8"
694,"6/11/2003",8,"C",0,1,22.5,NA,90,NA,"10.8"
695,"6/11/2003",10,"C",1,1,19.5,"p/6",86,NA,"9.9"
696,"6/11/2003",11,"C",1,1,24.5,NA,91,NA,"10.7"
697,"6/11/2003",13,"C",0,1,19,NA,84,NA,"9.8"
698,"6/11/2003",14,"C",0,1,22.5,"p/5",90.5,NA,"ss"
699,"6/11/2003",15,"C",1,1,18,NA,80.5,NA,"10"
700,"6/11/2003",19,"C",0,1,17,NA,76,NA,"10.2"
701,"6/11/2003",20,"C",0,1,18,NA,80,NA,"ss"
702,"6/11/2003",25,"C",0,0,15.5,NA,73,NA,"ss"
703,"6/11/2003",27,"C",0,1,19,"p/6",83,NA,"ss"
704,"6/11/2003",33,"C",1,1,19,NA,75,NA,"10.2"
705,"6/11/2003",35,"C",0,1,21,NA,92,NA,"10.1"
706,"6/11/2003",36,"C",0,1,20,"p/4",89,NA,"9.5"
707,"6/11/2003",37,"C",1,1,21,NA,81,NA,"10.7"
708,"6/11/2003",38,"C",0,1,20,NA,85,NA,"9.7"
709,"6/11/2003",40,"C",0,1,20,NA,85,NA,"10.5"
835,"13/01/2004",1,"C",0,1,23,NA,84,"Damp","10.2"
836,"13/01/2004",2,"C",1,1,21.5,"p/8",82,NA,"10"
837,"13/01/2004",5,"C",0,1,24,NA,85,NA,"10.3"
838,"13/01/2004",7,"C",1,1,24.5,"p/7",84,"Damp","9.9"
839,"13/01/2004",17,"C",0,1,22,NA,84,NA,"9.4"
840,"13/01/2004",18,"C",1,1,21.5,"l",78,NA,"9.6"
841,"13/01/2004",19,"C",0,1,20.5,NA,81,NA,"9.1"
842,"13/01/2004",24,"C",1,1,20.5,"p/7",83,"Damp","9.2"
843,"13/01/2004",25,"C",0,1,23,NA,81,"Wet","ss"
844,"13/01/2004",27,"C",1,1,22.5,"p/4 l",80,"Damp","9.5"
845,"13/01/2004",30,"C",1,1,25,"l",89,NA,"10.1"
846,"13/01/2004",33,"C",0,1,23,NA,83,"Damp","9.9"
847,"13/01/2004",37,"C",1,1,25.5,"p/7",87,"Wet","9.6"
848,"14/01/2004",3,"C",1,1,21.5,"p/6",81,NA,"10.3"
849,"14/01/2004",5,"C",1,0,19.5,NA,75,NA,"9.4"
850,"14/01/2004",6,"C",0,1,24,NA,80,NA,"11.6"
851,"14/01/2004",9,"C",1,1,22.5,NA,81,NA,"ss"
852,"14/01/2004",11,"C",1,1,23,"p/6",81,NA,"9.6"
853,"14/01/2004",12,"C",1,1,26,"p/4",81,NA,"11.2"
854,"14/01/2004",13,"C",0,1,23,NA,80,NA,"ss"
855,"14/01/2004",14,"C",1,1,24,"p/4",81,NA,"ss"
856,"14/01/2004",15,"C",1,1,25.8,"p/6",87,NA,"9.1"
857,"14/01/2004",19,"C",1,0,19,NA,74,NA,"9.7"
858,"14/01/2004",22,"C",1,1,25.5,"p/5",90,NA,"9.5"
859,"14/01/2004",25,"C",1,1,30.5,"p/6",85,NA,"11.2"
860,"14/01/2004",28,"C",1,0,6.5,NA,52,NA,"7.9"
861,"14/01/2004",37,"C",0,1,28.5,NA,85,NA,"10.2"
862,"15/01/2004",1,"C",1,1,22.5,NA,80,NA,"5.5"
863,"15/01/2004",3,"C",0,0,10,NA,61,NA,"8.5"
864,"15/01/2004",5,"C",1,1,25,"p/2 l",86,NA,"ss"
865,"15/01/2004",8,"C",0,0,7,NA,57,NA,"8.2"
866,"15/01/2004",11,"C",1,1,21,NA,86,NA,"9.8"
867,"15/01/2004",12,"C",0,1,29,NA,89,NA,"10.8"
868,"15/01/2004",13,"C",0,1,14,NA,68,NA,"8.4"
869,"15/01/2004",14,"C",1,1,23,"l",83,NA,"10"
870,"15/01/2004",19,"C",0,1,19,NA,81,NA,"9.6"
949,"2/03/2004",1,"C",1,1,19,NA,82,NA,"ss"
950,"2/03/2004",2,"C",0,1,25,NA,92,NA,"11.2"
951,"2/03/2004",3,"C",1,1,17.5,NA,81,NA,"ss"
952,"2/03/2004",6,"C",0,1,26.5,NA,92,NA,"11.2"
953,"2/03/2004",7,"C",0,1,23,NA,86,NA,"10"
954,"2/03/2004",8,"C",1,0,14,NA,75,NA,"9.7"
955,"2/03/2004",10,"C",0,1,16.5,NA,79,NA,"9.4"
956,"2/03/2004",11,"C",1,1,14,NA,79,NA,"8.9"
957,"2/03/2004",12,"C",1,1,20,NA,84,NA,"10.1"
958,"2/03/2004",14,"C",0,1,17,NA,81,NA,"8.9"
959,"2/03/2004",15,"C",1,1,21.5,NA,88,NA,"9.9"
960,"2/03/2004",17,"C",1,1,18,NA,87,NA,"ss"
961,"2/03/2004",18,"C",0,1,26,NA,95,NA,"ss"
962,"2/03/2004",20,"C",1,1,22,NA,86,NA,"10.8"
963,"2/03/2004",21,"C",0,1,22,NA,86,NA,"ss"
964,"2/03/2004",22,"C",0,1,24,NA,93,NA,"10.5"
965,"2/03/2004",27,"C",0,1,25.5,NA,93,NA,"11"
966,"2/03/2004",29,"C",0,1,23,NA,96,NA,"10.7"
967,"2/03/2004",30,"C",0,1,14,NA,76,NA,"9"
968,"2/03/2004",31,"C",1,1,21,"p/6",88,NA,"ss"
969,"2/03/2004",32,"C",1,1,21.5,NA,85,NA,"ss"
970,"2/03/2004",33,"C",0,1,24.5,NA,94,NA,"10.2"
971,"2/03/2004",34,"C",0,0,11,NA,67,NA,"9"
972,"2/03/2004",36,"C",0,1,24,NA,96,NA,"ss"
973,"2/03/2004",37,"C",1,1,24.5,NA,88,NA,"9.6"
974,"2/03/2004",38,"C",0,1,23.5,NA,92,NA,"10.8"
975,"2/03/2004",39,"C",0,1,23,NA,93,NA,"10.5"
976,"2/03/2004",40,"C",1,1,23.5,NA,91,NA,"10.5"
977,"3/03/2004",1,"C",0,1,22.5,NA,85,"Damp",NA
978,"3/03/2004",2,"C",1,1,23.5,NA,78,NA,NA
979,"3/03/2004",3,"C",0,1,15,NA,73,NA,NA
980,"3/03/2004",5,"C",0,0,12,NA,68,NA,NA
981,"3/03/2004",6,"C",0,0,11.5,NA,59,"Damp",NA
982,"3/03/2004",7,"C",1,1,18,NA,69,"Damp",NA
983,"3/03/2004",10,"C",1,1,16.5,NA,83,"Damp",NA
984,"3/03/2004",12,"C",1,1,17,NA,72,NA,NA
985,"3/03/2004",13,"C",0,1,25,NA,92,NA,NA
986,"3/03/2004",14,"C",0,1,15.5,NA,72,NA,NA
987,"3/03/2004",15,"C",0,0,12,NA,70,NA,NA
988,"3/03/2004",16,"C",1,1,24,NA,93,NA,NA
989,"3/03/2004",17,"C",0,1,24,NA,87,NA,NA
990,"3/03/2004",19,"C",1,0,11.5,NA,66,NA,NA
991,"3/03/2004",20,"C",0,0,14.5,NA,78,NA,NA
992,"3/03/2004",21,"C",0,1,17,NA,84,NA,NA
993,"3/03/2004",23,"C",0,1,24.5,NA,90,NA,NA
994,"3/03/2004",24,"C",0,1,13,NA,77,NA,NA
995,"3/03/2004",25,"C",0,1,18.5,NA,76,NA,NA
996,"3/03/2004",27,"C",0,1,27,NA,95,NA,NA
997,"3/03/2004",29,"C",0,0,11.5,NA,64,NA,NA
998,"3/03/2004",30,"C",1,1,23,NA,89,NA,NA
999,"3/03/2004",31,"C",1,1,25,"p/6",88,NA,NA
1000,"3/03/2004",32,"C",1,1,18,NA,85,NA,NA
1001,"3/03/2004",33,"C",0,1,15,NA,79,"Damp",NA
1002,"3/03/2004",34,"C",1,1,15,NA,77,NA,NA
1003,"3/03/2004",35,"C",0,1,25.5,NA,90,NA,NA
1004,"3/03/2004",36,"C",0,0,6.5,NA,52,NA,NA
1005,"3/03/2004",37,"C",0,1,24.6,NA,81,NA,NA
1006,"3/03/2004",38,"C",0,1,24.5,NA,80,NA,NA
1007,"3/03/2004",39,"C",0,1,18.5,NA,74,NA,NA
1008,"3/03/2004",40,"C",0,1,26.5,NA,80,"Damp",NA
1009,"4/03/2004",2,"C",0,0,12.5,NA,66.5,NA,NA
1010,"4/03/2004",4,"C",0,1,13.5,NA,65,NA,NA
1011,"4/03/2004",5,"C",0,1,11,NA,70,NA,NA
1012,"4/03/2004",7,"C",0,1,25,NA,84,NA,NA
1013,"4/03/2004",8,"C",1,0,14,NA,65,NA,NA
1014,"4/03/2004",11,"C",0,0,12.5,NA,63,NA,NA
1015,"4/03/2004",12,"C",1,1,19,NA,69,NA,NA
1016,"4/03/2004",14,"C",1,0,15.5,NA,66,NA,NA
1017,"4/03/2004",15,"C",0,1,22.5,NA,78,NA,NA
1018,"4/03/2004",18,"C",1,1,22,NA,79,NA,NA
1019,"4/03/2004",20,"C",1,1,20,NA,85,NA,NA
1020,"4/03/2004",21,"C",0,1,16.5,NA,64,NA,NA
1021,"4/03/2004",22,"C",0,1,16,NA,63,NA,NA
1022,"4/03/2004",23,"C",0,1,14,NA,71,NA,NA
1023,"4/03/2004",24,"C",1,0,11,NA,60,NA,NA
1024,"4/03/2004",25,"C",0,1,23,NA,85,NA,NA
1025,"4/03/2004",27,"C",1,0,10.5,NA,56,NA,NA
1026,"4/03/2004",29,"C",1,1,15.5,NA,73,NA,NA
1027,"4/03/2004",29,"C",1,0,5.5,NA,50,NA,NA
1028,"4/03/2004",31,"C",1,1,17,NA,71,NA,NA
1029,"4/03/2004",32,"C",1,0,8,NA,59,NA,NA
1030,"4/03/2004",32,"C",0,0,4.5,NA,49,"Partially eaten - no stomach",NA
1031,"4/03/2004",33,"C",NA,NA,NA,NA,NA,"Mostly eaten - no stomach",NA
1032,"4/03/2004",34,"C",0,0,7.5,NA,56,NA,NA
1033,"4/03/2004",35,"C",1,1,20,NA,74,NA,NA
1034,"4/03/2004",37,"C",1,1,23,NA,89,NA,NA
1035,"4/03/2004",38,"C",0,0,12,NA,60,NA,NA
1036,"4/03/2004",39,"C",1,1,21.5,NA,96,NA,NA
1037,"4/03/2004",40,"C",0,1,18,NA,75,NA,NA
1141,"4/05/2004",9,"C",0,0,17,NA,79,NA,NA
1142,"4/05/2004",11,"C",1,1,22.5,"l",83,NA,NA
1143,"4/05/2004",12,"C",1,0,11,NA,63.5,NA,NA
1144,"4/05/2004",12,"C",0,0,10.5,NA,60.5,NA,NA
1145,"4/05/2004",13,"C",0,1,20.5,NA,80.5,NA,NA
1146,"4/05/2004",17,"C",0,1,24,NA,82,NA,NA
1147,"4/05/2004",22,"C",1,1,19,NA,76,NA,NA
1148,"4/05/2004",23,"C",0,1,22,NA,87,NA,NA
1149,"4/05/2004",24,"C",0,1,16,NA,74,NA,NA
1150,"4/05/2004",28,"C",0,0,15,NA,68,NA,NA
1151,"4/05/2004",29,"C",0,0,8,NA,59,NA,NA
1152,"4/05/2004",30,"C",0,1,21.5,NA,90,"Wet",NA
1153,"4/05/2004",31,"C",1,0,15.5,NA,74,"Wet",NA
1154,"4/05/2004",40,"C",0,0,16.5,NA,74,NA,NA
1155,"5/05/2004",1,"C",1,1,22.5,NA,86,NA,NA
1156,"5/05/2004",2,"C",0,1,18,NA,75,NA,NA
1157,"5/05/2004",11,"C",0,0,13,NA,77,NA,NA
1158,"5/05/2004",12,"C",0,0,12,NA,69,NA,NA
1159,"5/05/2004",13,"C",1,1,14.5,NA,71,NA,NA
1160,"5/05/2004",14,"C",1,1,24.5,"l",80,NA,NA
1161,"5/05/2004",16,"C",1,1,25.5,"l",84,NA,NA
1162,"5/05/2004",17,"C",0,1,19,NA,75,NA,NA
1163,"5/05/2004",19,"C",1,1,23,"l",90,NA,NA
1164,"5/05/2004",21,"C",0,0,8,NA,54,NA,NA
1165,"5/05/2004",22,"C",0,0,8,NA,58,NA,NA
1166,"5/05/2004",22,"C",0,0,7.5,NA,59,NA,NA
1167,"5/05/2004",25,"C",0,1,17.5,NA,80,NA,NA
1168,"5/05/2004",27,"C",0,1,17.5,NA,79,NA,NA
1169,"5/05/2004",30,"C",0,0,15,NA,70,NA,NA
1170,"5/05/2004",35,"C",0,1,17.5,NA,83,NA,NA
1171,"5/05/2004",36,"C",1,0,16.5,NA,76,NA,NA
1172,"5/05/2004",37,"C",0,1,21,NA,80,NA,NA
1173,"5/05/2004",40,"C",NA,NA,18,NA,72,"Parts missing",NA
1174,"6/05/2004",5,"C",0,1,18,NA,78,NA,NA
1175,"6/05/2004",8,"C",1,1,17,"l",73,NA,NA
1176,"6/05/2004",11,"C",0,1,25,NA,89,NA,NA
1177,"6/05/2004",12,"C",0,1,17,NA,76,NA,NA
1178,"6/05/2004",13,"C",0,0,13,NA,79,NA,NA
1179,"6/05/2004",14,"C",0,1,20,NA,80,NA,NA
1180,"6/05/2004",15,"C",0,0,15,NA,72,NA,NA
1181,"6/05/2004",16,"C",0,0,14,NA,66,NA,NA
1182,"6/05/2004",17,"C",0,1,17.5,NA,72,NA,NA
1183,"6/05/2004",18,"C",0,0,10,NA,66,NA,NA
1184,"6/05/2004",19,"C",0,0,10,NA,64,NA,NA
1185,"6/05/2004",21,"C",1,0,7,NA,56,NA,NA
1186,"6/05/2004",22,"C",0,0,10,NA,67,NA,NA
1187,"6/05/2004",23,"C",1,1,18,NA,81,NA,NA
1188,"6/05/2004",24,"C",1,1,16,NA,76,NA,NA
1189,"6/05/2004",33,"C",0,1,22.5,NA,86,NA,NA
1190,"6/05/2004",35,"C",0,1,16,NA,76,NA,NA
1191,"6/05/2004",36,"C",0,1,16,NA,75,NA,NA
1192,"6/05/2004",40,"C",0,0,9.5,NA,54.5,NA,NA
1339,"6/07/2004",1,"C",NA,NA,NA,NA,NA,"Body missing",NA
1338,"6/07/2004",2,"C",0,0,13.5,NA,81,NA,NA
1337,"6/07/2004",3,"C",0,0,14.5,NA,66,NA,NA
1336,"6/07/2004",4,"C",0,0,16,NA,75,NA,NA
1335,"6/07/2004",5,"C",0,1,17,NA,77,NA,NA
1334,"6/07/2004",6,"C",0,1,19,NA,76.5,NA,NA
1333,"6/07/2004",7,"C",0,1,22,NA,83,NA,NA
1332,"6/07/2004",8,"C",0,1,15,NA,73.5,NA,NA
1331,"6/07/2004",9,"C",0,0,12,NA,69,NA,NA
1330,"6/07/2004",10,"C",0,1,18,NA,76,NA,NA
1329,"6/07/2004",11,"C",0,1,14.5,NA,75.5,NA,NA
1328,"6/07/2004",12,"C",1,1,22,NA,86,NA,NA
1327,"6/07/2004",13,"C",1,1,13.5,NA,70,NA,NA
1326,"6/07/2004",14,"C",0,1,21,NA,83,NA,NA
1325,"6/07/2004",16,"C",1,1,18.5,NA,79,NA,NA
1324,"6/07/2004",17,"C",0,1,17,NA,74,NA,NA
1323,"6/07/2004",18,"C",1,0,12,NA,75,NA,NA
1322,"6/07/2004",20,"C",1,1,18.5,NA,77,NA,NA
1321,"6/07/2004",21,"C",0,0,14,NA,73,NA,NA
1320,"6/07/2004",22,"C",0,0,12,NA,64,NA,NA
1318,"6/07/2004",23,"C",0,0,15,NA,72,NA,NA
1319,"6/07/2004",23,"C",0,0,13,NA,66,NA,NA
1317,"6/07/2004",24,"C",0,0,12.5,NA,64,NA,NA
1316,"6/07/2004",25,"C",1,1,19,NA,84,NA,NA
1315,"6/07/2004",26,"C",NA,NA,NA,NA,NA,"Body missing",NA
1314,"6/07/2004",27,"C",0,1,21.5,NA,86,NA,NA
1313,"6/07/2004",28,"C",1,1,20,NA,76,NA,NA
1312,"6/07/2004",29,"C",0,0,15,NA,75,NA,NA
1311,"6/07/2004",31,"C",0,0,15,NA,71,NA,NA
1310,"6/07/2004",32,"C",0,1,18.5,NA,84,NA,NA
1309,"6/07/2004",33,"C",1,1,21,NA,84,NA,NA
1308,"6/07/2004",34,"C",1,1,17,NA,77,NA,NA
1307,"6/07/2004",35,"C",0,0,12,NA,80.2,NA,NA
1306,"6/07/2004",36,"C",0,1,18,NA,80,NA,NA
1305,"6/07/2004",37,"C",0,1,17,NA,82,NA,NA
1304,"6/07/2004",38,"C",0,1,18,NA,78,NA,NA
1303,"6/07/2004",39,"C",0,1,17,NA,72,NA,NA
1302,"6/07/2004",40,"C",1,1,21,NA,80,NA,NA
1340,"7/07/2004",6,"C",1,0,11.5,NA,67,"Damp",NA
1341,"7/07/2004",7,"C",1,0,13,NA,74,NA,NA
1342,"7/07/2004",8,"C",0,0,15,NA,77,NA,NA
1343,"7/07/2004",9,"C",0,0,13,NA,66,NA,NA
1344,"7/07/2004",13,"C",0,0,12,NA,68,NA,NA
1345,"7/07/2004",14,"C",0,0,15.5,NA,68,NA,NA
1346,"7/07/2004",16,"C",1,1,21,NA,89,NA,NA
1347,"7/07/2004",20,"C",0,1,19,NA,82,NA,NA
1348,"7/07/2004",21,"C",1,0,15,NA,69,NA,NA
1349,"7/07/2004",22,"C",1,1,19,NA,80,NA,NA
1350,"7/07/2004",23,"C",0,0,12.5,NA,72,NA,NA
1351,"7/07/2004",24,"C",0,1,22.5,NA,65,NA,NA
1352,"7/07/2004",27,"C",0,0,15,NA,72,NA,NA
1353,"7/07/2004",29,"C",0,0,12,NA,67,NA,NA
1354,"7/07/2004",30,"C",1,1,18,NA,79,NA,NA
1355,"7/07/2004",32,"C",0,1,15,NA,73,NA,NA
1356,"7/07/2004",33,"C",0,1,17.5,NA,76,NA,NA
1357,"7/07/2004",34,"C",0,1,17,NA,73.5,NA,NA
1358,"7/07/2004",35,"C",0,1,17,NA,77,NA,NA
1359,"7/07/2004",36,"C",0,0,13,NA,65,NA,NA
1360,"7/07/2004",37,"C",0,0,16.5,NA,72.5,NA,NA
1361,"7/07/2004",38,"C",0,1,24,NA,76,NA,NA
1362,"7/07/2004",39,"C",1,1,19,"p",82,NA,NA
1363,"8/07/2004",3,"C",0,0,14,NA,64,NA,NA
1364,"8/07/2004",7,"C",0,1,23,NA,74,"Damp ",NA
1365,"8/07/2004",9,"C",0,1,23.5,NA,84,"Damp ",NA
1366,"8/07/2004",10,"C",0,1,23,NA,77,"Caught by leg only - alive",NA
1367,"8/07/2004",11,"C",0,0,16,NA,69,NA,NA
1368,"8/07/2004",12,"C",0,0,16,NA,64,"Small hole in backwhere eaten",NA
1369,"8/07/2004",13,"C",1,0,14,NA,75,NA,NA
1370,"8/07/2004",14,"C",1,1,15,NA,69,NA,NA
1371,"8/07/2004",15,"C",0,0,17,NA,74,NA,NA
1372,"8/07/2004",16,"C",0,1,16,NA,71,NA,NA
1373,"8/07/2004",17,"C",1,1,21,NA,76,NA,NA
1374,"8/07/2004",18,"C",0,1,18,NA,74,NA,NA
1375,"8/07/2004",19,"C",0,0,12,NA,69,NA,NA
1376,"8/07/2004",21,"C",0,1,18,NA,71,NA,NA
1377,"8/07/2004",22,"C",1,0,12,NA,64,NA,NA
1378,"8/07/2004",23,"C",0,0,13,NA,69,NA,NA
