Electorate,Place,Address,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
"Māngere","Favona","Tongan Methodist Church, 34 Orly Avenue",0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1,7,0
"Māngere","Favona","Viscount Learning Community School, 65 Viscount Street",0,6,0,0,0,23,4,1,0,3,0,0,0,0,0,0,0,37,0
"Māngere","Favona","Māngere Memorial Hall, Domain Road",0,0,0,6,0,40,10,5,0,5,0,0,0,0,0,0,0,66,0
"Māngere","Favona","St Anthony Catholic Parish Hall, 20 Kirkbride Road",0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,1,0,8,0
"Māngere","Favona","St James Anglican Church Hall, 27 Church Road",3,0,1,6,0,17,7,2,0,2,0,0,0,0,0,1,1,40,0
"Māngere","Favona","Waterlea Primary School, 17 House Avenue",0,1,0,1,0,21,2,1,0,2,0,0,0,0,0,0,0,28,0
"Māngere","Favona","Jean Batten School, 6 Imrie Avenue",0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,9,0
"Māngere","Favona","Kingsford Primary School, 54 Raglan Street",0,0,1,1,0,23,3,0,0,3,0,0,0,0,0,0,0,31,1
"Māngere","Favona","Mangere East Primary School, 21 Yates Road",0,0,0,5,0,11,5,0,0,2,0,0,0,0,0,0,0,23,1
"Māngere","Favona","Mary Mackillop School, 10-12 McNaughton Avenue",0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0
"Māngere","Favona","Metro Theatre, 362 Massey Road",0,0,0,0,0,24,9,1,1,1,0,0,0,0,0,0,0,36,0
"Māngere","Favona","Papatuanuku Kokiri Marae, 141r Robertson Road",0,0,0,2,0,21,9,0,0,1,0,0,0,0,0,0,0,33,0
"Māngere","Favona","Selwyn Anglican Church Hall, Corner Massey Road & Hain Avenue",1,1,0,2,0,20,2,2,0,3,0,0,0,0,0,0,1,32,0
"Māngere","Favona","Sutton Park School, 89 Vine Street",0,1,0,1,0,19,2,1,0,0,0,0,0,0,0,0,0,24,0
"Māngere","Papatoetoe","Kedgley Intermediate School, 181 Portage Road",0,2,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,19,0
"Manurewa","Clendon Park","Roscommon School Hall, 23 Burundi Avenue",0,1,2,2,0,28,3,0,0,5,0,2,0,0,0,0,1,44,2
"Manurewa","Clendon Park","St Elizabeth's Anglican Church Hall, 182 Finlayson Avenue",0,1,4,2,0,29,7,0,1,5,0,0,0,0,0,0,0,49,4
"Manurewa","Clendon Park","Te Matauranga School Hall, 206 Finlayson Avenue",0,0,0,2,0,21,11,2,0,4,0,0,0,0,0,0,2,42,1
"Manurewa","Manukau","Westfield Manukau Mall (Shop), Corner Great South & Manukau Station Roads",0,1,0,6,0,14,3,1,0,0,0,1,0,0,0,0,1,27,1
"Manurewa","Manukau","Wiri Community Hall, 15 Inverell Avenue",1,0,0,1,0,17,5,0,0,2,0,0,0,0,0,0,2,28,0
"Manurewa","Manurewa","Clendon Park School Hall, 145 Rowandale Avenue",0,1,0,3,0,42,5,2,0,1,0,0,0,0,0,0,3,57,1
"Manurewa","Manurewa","Finlayson Park School Hall, 87 John Walker Drive",0,2,3,6,0,61,10,0,0,4,0,0,0,0,0,0,4,90,0
"Manurewa","Manurewa","Hillpark School Hall, 57 Grande Vue Road",0,0,0,6,0,27,6,2,0,4,0,0,0,0,0,0,0,45,1
"Manurewa","Manurewa","Homai Primary School Hall, 89 Browns Road",1,0,0,2,0,19,4,3,0,3,0,0,0,0,0,0,0,32,1
"Manurewa","Manurewa","James Cook High School Hall, 12 Dr Pickering Avenue",0,0,1,2,0,26,5,0,1,3,0,0,0,0,0,0,4,42,1
"Manurewa","Manurewa","Rowandale School Hall, 73 Rowandale Avenue",0,2,3,3,0,42,7,0,1,1,0,0,0,0,0,1,0,60,0
"Manurewa","Manurewa","St Anne's Catholic Church, 126 Russell Road",1,0,0,3,0,34,9,0,0,3,0,0,0,0,0,0,1,51,0
"Manurewa","Manurewa","St Luke's Anglican Church Hall, 3 Russell Road",0,0,0,2,0,55,8,1,0,7,0,1,0,0,0,0,2,76,0
"Manurewa","Papatoetoe","Aorere College, 2 Selfs Road",0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,10,0
"Manurewa","Papatoetoe","Holy Cross Church School Hall, 21 Carruth Road",0,0,0,2,0,18,10,3,0,3,0,0,0,0,0,0,0,36,0
"Manurewa","Papatoetoe","Papatoetoe South School, 58 Milan Road",0,0,0,1,0,17,4,0,0,3,0,0,0,0,0,0,0,25,0
"Manurewa","Papatoetoe","Papatoetoe Town Hall, 35 Saint George Street",0,0,1,3,0,19,5,0,1,1,0,0,0,0,0,0,0,30,1
"Manurewa","Papatoetoe","Papatoetoe West School, 1-3 Hillcrest Road",0,0,0,2,0,27,3,0,0,5,0,0,0,0,0,0,0,37,0
"Manurewa","Papatoetoe","Puhinui Primary School Hall, 116 Puhinui Road",1,1,0,1,0,14,5,0,1,1,0,0,0,0,0,0,0,24,0
"Manurewa","Weymouth","Weymouth Community Hall, 11 Beihlers Road",0,4,0,5,0,15,4,0,1,0,0,0,0,0,0,0,1,30,0
"Manurewa","Weymouth","Weymouth Primary School Hall, 23 Evans Road",1,2,1,5,0,27,8,0,0,4,0,0,0,0,0,0,0,48,0
"Manurewa","Wiri","Vodafone Events Centre, 770 Great South Road",1,0,0,1,0,5,3,1,0,0,0,0,0,0,0,0,0,11,1
"Maungakiekie","Ellerslie","Ellerslie Kindergarten, 122 Celtic Crescent",1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,9,0
"Maungakiekie","Ellerslie","Ellerslie Masonic Centre, 9A Robert Street",0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0
"Maungakiekie","Ellerslie","Ellerslie War Memorial Hall, 134-138 Main Highway",0,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,13,0
"Maungakiekie","Ellerslie","Jack Dickey Community Hall, 174 Green Lane West",0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,7,0
"Maungakiekie","Mt Wellington","Bailey Road School Hall, 19 Bailey Road",1,1,0,2,0,32,3,3,0,1,0,0,0,0,0,0,0,43,0
"Maungakiekie","Mt Wellington","Panmure District School Hall, 87 Mt Wellington Highway",0,0,0,3,0,19,4,2,1,2,0,0,0,0,0,2,0,33,0
"Maungakiekie","Mt Wellington","Stanhope Road School Hall, 2B Harris Road",0,0,1,7,0,20,3,0,0,3,0,0,0,0,0,0,0,34,0
"Maungakiekie","Mt Wellington","Sylvia Park School Hall, 3 Longford Street",0,1,0,2,0,12,6,0,0,2,0,0,0,0,0,1,0,24,0
"Maungakiekie","Onehunga","Onehunga Community Centre, 83 Church Street",0,2,0,6,0,15,6,1,0,1,0,0,0,0,0,1,0,32,0
"Maungakiekie","Onehunga","Onehunga Primary School Hall, 122 Arthur Street",0,0,0,0,0,9,3,3,0,0,0,0,0,0,0,0,0,15,0
"Maungakiekie","Onehunga","Te Papapa School Hall, 219 Mt Smart Road",1,0,0,2,0,22,2,2,2,1,0,0,0,0,0,0,0,32,0
"Maungakiekie","One Tree Hill","Oranga School Hall (Maroa Road entrance), 21 Rangipawa Road",0,1,0,2,0,12,6,0,0,0,0,0,0,0,0,1,0,22,0
"Maungakiekie","One Tree Hill","St Oswald's Anglican Church Hall, 193 Campbell Road",1,0,0,1,0,5,0,2,0,2,0,0,0,0,0,0,0,11,0
"Maungakiekie","Penrose","One Tree Hill College, 421-451 Great South Road",1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0
"Maungakiekie","Royal Oak","Royal Oak Intermediate School Hall, 74 Symonds Street (Trafalgar Street entrance)",1,0,0,2,0,6,3,2,0,1,0,0,0,0,0,0,0,15,0
"Maungakiekie","Royal Oak","Royal Oak Primary School Hall, Chandler Avenue (663 Manukau Road entrance)",0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,7,0
"Mt Albert","Balmoral","Mt Eden War Memorial Hall, 487-489 Dominion Road",0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,8,0
"Mt Albert","Balmoral","Grey Lynn Community Centre, 510 Richmond Road",0,1,0,8,0,19,4,1,1,0,0,0,0,0,0,2,0,36,1
"Mt Albert","Balmoral","Grey Lynn Library Hall, 474 Great North Road",0,0,0,7,0,8,5,0,0,2,0,0,0,0,0,1,0,23,0
"Mt Albert","Balmoral","Newton Central School, 15-19 Monmouth Street",1,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,8,0
"Mt Albert","Kingsland","Congregational Christian Church of Samoa, 50 Bond Street",0,1,0,3,0,4,3,2,1,0,0,0,0,0,0,0,0,14,0
"Mt Albert","Kingsland","Kowhai Intermediate School, 26 Onslow Road",0,1,0,2,0,6,2,1,0,4,0,0,0,0,0,0,0,16,0
"Mt Albert","Mt Albert","Gladstone Primary School Staff Room, 120 Carrington Road Entrance",0,0,0,6,0,8,2,0,0,0,0,0,0,0,0,0,0,16,0
"Mt Albert","Mt Albert","Mt Albert Presbyterian Church Hall, 14 Mt Albert Road",0,0,0,2,0,6,1,0,0,1,0,0,0,0,0,0,0,10,0
"Mt Albert","Mt Albert","Mt Albert Senior Citizens' Hall, 3B Wairere Ave",0,0,0,4,0,3,1,0,0,1,0,0,0,0,0,1,0,10,0
"Mt Albert","Mt Albert","Rossgrove Chapel, 12 Rossgrove Terrace",0,0,0,3,0,4,2,1,0,0,0,0,0,0,0,1,0,11,0
"Mt Albert","Mt Albert","Salvation Army Community Church Hall, 218 Mt Albert Road (Duncan Avenue entrance)",0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,8,0
"Mt Albert","Mt Albert","Te Kura Kaupapa Māori o Ngā Maungarongo, 140 Haverstock Road",0,0,0,1,0,5,2,1,0,1,0,0,0,0,0,0,0,10,0
"Mt Albert","Mt Eden","Good Shepherd Parish Hall, 30 Telford Avenue",0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,1,0,8,0
"Mt Albert","Ōwairaka","Owairaka District School Hall, 113 Richardson Road",0,0,0,2,0,7,1,1,0,1,0,0,0,0,0,0,0,12,0
"Mt Albert","Point Chevalier","Church@onetwosix Hall, 126 Point Chevalier Road",1,0,0,1,0,9,4,1,0,2,0,0,0,0,0,1,0,19,0
"Mt Albert","Point Chevalier","Point Chevalier Primary School, 7 Te Ra Road",1,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,9,0
"Mt Albert","Point Chevalier","Edendale Primary School Hall, 419 Sandringham Road",0,0,0,4,0,4,0,1,0,2,0,0,0,0,0,0,0,11,0
"Mt Albert","Western Springs","Greek Community and Orthodox Parish of Auckland and Districts Hall, 106-108 Western Springs Road",0,0,0,4,0,18,1,2,0,2,0,0,0,0,0,2,0,29,0
"Mt Albert","Westmere","Westmere School, 81 Garnet Road",0,0,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,12,0
"Mt Roskill","Blockhouse Bay","Blockhouse Bay Community Church, 76 Dundale Avenue",0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,7,0
"Mt Roskill","Hillsborough","Hillsborough Primary School, 18 Belfast Street",0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,10,0
"Mt Roskill","Hillsborough","Lynfield College School, 191 White Swan Road (main entrance)",0,0,0,1,0,4,3,1,0,1,0,0,0,0,0,0,0,10,0
"Mt Roskill","Hillsborough","Lynfield Tennis Club, 18 The Avenue",0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,7,0
"Mt Roskill","Hillsborough","Christ The King School Hall, 288 Richardson Road",0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0
"Mt Roskill","Hillsborough","Dominion Road School, 14 Quest Terrace",0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,1,0,8,0
"Mt Roskill","Hillsborough","Hay Park School, 670 Richardson Road",0,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,12,0
"Mt Roskill","Hillsborough","Mt Roskill War Memorial Hall, Anzac Room, 13 May Road",0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,10,1
"Mt Roskill","Hillsborough","St Giles Presbyterian Church, 1207 Dominion Road",0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,8,0
"Mt Roskill","Hillsborough","St Therese Catholic Church, 463 Mt Albert Road",0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0
"Mt Roskill","Hillsborough","Tri-Star Gymnastic Club Incorporated, 55 Arundel Street",2,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,7,0
"Mt Roskill","Hillsborough","Wesley Community Centre, Tarapunga Room, 74 Sandringham Road Extension",0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,7,0
"Mt Roskill","Hillsborough","Wesley Intermediate School, 778 Sandringham Road Extension",0,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,7,0
"Mt Roskill","Hillsborough","Wesley Primary School, 24 Potter Avenue",0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0
"Mt Roskill","New Windsor","New Windsor School, 185 New Windsor Road (64 Peter Buck Road entrance)",0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,10,0
"Mt Roskill","Three Kings","Fickling Convention Centre, Hillsborough Room, 546 Mt Albert Road",0,0,0,0,0,4,4,2,0,1,0,0,0,0,0,0,0,11,0
"Mt Roskill","Three Kings","Three Kings School, 944 Mt Eden Road",0,0,0,4,0,6,0,0,0,1,0,0,0,0,0,0,0,11,0
"New Lynn","Avondale","Avondale Baptist Church Hall, 1288 New North Road",0,0,0,1,0,9,0,0,0,3,0,0,0,0,0,0,0,13,0
"New Lynn","Avondale","Avondale Community Centre, 99 Rosebank Road",1,1,0,3,0,7,3,0,0,4,0,0,0,0,0,1,0,20,0
"New Lynn","Avondale","Avondale Primary School, 4 Crayford Street West",0,2,0,2,0,9,2,0,0,1,0,0,0,0,0,0,0,16,0
"New Lynn","Blockhouse Bay","Blockhouse Bay Baptist Church, 504 Blockhouse Bay Road",0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,8,0
"New Lynn","Blockhouse Bay","Glenavon School, 340 Blockhouse Bay Road",0,0,0,0,0,10,4,1,0,1,0,0,0,0,0,0,0,16,0
"New Lynn","Green Bay","Green Bay Community House, 1 Barron Drive",1,0,0,2,0,5,0,0,0,1,0,0,0,0,0,1,0,10,0
"New Lynn","Green Bay","Green Bay Primary School, 131 Godley Road",0,0,0,5,0,7,1,0,0,1,0,0,0,0,0,0,0,14,0
"New Lynn","Henderson","Henderson Valley Primary School, 389 Henderson Valley Road",0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0
"New Lynn","Huia","Huia Hall, 1253 Huia Road",1,0,0,2,0,10,1,0,0,2,0,0,0,0,0,0,0,16,1
"New Lynn","Laingholm","Laingholm Primary School, 54 Victory Road",1,0,1,1,0,6,0,3,0,2,0,0,0,0,0,0,0,14,0
"New Lynn","New Lynn","Arahoe Primary School Hall (11 Grandison Crescent entrance), 9-11 Arahoe Road",0,0,0,3,0,10,2,2,0,1,0,0,0,0,0,1,1,20,0
"New Lynn","New Lynn","Dayspring Trust Hall, 2 Seabrook Avenue",0,0,0,2,0,6,3,1,0,2,0,0,0,0,0,0,0,14,1
"New Lynn","New Lynn","Fruitvale School, 40 Fruitvale Road",0,1,1,4,0,8,2,1,0,2,0,0,0,0,0,0,0,19,0
"New Lynn","New Lynn","Lynn Mall (former House of Travel shop), 3058 Great North Road",0,0,0,1,0,8,4,2,0,1,0,0,0,0,0,1,0,17,0
"New Lynn","New Lynn","New Lynn Sea Scout Hall, 37 Margan Avenue",0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,1,0,8,0
"New Lynn","New Lynn","Salvation Army Church Hall, 32 Delta Avenue",0,0,0,3,0,8,2,5,0,0,0,0,0,0,0,0,0,18,0
"New Lynn","Oratia","Oratia District School, 1 Shaw Road",0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,6,0
"New Lynn","Piha","Barnett Hall, 2 North Piha Road",1,0,0,2,0,9,2,2,0,1,0,0,0,0,0,1,0,18,0
"New Lynn","Titirangi","Titirangi War Memorial Hall, 500 South Titirangi Road",0,0,0,2,0,6,0,2,0,2,0,0,0,0,0,0,0,12,0
"New Lynn","Waiatarua","Waiatarua Community Hall, 911 West Coast Road",0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,7,0
"Pakuranga","Waiatarua","Stand Children's Services, 1-9 Pigeon Mountain Road",0,0,0,1,0,10,1,3,0,1,0,0,0,0,0,0,0,16,0
"Pakuranga","Highland Park","Masonic Centre, 3 Highland Park Drive",0,0,1,2,0,9,7,2,0,2,0,0,0,0,0,0,0,23,0
"Pakuranga","Highland Park","Howick Library Fencible Room, 25 Uxbridge Road",0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,13,0
"Pakuranga","Highland Park","Owairoa Primary School, Corner Wellington & Nelson Streets",1,1,0,2,0,9,4,3,0,0,0,0,0,0,0,0,0,20,0
"Pakuranga","Pakuranga","Anchorage Park Primary School, 16 Swan Crescent",0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,6,0
"Pakuranga","Pakuranga","Edgewater College, 32 Edgewater Drive",0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,6,0
"Pakuranga","Pakuranga","Elm Park School, 46 Gossamer Drive",1,0,0,1,0,14,2,0,0,0,0,0,0,0,0,0,0,18,0
"Pakuranga","Pakuranga","Farm Cove Intermediate School, 14-16 Butley Drive",0,0,0,0,0,5,1,1,0,2,0,0,0,0,0,1,0,10,0
"Pakuranga","Pakuranga","Pakuranga College, 176-180 Pigeon Mountain Road",0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,8,0
"Pakuranga","Pakuranga","Pakuranga Community Centre, 346 Pakuranga Road",0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,6,0
"Pakuranga","Pakuranga","Pakuranga Heights Primary School, 77 Udys Road",0,0,0,1,0,5,1,1,1,0,0,0,0,0,0,0,0,9,0
"Pakuranga","Pakuranga","Pakuranga Plaza, next to ANZ Bank outside the Plaza, 10 Aylesbury Street",0,0,1,2,0,19,5,1,1,1,0,0,0,0,0,0,0,30,1
"Pakuranga","Pakuranga","Pakuranga Recreation & Youth Centre, 13c Reeves Road",0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,11,0
"Pakuranga","Pakuranga","Riverhills Primary School, 13 Waikaremoana Place",0,0,0,2,0,7,2,0,0,1,0,0,0,0,0,1,0,13,0
"Pakuranga","Pakuranga","Sunnyhills Primary School, 17 The Crest",1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,6,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Fairburn School, 10 Pukeora Road",0,0,0,2,0,12,1,0,0,0,0,0,0,0,0,0,0,15,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu College, 74-78 Mangere Road",0,1,0,1,0,17,2,0,0,1,0,0,0,0,0,0,0,22,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Community Hall, 10 High Street",0,1,0,1,0,18,2,1,0,2,0,0,0,0,0,1,0,26,1
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Intermediate School, 22-24 Luke Street",0,0,1,2,0,10,3,0,0,1,0,0,0,0,0,1,0,18,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Primary School, 41 Station Road",0,0,1,0,0,13,1,0,0,2,0,0,0,0,0,0,0,17,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Panama Road School, 139 Panama Road",1,0,1,2,0,30,4,0,0,4,0,0,0,0,0,0,0,42,3
"Panmure-Ōtāhuhu","Ōtara","Bairds Mainfreight Primary School, 12 Edward Avenue",0,0,1,2,0,29,5,2,1,1,0,0,0,0,0,0,2,43,1
"Panmure-Ōtāhuhu","Ōtara","East Tāmaki Primary School, 196 Preston Road",0,0,2,0,0,15,5,1,0,2,0,0,0,0,0,0,0,25,3
"Panmure-Ōtāhuhu","Ōtara","Ferguson Intermediate School, 20-40 Ferguson Road",0,4,0,3,0,25,5,1,1,2,0,0,0,0,0,1,1,43,1
"Panmure-Ōtāhuhu","Ōtara","Flat Bush School, 20 Flat Bush Road",0,0,0,2,0,15,4,2,1,5,0,0,0,0,0,0,0,29,0
"Panmure-Ōtāhuhu","Ōtara","Mayfield School, 12 Pearl Baker Drive",0,1,1,5,0,41,4,0,0,3,0,0,0,0,0,0,0,55,1
"Panmure-Ōtāhuhu","Ōtara","Sir Edmund Hillary Collegiate, 2 Franklyne Road",0,0,0,1,0,20,0,0,0,1,0,0,0,0,0,1,0,23,0
"Panmure-Ōtāhuhu","Ōtara","Te Puke o Tara Community Hall, 20 Newbury Street",0,0,2,1,0,22,8,0,0,2,0,0,0,0,0,0,0,35,3
"Panmure-Ōtāhuhu","Ōtara","Wymondley Road School, 77 Wymondley Road",0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0
"Panmure-Ōtāhuhu","Panmure","Panmure Bridge Primary School, 76 Kings Road",0,0,0,3,0,15,3,0,0,3,0,0,0,0,0,0,0,24,0
"Panmure-Ōtāhuhu","Panmure","Panmure Community Centre, 7-13 Pilkington Road",0,3,0,4,0,24,10,0,0,1,0,0,0,0,0,1,0,43,1
"Panmure-Ōtāhuhu","Panmure","Ruapotaka Primary School, 10A Taratoa Street",0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,6,0
"Panmure-Ōtāhuhu","Panmure","Tamaki Primary School, 11A Alamein Road",0,0,0,0,0,15,3,1,0,2,0,0,0,0,0,0,0,21,1
"Panmure-Ōtāhuhu","Papatoetoe","Hunters Plaza Shopping Centre, Pop Up Shop, 217 Great South Road",0,0,0,1,0,18,6,2,0,5,0,0,0,0,0,0,1,33,0
"Panmure-Ōtāhuhu","Papatoetoe","Omana Kindergarten, 42 Omana Road",0,0,0,1,0,8,1,3,0,0,0,1,0,0,0,0,0,14,0
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe Central Primary School, Corner Great South Road & Saint George Street",0,0,1,2,0,7,1,0,0,0,0,0,0,0,0,0,0,11,0
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe East Primary School, 138 Tui Road",0,3,0,2,0,21,3,2,0,0,0,0,0,0,0,0,0,31,0
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe High School, 19 Nicholson Avenue",0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,1,9,0
"Panmure-Ōtāhuhu","Papatoetoe","Papatoetoe Intermediate School, 175 Motatau Road",0,0,0,1,0,9,3,1,0,0,0,0,0,0,0,0,0,14,0
"Panmure-Ōtāhuhu","Point England","Point England Primary School, 130 Point England Road",1,1,0,9,0,32,4,1,0,0,0,0,0,0,0,0,0,48,0
"Takanini","Clover Park","Redoubt North Wesleyan Methodist Church, 51 Diorella Drive",0,1,0,1,0,25,7,1,0,2,0,0,0,0,0,0,3,40,0
"Takanini","Flat Bush","Mission Heights Primary School Hall, 103 Jeffs Road",0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,11,1
"Takanini","Flat Bush","Ormiston Senior College, Main Entrance Foyer, 275 Ormiston Road",0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,7,0
"Takanini","Goodwood Heights","Everglade School Hall, 64 Everglade Drive",0,1,0,1,0,29,4,7,0,0,0,0,0,0,0,1,3,46,1
"Takanini","Manurewa","Manurewa South School Hall, 39 Tawa Crescent",0,1,1,2,0,27,5,0,0,1,0,0,0,0,0,0,0,37,0
"Takanini","Manurewa East","Alfriston College, KTK Foyer, Alfriston Road entrance",1,3,1,3,0,35,6,1,1,1,0,0,0,0,0,2,2,56,1
"Takanini","Manurewa East","Greenmeadows Intermediate School, Technology Block, Ferguson Street entrance",0,0,0,1,0,13,3,0,0,1,0,0,0,0,0,0,0,18,0
"Takanini","Manurewa East","Manurewa East School Hall, 10 Scotts Road",0,1,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,30,1
"Takanini","Takanini","Conifer Grove School Hall, 70 Walter Strevens Drive",0,1,1,1,0,20,5,7,0,2,0,0,0,0,0,0,0,37,0
"Takanini","Takanini","Takanini School Hall, Old Park Place entrance",2,0,2,4,0,42,8,0,0,4,1,0,0,0,0,1,3,67,1
"Takanini","The Gardens","The Gardens School Hall, 101 Charles Prevost Drive",1,0,0,1,0,11,1,1,0,5,0,0,0,0,0,0,0,20,1
"Takanini","Wattle Downs","Clayton Park School Hall, Wattle Farm Road entrance",1,5,0,4,0,42,7,1,2,3,0,1,0,0,0,0,2,68,1
"Takanini","Wattle Downs","Reremoana School Hall, 15 Scotsmoor Drive",0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,1,19,0
"Tāmaki","Glendowie","Churchill Park School, Kinsale Avenue",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,7,0
"Tāmaki","Glendowie","Sacred Heart College, Gate 1, Crossfield Road",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,1
"Tāmaki","Glen Innes","Glen Innes Community Centre, 96 Line Road",0,0,0,4,0,50,11,0,0,4,0,0,0,0,0,0,0,69,4
"Tāmaki","Glen Innes","Glen Innes School, 38-42 Eastview Road",0,0,0,1,0,10,2,0,0,1,0,0,0,0,0,0,2,16,0
"Tāmaki","Glen Innes","Tāmaki College, 109-115 Taniwha Street",0,0,0,3,0,13,2,0,0,0,0,0,0,0,0,0,0,18,0
"Tāmaki","Glen Innes","St Thomas's Church, 368 Kohimarama Road",0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,7,0
"Tāmaki","Meadowbank","Meadowbank Community Centre, 29 St Johns Road",1,0,0,1,0,8,0,4,0,1,0,0,0,0,0,0,0,15,1
"Tāmaki","Mission Bay","Patteson Guide Hall, 87 Patteson Avenue",0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,6,0
"Tāmaki","Orakei","Orakei Community Centre, 156 Kepa Road",0,3,0,8,0,33,20,0,0,0,0,0,0,0,0,1,1,66,0
"Tāmaki","Orakei","Orakei Primary School, 1 Grace Street",1,0,0,2,0,9,1,1,0,1,0,0,0,0,0,0,0,15,0
"Tāmaki","Remuera","Remuera Baptist Church, 641 Remuera Road",1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0
"Tāmaki","St Heliers","St Heliers Church & Community Centre, 100 St Heliers Bay Road",1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0
"Tāmaki","St Johns","Auckland Netball Centre, 7 Allison Ferguson Drive",2,0,0,1,0,10,3,4,0,1,0,0,0,0,0,0,0,21,0
"Tāmaki","St Johns","St John's College, Wesley Hall, 202-210 St John's Road",0,0,0,2,0,4,0,1,0,2,0,0,0,0,0,0,0,9,0
"Te Atatū","Henderson","Henderson Primary School, 13 Montel Avenue",0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,10,0
"Te Atatū","Henderson","Holy Cross Catholic School, 8 Lavelle Road",1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,8,0
"Te Atatū","Henderson","Te Pai Centre Waitākere Netball, 31-35 Te Pai Place",0,0,0,3,0,16,3,0,0,2,0,0,0,0,0,0,0,24,1
