"Electorate","Place","Address","Type","ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Green Party","Internet Party","Labour Party","MANA","Māori Party","National Party","New Zealand First Party","New Zealand People's Party","NZ Outdoors Party","The Opportunities Party (TOP)","United Future","Total Valid Party Votes","Informal Party Votes"
"North Shore",NA,"Votes Allowed for Party Only - North Shore","Special",4,4,0,0,0,34,0,146,0,2,195,27,1,1,16,0,430,2
"Northcote","Albany","Albany Westfield, near OPSM, 219 Don Mckinnon Drive","Advance",0,0,0,1,0,18,0,211,1,2,404,36,0,0,10,0,683,1
"Northcote","Albany","Massey University, Gate 1, Building 4, Student Central, Albany Expressway","Advance",1,0,0,0,0,7,0,13,0,0,16,0,0,0,3,0,40,0
"Northcote","Auckland City","Atrium, Takutai Square","Advance",0,0,0,0,0,15,0,48,0,0,111,6,0,0,5,0,185,0
"Northcote","Auckland City","Auckland University, AUSA Club Space, The Quad, Alfred Street","Advance",1,0,0,0,0,38,0,63,0,0,44,2,0,0,3,0,151,0
"Northcote","Auckland City","AUT University, Level 4 Library Foyer, WA Building, 55 Wellesley Street East","Advance",1,2,0,2,0,20,0,72,0,0,46,12,0,0,5,0,160,0
"Northcote","Auckland City","Liston House, 30-32 Hobson Street","Advance",2,0,0,1,0,7,0,28,0,0,49,0,0,0,5,0,92,0
"Northcote","Beach Haven","Maria Assumpta Parish Hall, 198 Beach Haven Road","Advance",2,3,1,7,0,71,0,405,1,4,318,78,2,2,13,0,907,2
"Northcote","Birkenhead","Rawene Centre, 33 Rawene Road","Advance",30,4,0,2,2,256,0,1044,0,8,1782,208,2,3,70,0,3411,2
"Northcote","Glenfield","Electorate Headquarters, 179A Archers Road","Advance",1,0,0,0,1,26,0,125,0,4,216,25,0,0,7,0,405,1
"Northcote","Glenfield","Girl Guides NZ, Glenfield Den, Hall Road","Advance",0,0,0,1,0,7,0,37,0,1,43,9,0,0,0,0,98,0
"Northcote","Glenfield","Glenfield Library, 90 Bentley Avenue","Advance",17,2,0,2,3,115,1,813,2,9,1139,132,6,2,23,2,2268,7
"Northcote","Glenfield","Glenfield Local Board Office, 90 Bentley Avenue","Advance",9,2,1,2,1,41,0,333,0,0,412,72,1,0,10,2,886,2
"Northcote","Glenfield","St Thomas More Catholic Church Hall, 336 Wairau Road (via St Thomas More Lane)","Advance",0,0,0,1,0,4,0,20,0,0,43,6,0,0,1,0,75,0
"Northcote","Mairangi Bay","Rangitoto College, 564 East Coast Road","Advance",0,0,0,0,0,1,0,4,0,0,10,0,0,0,0,0,15,0
"Northcote","Mangere","Auckland International Airport Terminal, International Departure Lounge","Advance",1,0,0,0,0,4,0,7,0,1,20,1,0,0,1,0,35,0
"Northcote","Milford","Milford Shopping Centre, next to Coffee Club, 143 Kitchener Road","Advance",2,0,0,0,0,9,0,39,0,1,93,14,0,0,4,0,162,0
"Northcote","Mt Eden","University of Auckland, Epsom Campus, Music Auditorium, 74 Epsom Avenue (Gate 3)","Advance",0,0,0,0,0,5,0,6,0,0,7,0,0,0,1,0,19,0
"Northcote","Northcote","AUT North Campus, AH201, Sport & Fitness Centre, 90 Akoranga Drive","Advance",2,1,1,3,0,30,0,146,0,3,191,19,0,0,12,0,408,0
"Northcote","Northcote","NorthArt, Norman King Square, Ernie Mays Street","Advance",14,4,0,6,3,105,0,738,1,10,1190,133,1,1,33,0,2239,8
"Northcote","Ponsonby","All Saints Anglican Church, 284 Ponsonby Road","Advance",1,0,0,0,0,9,0,20,0,0,27,0,0,0,2,0,59,0
"Northcote","Takapuna","Electorate Headquarters, 6-10 The Strand","Advance",1,0,0,0,0,30,0,105,0,1,210,18,0,0,7,0,372,0
"Northcote","Takapuna","Hospital & Rest Homes Team - Taken in Northcote","Advance",2,2,0,0,0,5,0,61,0,0,101,9,0,0,1,1,182,3
"Northcote","Takapuna","Hospital & Rest Homes Team - Taken in North Shore","Advance",0,0,0,0,1,6,0,15,0,0,16,2,0,0,0,1,41,1
"Northcote","Albany","Pinehurst School, 75 Bush Road","Regular",0,0,0,0,0,4,0,19,0,0,26,0,1,0,2,0,52,0
"Northcote","Beach Haven","Maria Assumpta Parish Hall, 198 Beach Haven Road","Regular",5,5,0,1,1,53,0,274,0,2,220,50,1,2,16,0,630,3
"Northcote","Beach Haven","The Beach Haven Hall, 336 Rangatira Road","Regular",6,3,1,0,2,145,0,574,1,2,521,112,0,0,32,2,1401,2
"Northcote","Birkdale","Birkdale Intermediate School, 200 Birkdale Road","Regular",12,3,1,1,3,71,0,491,0,6,445,79,0,1,27,0,1140,0
"Northcote","Birkdale","Birkdale North School, 213 Birkdale Road","Regular",4,4,0,0,0,42,0,173,0,1,218,47,0,0,8,1,498,4
"Northcote","Birkdale","Birkenhead Baptist Church Hall, 25 Birkdale Road","Regular",9,3,0,3,0,70,0,352,0,1,426,77,0,0,29,0,970,2
"Northcote","Birkenhead","All Saints Hall, 187 Hinemoa Street","Regular",7,1,0,1,1,87,0,298,0,3,454,45,0,0,32,1,930,1
"Northcote","Birkenhead","Birkenhead Primary School, 77 Mokoia Road","Regular",8,3,0,0,0,77,1,295,0,2,459,58,0,0,28,2,933,1
"Northcote","Birkenhead","Chelsea Primary School, 2 Onetaunga Road","Regular",6,4,0,2,2,54,0,297,0,3,670,55,0,0,23,1,1117,2
"Northcote","Birkenhead","Zion Hill Methodist Church Hall, corner Onewa Road & Birkenhead Avenue","Regular",10,0,0,4,1,80,0,359,0,6,531,70,0,0,38,1,1100,1
"Northcote","Glenfield","Girl Guides NZ, Glenfield Den, Hall Road","Regular",0,0,0,0,0,2,0,12,0,0,9,5,0,0,2,1,31,0
"Northcote","Glenfield","Glenfield College, 52-60 Kaipatiki Road","Regular",2,3,0,1,1,13,1,105,0,2,155,26,0,0,5,0,314,2
"Northcote","Glenfield","Glenfield Community Centre, 411 Glenfield Road (corner Bentley Avenue)","Regular",4,2,0,6,1,35,0,272,0,1,346,47,1,1,12,0,728,4
"Northcote","Glenfield","Glenfield Primary School, 101 Chivalry Road","Regular",2,1,1,4,1,23,2,152,0,0,178,28,1,0,5,1,399,3
"Northcote","Glenfield","Manuka Primary School, 34 Manuka Road","Regular",0,0,0,0,0,3,0,16,0,0,26,5,0,0,4,0,54,0
"Northcote","Glenfield","Marlborough Primary School, 4 Wykeham Place","Regular",3,2,0,5,0,33,0,204,0,1,280,28,0,1,11,0,568,1
"Northcote","Glenfield","St Thomas More Catholic Church Hall, 336 Wairau Road (via St Thomas More Lane)","Regular",0,0,0,0,0,0,0,25,0,0,25,0,0,0,1,0,51,0
"Northcote","Glenfield","Target Road Primary School, 80 Target Road","Regular",1,1,0,0,0,3,0,5,0,0,18,2,0,0,0,0,30,0
"Northcote","Glenfield","Wairau Valley Special School, 102 Hillside Road","Regular",2,1,0,0,0,6,0,26,0,4,35,4,0,0,1,0,79,1
"Northcote","Glenfield","Windy Ridge School, 54 Seaview Road","Regular",8,2,0,1,2,44,0,276,0,3,398,58,0,0,21,0,813,0
"Northcote","Little Shoal Bay","Northcote Bowling Club, 9 Council Terrace","Regular",4,0,0,0,0,32,0,237,0,3,410,33,0,0,16,1,736,0
"Northcote","Milford","Elective Surgery Centre, North Shore Hospital, Shakespeare Road","Regular",0,0,0,0,0,3,0,24,0,0,20,3,0,0,3,0,53,0
"Northcote","Northcote","Northbridge Retirement Village Hall, 45 Akoranga Drive","Regular",0,1,0,0,0,14,0,103,0,4,190,31,1,0,12,0,356,0
"Northcote","Northcote","Northcote Intermediate, 145 Lake Road","Regular",9,0,0,3,6,54,1,412,2,6,591,63,1,0,26,0,1174,7
"Northcote","Northcote","Northcote Primary School, corner Lake & Onewa Roads","Regular",12,4,0,3,1,69,0,280,0,4,540,29,0,1,25,1,969,1
"Northcote","Northcote","Sunnybrae Normal School, 36 Sunnybrae Road","Regular",6,3,0,6,1,68,0,305,0,3,554,91,2,0,19,1,1059,4
"Northcote","Northcote","Willow Park School, 13 Compton Street","Regular",10,0,0,0,1,95,0,437,0,6,959,106,0,1,40,1,1656,0
"Northcote","Sunnynook","Wairau Intermediate School, 113 Becroft Drive","Regular",0,0,0,0,0,3,0,6,0,0,16,4,0,0,0,0,29,0
"Northcote","Takapuna","Takapuna School, 23 Auburn Street (access from Anzac Street entrance)","Regular",0,0,0,0,0,10,0,20,0,1,32,2,0,0,2,0,67,1
"Northcote",NA,"Overseas Special Votes Including Defence Force - Northcote","Special",3,1,0,2,1,125,1,395,1,5,468,34,0,0,31,1,1068,0
"Northcote",NA,"Special Votes BEFORE Polling Day - Northcote","Special",21,5,0,4,8,168,1,913,0,14,1112,91,1,1,70,2,2411,3
"Northcote",NA,"Special Votes ON Polling Day - Northcote","Special",16,16,2,2,5,133,1,717,1,6,1006,121,1,1,74,1,2103,2
"Northcote",NA,"Votes Allowed for Party Only - Northcote","Special",4,5,0,5,1,48,0,212,1,3,179,35,1,0,14,0,508,3
"Northcote",NA,"Voting places where less than 6 votes were taken","Special",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Northland",NA,"Advance Voting Place - Mobile Team","Advance",1,1,0,1,0,5,0,54,0,0,49,9,1,0,0,0,121,1
"Northland",NA,"Hospital & Rest Homes Team - Taken in Northland","Advance",3,0,0,0,1,6,0,85,0,1,138,40,0,0,2,1,277,5
"Northland","Dargaville","Foster's Building, 36 Victoria Street","Advance",7,16,2,5,5,109,0,658,4,3,1165,495,4,1,24,1,2499,11
"Northland","Kaikohe","Main Street, Hammer Hardware Building, 81 Broadway","Advance",5,7,0,1,0,66,0,329,10,2,298,128,1,0,12,0,859,6
"Northland","Kaitaia","Te Ahu Atrium, corner South Road & Matthews Avenue","Advance",1,10,3,11,2,136,0,834,24,7,915,377,6,1,51,0,2378,5
"Northland","Kamo","Kamo Bowling Club, 15 Three Mile Bush Road","Advance",2,1,0,0,0,8,0,41,2,0,81,27,0,0,3,0,165,0
"Northland","Kawakawa","Kawakawa Baptist Church, 1/19 Gillies Street","Advance",0,0,0,1,0,25,0,196,1,2,140,54,0,0,4,0,423,1
"Northland","Kerikeri","Kerikeri Baptist Church, 41 Hobson Avenue","Advance",16,9,3,18,1,282,0,1106,3,5,2433,451,2,2,68,1,4400,11
"Northland","Mangawhai","Mangawhai Museum Foyer, Molesworth Drive","Advance",16,3,0,2,0,83,0,491,0,3,1008,224,0,1,32,1,1864,9
"Northland","Maungaturoto","Maungaturoto Primary School, 8 Gorge Road","Advance",1,0,0,7,2,33,0,143,0,1,233,74,0,2,8,0,504,1
"Northland","Onerahi","Onerahi Community Hall, Church Street","Advance",0,0,0,0,0,1,0,4,0,1,2,2,0,0,0,0,10,0
"Northland","Paihia","Paihia Memorial & Community Hall, 8 Williams Road","Advance",7,5,1,3,2,70,0,358,1,2,744,132,0,0,16,1,1342,1
"Northland","Raumanga","Northland Polytech, Gate 2 Admin Office, Raumanga Valley Road","Advance",0,0,0,0,0,4,0,8,0,0,0,1,0,0,0,0,13,0
"Northland","Ruakaka","Bream Bay Community Trust Classroom, 9 Takutai Place","Advance",0,0,0,0,0,1,0,1,0,1,8,3,0,0,0,0,14,0
"Northland","Tikipunga","Trinity Uniting Church Hall, 4 Otuhiwai Crescent","Advance",0,0,0,0,0,2,0,7,0,0,10,6,0,0,0,0,25,0
"Northland","Waipu","Waipu Coronation Hall, 47 The Centre","Advance",1,0,0,0,1,5,0,6,0,0,8,1,0,0,0,0,22,0
"Northland","Warkworth","Warkworth Masonic Lodge (above Westpac Bank), 12 Baxter Street","Advance",1,0,0,0,0,15,0,50,0,1,94,11,0,0,2,0,174,0
"Northland","Wellsford","Wellsford Community Centre, 1 Matheson Road","Advance",7,2,2,7,0,59,0,322,1,0,688,190,0,0,11,0,1289,10
"Northland","Wellsford","Forum North (old Cafe area), 5 Rust Avenue","Advance",0,0,0,1,0,39,0,71,0,1,127,35,0,0,6,0,280,0
"Northland","Wellsford","Manaia House Ground Floor, 41 Rathbone Street","Advance",0,0,0,0,0,8,0,22,0,0,39,9,0,0,3,0,81,1
"Northland","Wellsford","Okara Shopping Centre, Port Road","Advance",1,2,0,1,0,19,0,88,1,2,128,52,0,0,1,0,295,0
"Northland","Wellsford","Hospital & Rest Homes Team - Taken in Whangarei","Advance",1,0,0,0,0,2,0,9,0,0,20,4,0,0,0,0,36,0
"Northland","Ahipara","Ahipara School, Main Road","Regular",2,0,0,1,0,8,0,90,2,0,100,18,0,0,3,0,224,0
"Northland","Arapohue","Arapohue School, 3248 Mititai Road","Regular",1,0,0,0,0,3,0,11,0,1,73,22,0,0,4,0,115,0
"Northland","Awanui","Awanui School, 172 Far North Road (State Highway 1)","Regular",0,4,0,1,0,5,0,53,3,0,106,33,0,0,2,0,207,1
"Northland","Baylys Beach","Baylys Beach Holiday Park, 24 Seaview Road","Regular",0,0,0,0,1,1,0,33,0,0,37,15,1,0,4,0,92,2
"Northland","Broadwood","Broadwood Area School, 1041 Broadwood Road","Regular",0,1,0,0,0,2,0,19,1,0,25,12,0,0,2,0,62,0
"Northland","Dargaville","Foster's Building, 36 Victoria Street","Regular",1,2,0,2,0,17,0,117,1,0,206,66,0,0,11,0,423,4
"Northland","Dargaville","Selwyn Park Primary School, 38 Onslow Street","Regular",0,0,0,0,0,1,0,44,0,2,53,18,0,0,5,0,123,1
"Northland","Dargaville","The Lighthouse Church Hall, 78 Normanby Street","Regular",3,3,0,1,1,10,0,112,0,1,208,77,1,0,10,0,427,1
"Northland","Fairburn","Fairburn Hall, 813 Fairburn Road","Regular",0,2,1,2,0,1,0,18,0,0,20,16,0,0,2,0,62,1
"Northland","Herekino","Herekino School, 2529 Kaitaia-Awaroa Road","Regular",1,0,1,0,1,5,0,23,0,0,19,10,0,0,3,0,63,0
"Northland","Hikurangi","Hikurangi School Hall, 4 Swan Avenue","Regular",1,0,0,0,0,1,0,23,0,0,44,25,0,0,0,0,94,1
"Northland","Horeke","Horeke School, 2230 Horeke Road","Regular",0,0,0,0,0,1,0,13,0,0,2,3,0,0,0,0,19,1
"Northland","Houhora","Pukenui School, 35 Lamb Road","Regular",2,4,0,0,0,6,0,44,0,0,178,43,1,2,2,1,283,0
"Northland","Hukerenui","Hukerenui School, 9 Crows Nest Road","Regular",0,0,1,1,0,2,0,30,0,0,136,24,0,0,2,0,196,1
"Northland","Kaeo","Kaeo Primary School, 4139 State Highway 10","Regular",0,0,3,0,0,32,0,117,0,4,142,55,0,2,3,0,358,4
"Northland","Kaihu","Kaihu Hall, 43 Kaihu Wood Road","Regular",0,0,0,0,0,9,0,22,0,0,47,25,0,0,2,0,105,0
"Northland","Kaikohe","Kaikohe East School, 36 Mangakahia Road","Regular",0,3,1,1,0,10,0,90,2,2,80,45,0,0,1,0,235,2
"Northland","Kaikohe","Kaikohe Intermediate School, 11 Park Road","Regular",1,1,0,0,0,8,0,49,1,1,61,25,0,0,0,0,147,1
"Northland","Kaingaroa","Kaingaroa School, 5328 State Highway 10","Regular",1,0,0,0,0,5,1,25,0,0,59,25,0,0,1,0,117,0
"Northland","Kaitaia","Kaitaia College, Redan Road","Regular",2,1,0,2,0,10,0,64,3,0,64,15,0,0,1,0,162,0
"Northland","Kaitaia","Kaitaia Intermediate School, 45 North Road","Regular",6,2,0,0,0,15,0,136,1,0,136,36,0,1,5,0,338,2
"Northland","Kaitaia","Te Ahu Atrium, corner South Road & Matthews Avenue","Regular",2,2,2,2,0,10,0,96,0,0,110,41,0,1,2,0,268,3
"Northland","Kaiwaka","Kaiwaka War Memorial Hall, 4 Kaiwaka - Mangawhai Road","Regular",2,1,1,2,1,38,0,167,0,0,237,56,1,0,18,0,524,2
"Northland","Kamo","Kamo Primary School Hall, 6 Three Mile Bush Road","Regular",0,1,0,0,0,2,0,12,0,0,14,4,0,0,1,0,34,0
"Northland","Karetu","Karetu School, Kura Road","Regular",1,0,0,1,0,1,0,15,0,0,15,5,0,0,1,1,40,0
"Northland","Kauri","Kaurihohore Hall, 24 Apotu Road","Regular",0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,24,0
"Northland","Kawakawa","Kawakawa Baptist Church, 1/19 Gillies Street","Regular",0,2,2,1,0,5,0,42,1,0,27,17,0,1,2,0,100,0
"Northland","Kawakawa","Kawakawa Primary School Hall, 31-39 Albert Street","Regular",0,0,1,0,0,4,0,56,0,1,46,6,0,0,1,1,116,0
"Northland","Kerikeri","Kerikeri Baptist Church, 41 Hobson Avenue","Regular",6,7,1,2,2,44,0,222,2,1,333,61,0,0,22,2,705,1
"Northland","Kerikeri","Kerikeri Primary School, 39 Hone Heke Road","Regular",1,0,1,2,1,44,0,192,1,1,337,55,0,0,14,0,649,0
"Northland","Kerikeri","Riverview School, 23 Riverview Road","Regular",3,2,0,1,0,29,0,206,1,2,308,51,0,1,20,0,624,1
"Northland","Kohukohu","Kohukohu Primary School, Beach Road","Regular",0,1,0,1,0,31,0,53,0,0,25,13,0,0,3,0,127,0
"Northland","Leigh","Leigh School, House of Learning, 22 Hauraki Road","Regular",0,0,0,0,0,6,0,14,0,0,10,1,0,0,2,0,33,0
"Northland","Mangamuka","Mangamuka Clinic, 8 Mangamuka Road","Regular",1,2,1,0,0,1,0,12,0,0,8,3,0,0,1,0,29,2
"Northland","Mangawhai","Mangawhai Beach School Recreation Centre, 34 Insley Street","Regular",4,3,0,1,0,35,0,111,0,3,279,76,0,0,15,0,527,2
"Northland","Mangawhai Heads","Mangawhai Community Centre, Fagan Place","Regular",0,3,0,0,0,31,0,100,0,1,176,42,0,0,15,1,369,2
"Northland","Mangonui","Mangonui School, 19 Colonel Mould Drive","Regular",5,1,0,0,0,44,0,171,0,3,307,69,0,1,18,0,619,1
"Northland","Marua","Marua Hall, 752 Marua Road","Regular",1,0,0,0,0,2,0,13,0,0,44,20,0,0,1,0,81,0
"Northland","Matauri Bay","Matauri Bay School, 2223 Whakarara Road","Regular",1,0,0,0,0,4,0,25,0,1,26,10,1,0,0,0,68,1
"Northland","Matawaia","Matawaia Kohanga Reo, 1791 Matawaia - Maramuka Road","Regular",0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,9,0
"Northland","Maungatapere","Maungatapere School Hall, Mangakahia Road","Regular",0,0,0,1,0,1,0,1,0,0,2,3,0,0,0,0,8,0
"Northland","Maungaturoto","Maungaturoto Primary School, 8 Gorge Road","Regular",2,4,0,16,0,17,0,130,0,1,205,87,0,0,11,0,473,1
"Northland","Maunu","Maunu School, Classroom 9, 13 Austins Road","Regular",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,6,0
"Northland","Maunu","Whangarei Hospital Imaging Deparment, Maunu Road","Regular",0,0,0,1,0,2,0,4,0,0,9,2,0,0,0,0,18,0
"Northland","Moerewa","Moerewa School, 70 Otiria Road","Regular",0,1,0,0,0,2,0,44,1,0,15,17,0,0,0,0,80,0
"Northland","Ngataki","Ngataki School, 5265 Far North Road","Regular",0,0,0,0,0,3,0,5,0,0,21,5,0,0,0,0,34,0
"Northland","Oakura","Oakura Hall, 153 Oakura Road","Regular",0,0,0,0,0,3,0,18,0,1,26,18,0,0,1,0,67,1
"Northland","Ohaeawai","Ohaeawai School, 22 Tennyson Street","Regular",4,1,0,0,0,11,0,45,0,0,80,23,0,0,4,0,168,3
"Northland","Okaihau","Okaihau Primary School, Settlers Way","Regular",1,3,1,0,1,11,0,78,2,2,148,37,0,0,3,0,287,0
"Northland","Omapere","Opononi Area School, 263 State Highway 12","Regular",2,1,0,0,0,21,0,83,1,2,55,34,0,0,3,0,202,1
"Northland","Onerahi","St James Church Hall, 135 Onerahi Road","Regular",0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,6,0
"Northland","Opua","Opua School Hall, 2 Franklin Street","Regular",0,0,0,0,0,10,0,64,0,0,82,23,0,0,8,0,187,1
"Northland","Opuawhanga","Opuawhanga Hall, Whananaki North Road","Regular",0,0,0,0,0,4,0,22,0,0,32,13,0,0,0,0,71,0
"Northland","Oromahoe","Oromahoe School, Te Aute Road","Regular",0,0,4,1,0,10,0,30,0,1,30,15,0,2,2,0,95,0
"Northland","Paihia","Paihia School Hall, Whare, 17 School Road","Regular",5,2,0,0,0,30,0,137,0,1,213,49,0,0,29,0,466,0
"Northland","Pakaraka","Pakaraka School, State Highway 10","Regular",1,0,0,3,0,4,0,33,1,0,72,21,0,0,7,0,142,0
"Northland","Pakotai","Pakotai School, Ruddell Road (off Mangakahia Road)","Regular",0,0,0,0,0,3,0,18,0,0,25,12,0,0,0,0,58,0
"Northland","Pamapuria","Pamapuria School, 6970 State Highway 1","Regular",0,1,0,2,0,2,0,26,0,0,51,10,0,0,1,0,93,1
"Northland","Panguru","Te Kura Taumata O Panguru, 2178 West Coast Road","Regular",0,0,0,0,0,1,0,11,0,2,5,5,0,0,0,0,24,1
"Northland","Paparoa","Paparoa School, 14 Franklin Road","Regular",1,0,0,4,0,24,0,126,1,1,282,64,0,0,3,0,506,2
"Northland","Pawarenga","Te Kura o Hata Maria, 42 Te Riha Road","Regular",0,0,0,0,0,2,0,11,0,0,2,0,0,0,0,0,15,0
"Northland","Peria","Peria School, 1430 Oruru Road","Regular",0,0,0,0,0,21,0,63,0,1,30,16,0,0,2,0,133,1
"Northland","Pipiwai","Te Horo School, 3239 Pipiwai Road","Regular",0,0,0,0,0,1,0,3,1,1,8,11,0,0,0,0,25,0
"Northland","Port Albert","Port Albert Hall, 980 Port Albert Road","Regular",1,1,1,3,0,8,0,29,0,0,122,31,0,0,5,0,201,0
"Northland","Pouto","Rangitane Community Centre, 5226 Pouto Road","Regular",1,0,0,0,0,0,0,5,0,0,14,4,0,0,0,0,24,0
"Northland","Pukepoto","Pukepoto School, 818 Awaroa Road","Regular",1,0,1,0,0,4,0,8,1,1,24,6,0,0,1,0,47,0
"Northland","Punaruku","Whangaruru School, 2916 Old Russell Road","Regular",0,0,0,0,0,6,0,8,0,0,2,5,0,0,1,0,22,0
"Northland","Rawene","Rawene School, Marmon Street","Regular",0,1,0,0,0,26,0,70,3,1,41,17,0,0,5,0,164,1
"Northland","Rawhiti","Rawhiti Kohanga Reo, Te Rawhiti Marae, 221 Rawhiti Road","Regular",0,0,0,0,0,4,0,6,1,0,7,2,0,0,1,0,21,0
"Northland","Ruatangata","Ruatangata Hall, 1190 Pipiwai Road","Regular",0,0,0,0,0,1,0,15,0,1,46,6,0,0,4,0,73,0
"Northland","Ruawai","Ruawai Primary School, 4376 State Highway 12","Regular",2,0,1,2,0,10,0,75,0,1,192,47,0,0,5,0,335,1
"Northland","Russell","Russell School, 8 Baker Street","Regular",4,5,1,0,2,50,0,162,1,0,258,56,0,1,14,0,554,1
"Northland","Taheke","Taheke Health Centre, 3735 Horeke Road","Regular",0,0,0,0,0,1,0,16,0,2,11,11,0,0,1,1,43,1
"Northland","Taipa","Taipa Area School, 578 State Highway 10","Regular",4,1,3,0,0,25,0,187,2,1,253,73,0,1,5,2,557,3
"Northland","Taipuha","Taipuha Hall, Taipuha Station Road","Regular",0,0,0,0,0,2,0,10,0,1,40,6,0,0,0,0,59,0
"Northland","Takahue","Takahue Community Hall, 6 Takahue Saddle Road","Regular",0,1,0,1,0,1,0,13,0,0,23,12,0,0,1,0,52,0
"Northland","Tangiteroria","Tangiteroria Primary School, 3069 State Highway 14","Regular",1,0,0,0,0,1,0,11,0,0,73,23,0,0,3,0,112,0
"Northland","Tangowahine","Tangowahine Primary School, 36 Tangowahine Valley Road","Regular",0,0,0,0,0,2,0,17,0,0,50,24,0,0,0,0,93,0
"Northland","Tapora","Tapora Primary School, 1 Okahukura Road","Regular",0,1,0,0,0,2,0,24,0,0,35,8,0,0,3,0,73,0
"Northland","Taupo Bay","Taupo Bay Holiday Park, Taupo Bay Road","Regular",0,1,0,0,0,2,0,13,0,1,15,7,0,0,0,0,39,0
"Northland","Tautoro","Tautoro School, Mangakahia Road","Regular",0,1,0,0,0,3,0,19,2,0,5,3,0,0,0,0,33,0
"Northland","Te Hapua","Te Hapua School, 14 Waharua Road (far north)","Regular",0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,7,0
"Northland","Te Iringa","Te Iringa Marae, 356 Mataraua Road","Regular",0,0,0,0,0,1,0,5,0,0,9,1,0,0,0,0,16,0
"Northland","Te Kao","Te Kao Area School, 6603 Far North Road","Regular",0,0,0,0,0,0,0,16,0,1,4,6,0,0,0,0,27,0
"Northland","Te Kopuru","Te Kopuru School, Norton Street","Regular",0,4,0,2,0,9,0,54,0,0,113,37,0,0,1,0,220,2
"Northland","Te Tii","Bay of Islands International Acadamy, 935 Purerua Road","Regular",0,0,0,0,0,4,0,11,0,0,23,5,0,0,5,0,48,0
"Northland","Tinopai","Tinopai Primary School, Tinopai Road","Regular",0,0,1,0,0,2,0,22,1,0,43,13,0,0,0,0,82,1
"Northland","Titoki","Mangakahia Area School, 1482 Mangakahia Road","Regular",0,0,0,2,0,6,0,22,1,2,61,23,0,0,1,0,118,0
"Northland","Totara North","Totara North Hall, 4 School Road","Regular",2,1,0,0,0,7,0,47,0,0,60,26,0,0,4,0,147,2
"Northland","Towai","Maromaku School, 37 Maromaku School Road","Regular",0,0,0,0,0,2,0,8,0,0,58,11,0,0,1,0,80,0
"Northland","Umawera","Umawera School, State Highway 1","Regular",1,0,0,0,0,3,0,15,0,0,57,11,0,0,0,0,87,0
"Northland","Victoria Valley","Victoria Valley War Memorial Hall, 64 Victoria Valley Road","Regular",0,0,0,3,0,5,0,15,0,1,31,11,0,0,1,0,67,0
"Northland","Waiharara","Waiharara School, 8 Katavich Road","Regular",0,0,0,0,0,2,0,17,0,0,42,12,0,0,1,0,74,0
"Northland","Waihue","Waihue Settlers' Hall, 1438 Waihue Road","Regular",0,0,0,0,0,2,0,4,0,0,66,2,0,0,0,0,74,0
"Northland","Waima","Waima School, School Road (off State Highway 1)","Regular",0,1,0,0,0,6,0,7,1,1,3,4,0,0,1,2,26,0
"Northland","Waimamaku","Waimamaku Hall, 7232 State Highway 12","Regular",0,0,0,0,0,24,0,45,1,2,41,28,2,0,5,0,148,0
"Northland","Waimate North","St John's Sunday School Hall, 344 Te Ahu Ahu Road","Regular",0,0,1,0,0,12,0,33,1,0,78,20,0,0,3,0,148,0
"Northland","Waiotira","Waiotira School, Ararua Road","Regular",1,1,0,0,0,3,0,12,1,1,28,15,0,0,3,0,65,0
"Northland","Waipapa","Waipapa Hall, Waipapa Loop Road","Regular",4,2,2,0,0,57,0,222,0,0,440,91,0,0,20,0,838,2
"Northland","Waipapakauri","Paparore School, 157 West Coast Road","Regular",0,0,0,0,0,3,0,25,1,1,48,12,0,0,3,0,93,0
"Northland","Waipu","Waipu Coronation Hall, 47 The Centre","Regular",1,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,10,0
"Northland","Warkworth","Warkworth Masonic Lodge (above Westpac Bank), 12 Baxter Street","Regular",0,1,0,0,0,1,0,5,0,0,10,1,0,0,0,0,18,0
"Northland","Wellsford","Wellsford School Hall, 47 School Road","Regular",10,1,1,6,0,22,0,138,0,3,245,91,1,0,11,0,529,2
"Northland","Whakapara","Whakapara Hall, corner McLennan & Old North Roads","Regular",0,1,0,0,0,17,0,32,0,1,88,37,0,1,2,0,179,0
"Northland","Whananaki","Whananaki School, Whananaki North Road","Regular",1,0,0,0,0,4,0,12,0,1,41,15,0,0,1,0,75,0
"Northland","Whangarei","Forum North (old Cafe area), 5 Rust Avenue","Regular",0,0,0,0,0,2,0,3,1,0,9,5,0,0,0,0,20,0
"Northland","Whangarei","Okara Shopping Centre, Port Road","Regular",0,0,1,0,0,0,0,10,1,0,17,3,0,0,2,0,34,0
"Northland","Whangaroa","Whangaroa Hall, 574 Whangaroa Road","Regular",2,4,0,0,0,7,0,39,1,0,64,8,0,0,1,0,126,0
