"Electorate","Place","Address","Type","ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Green Party","Internet Party","Labour Party","MANA","Māori Party","National Party","New Zealand First Party","New Zealand People's Party","NZ Outdoors Party","The Opportunities Party (TOP)","United Future","Total Valid Party Votes","Informal Party Votes"
"Epsom","Ponsonby","All Saints Anglican Church, 284 Ponsonby Road","Advance",2,0,0,0,0,10,0,37,0,0,42,2,0,0,2,0,95,0
"Epsom","Remuera","Remuera Baptist Church, 641 Remuera Road","Advance",7,0,0,4,0,44,0,115,0,0,555,27,3,0,10,0,765,0
"Epsom","Remuera","Remuera Bowling Club, 5 Dromorne Road","Advance",19,1,0,1,0,24,0,98,0,2,656,26,0,0,12,0,839,1
"Epsom","Remuera","Somervell Presbyterian Church and Community Centre, 497 Remuera Road","Advance",14,0,0,0,0,23,0,65,0,1,508,18,0,0,3,0,632,4
"Epsom","Remuera","St Aidans Church, corner Ascot Avenue & Remuera Road","Advance",12,0,0,2,0,27,0,86,0,1,533,22,1,0,4,0,688,0
"Epsom","Remuera","St Mark's Church Hall, 95 Remuera Road","Advance",32,1,0,2,1,53,0,188,0,1,1034,34,0,0,20,0,1366,2
"Epsom","St Lukes","St Lukes Westfield, Centre Court, 80 St Lukes Road","Advance",2,1,0,2,0,19,0,115,0,0,187,10,0,0,4,0,340,1
"Epsom","Three Kings","Fickling Convention Centre, Hillsborough Room, 546 Mt Albert Road","Advance",5,0,0,1,0,13,0,67,0,3,164,17,0,0,2,0,272,1
"Epsom","Three Kings","Hospital & Rest Homes Team - Taken in Epsom","Advance",2,0,0,3,0,7,0,81,0,0,119,26,0,0,1,1,240,2
"Epsom","Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street","Regular",3,0,0,0,0,6,0,9,0,0,18,1,0,0,0,0,37,0
"Epsom","Auckland City","Auckland University, AUSA Club Space, The Quad, Alfred Street","Regular",0,0,0,1,0,6,0,27,0,1,9,2,0,0,2,0,48,0
"Epsom","Auckland City","AUT Wellesley Campus, Building WA, Conference Room, Gate 2, 55 Wellesley Street","Regular",0,0,0,0,0,3,0,14,0,0,10,1,0,0,1,0,29,0
"Epsom","Auckland City","Liston House, 30-32 Hobson Street","Regular",0,0,0,0,0,1,0,5,0,1,6,1,0,0,1,0,15,0
"Epsom","Auckland City","Methodist Church, Wesley Hall, 78 Pitt Street","Regular",0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,0,12,0
"Epsom","Epsom","Auckland Grammar School Old Boys Centre, Gate 4, 85 Mountain Road","Regular",18,1,0,0,0,47,0,144,0,3,417,19,0,0,23,2,674,0
"Epsom","Epsom","Epsom Girls Grammar School, Old Gym, Gate 4, Owens Road","Regular",11,1,0,2,0,63,0,223,0,0,459,22,2,1,20,1,805,1
"Epsom","Epsom","Epsom Methodist Church Hall, 12 Pah Road","Regular",6,0,0,1,0,20,1,114,0,1,256,28,2,1,7,0,437,1
"Epsom","Epsom","Epsom Normal School, 41 The Drive","Regular",26,0,0,5,0,68,0,291,0,4,812,22,3,0,23,0,1254,3
"Epsom","Epsom","Sacred Heart Parish Hall, 19 Banff Avenue","Regular",21,0,0,2,0,37,0,175,0,1,480,15,4,0,6,0,741,1
"Epsom","Epsom","St George's Church Hall, 19 Ranfurly Road","Regular",14,1,0,0,0,70,0,226,0,5,563,43,1,0,24,1,948,4
"Epsom","Grafton","Auckland City Hospital, Foyer, 2 Park Road","Regular",0,0,0,0,0,8,0,28,0,0,39,4,0,0,3,1,83,1
"Epsom","Grafton","St David's Presbyterian Church Hall, 70 Khyber Pass Road","Regular",1,0,0,0,0,10,0,18,0,0,24,2,0,0,6,0,61,2
"Epsom","Greenlane","Cornwall Park District School Hall, corner Greenlane West Road & Wheturangi Road","Regular",15,2,0,1,0,30,0,149,0,2,390,31,2,0,13,2,637,1
"Epsom","Kingsland","Congregational Christian Church of Samoa, 50 Bond Street","Regular",0,0,0,0,0,5,0,6,0,0,7,0,0,0,3,0,21,0
"Epsom","Kingsland","Kowhai Intermediate School, 26 Onslow Road","Regular",0,0,0,0,0,11,0,12,0,0,13,3,0,0,0,0,39,0
"Epsom","Matakana","Matakana School, 952 Matakana Road","Regular",0,0,0,0,0,4,0,3,0,0,13,1,0,0,2,0,23,0
"Epsom","Mt Eden","Auckland Normal Intermediate, 24 Poronui Street","Regular",11,2,0,0,0,42,0,135,0,2,290,12,1,0,12,1,508,0
"Epsom","Mt Eden","Auckland Provincial Guide Centre, 132 Grange Road","Regular",4,0,1,1,0,31,0,102,0,2,152,12,0,0,8,0,313,2
"Epsom","Mt Eden","Balmoral School Hall, 19 Brixton Road","Regular",3,0,0,1,0,26,0,58,0,0,81,9,0,0,8,0,186,0
"Epsom","Mt Eden","Ficino School, 27 Esplanade Road","Regular",12,1,0,1,0,93,1,189,0,2,150,24,0,0,15,2,490,0
"Epsom","Mt Eden","Maungawhau School, 43 Ellerton Road","Regular",6,0,0,0,0,12,0,91,0,3,162,13,0,0,11,0,298,1
"Epsom","Mt Eden","Mt Eden Normal Primary School, 73 Valley Road","Regular",21,0,0,0,0,110,0,386,0,4,544,34,0,0,25,0,1124,2
"Epsom","Mt Eden","Valley Road International Church Hall, 393 Mt Eden Road","Regular",4,1,0,8,0,83,0,168,0,1,204,22,0,0,20,0,511,3
"Epsom","One Tree Hill","St Oswald's Anglican Church Hall, 193 Campbell Road","Regular",1,0,0,0,0,0,0,1,0,0,12,1,0,0,4,0,19,0
"Epsom","Parnell","Holy Trinity Cathedral Visitors Centre, corner St Stephens Avenue & Parnell Road","Regular",8,1,1,0,0,65,0,147,0,4,346,26,0,1,26,2,627,2
"Epsom","Parnell","Jubilee Hall, Parnell Community Centre, 545 Parnell Road","Regular",11,0,0,1,0,71,0,205,0,3,403,34,0,0,23,0,751,1
"Epsom","Parnell","Parnell District School Hall, 48 St Stephens Avenue","Regular",24,2,0,3,0,59,0,201,0,5,798,43,0,0,25,0,1160,1
"Epsom","Ponsonby","All Saints Anglican Church, 284 Ponsonby Road","Regular",0,0,0,0,0,3,0,8,0,0,14,2,0,0,3,0,30,0
"Epsom","Remuera","Meadowbank School, 68 Waiatarua Road","Regular",2,2,0,1,0,6,0,27,0,0,74,2,0,0,2,0,116,0
"Epsom","Remuera","Remuera Baptist Church, 641 Remuera Road","Regular",5,1,0,1,0,14,0,64,0,0,287,12,0,0,8,1,393,0
"Epsom","Remuera","Remuera Intermediate School, Ascot Avenue","Regular",10,0,0,1,0,26,0,138,1,2,470,25,2,0,21,0,696,2
"Epsom","Remuera","Remuera Primary School, 25-33 Dromorne Road","Regular",12,0,0,1,0,36,0,149,0,4,549,27,0,0,14,0,792,2
"Epsom","Remuera","Somervell Presbyterian Church and Community Centre, 497 Remuera Road","Regular",14,0,0,4,0,13,0,79,0,1,423,13,0,0,18,0,565,1
"Epsom","Remuera","St Mark's Church Hall, 95 Remuera Road","Regular",29,1,0,2,0,49,0,203,0,4,591,32,0,1,25,0,937,3
"Epsom","Remuera","Victoria Avenue School, 282 Victoria Avenue","Regular",40,0,2,0,0,66,0,241,1,7,973,50,1,0,30,0,1411,2
"Epsom","Royal Oak","Royal Oak Primary School, Chandler Avenue (663 Manukau Road entrance)","Regular",1,0,1,0,0,12,0,34,0,0,84,4,0,0,0,0,136,0
"Epsom","Three Kings","Three Kings School, 944 Mt Eden Road","Regular",1,0,0,0,1,5,0,20,0,1,63,3,0,0,1,0,95,1
"Epsom","Waiheke Island","Morra Hall, 115 Ocean View Road","Regular",0,0,0,0,0,2,0,5,0,0,7,1,0,0,1,0,16,0
"Epsom",NA,"Overseas Special Votes Including Defence Force - Epsom","Special",35,2,1,1,1,341,1,827,1,5,1254,38,0,0,102,1,2610,3
"Epsom",NA,"Special Votes BEFORE Polling Day - Epsom","Special",49,1,0,3,3,354,1,920,1,10,1790,107,1,1,133,2,3376,9
"Epsom",NA,"Special Votes ON Polling Day - Epsom","Special",38,8,2,6,0,251,1,747,1,11,1344,81,4,1,104,1,2600,3
"Epsom",NA,"Votes Allowed for Party Only - Epsom","Special",3,3,1,1,0,59,0,168,0,4,250,20,2,1,31,1,544,1
"Epsom",NA,"Voting places where less than 6 votes were taken","Special",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hamilton East","Chartwell","Chartwell Shopping Centre, Ground Floor, opposite Robert Harris, 201 Hukanui Road","Advance",44,10,1,17,1,338,2,2787,3,32,4878,514,4,3,119,3,8756,31
"Hamilton East","Claudelands","Settlement Centre Waikato, Claudelands Park","Advance",7,5,0,0,1,86,0,502,0,12,488,76,0,1,35,0,1213,6
"Hamilton East","Frankton","Forlongs Building, 156 Commerce Street","Advance",0,0,0,0,0,4,0,11,0,0,5,2,0,0,0,0,22,0
"Hamilton East","Glenview","Glenview Shopping Centre, Aspeq Exam Venue (Shop 11), Ohaupo Road","Advance",0,2,0,1,0,4,0,22,0,0,26,2,0,0,0,0,57,0
"Hamilton East","Glenview","Te Wānanga o Aotearoa, Mangakōtukutuku Campus, 254 Ohaupo Road","Advance",0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,8,0
"Hamilton East","Hamilton Central","Centre Place (between 2° and Emma Rose), Bryce Street entrance","Advance",12,4,0,3,0,117,0,469,0,4,612,41,1,1,45,2,1311,3
"Hamilton East","Hamilton Central","Hamilton Night Markets, Kmart carpark, Bryce Street","Advance",0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,0,10,0
"Hamilton East","Hamilton Central","Wintec City Campus, Gallagher Hub, Lounge Area, corner Anglesea & Ward Streets","Advance",0,0,0,0,0,9,1,51,1,0,26,0,0,0,3,0,91,1
"Hamilton East","Hamilton East","Kirikiriroa Marae, 951 Wairere Drive","Advance",3,1,0,3,0,17,0,129,1,2,64,16,0,0,4,0,240,2
"Hamilton East","Hamilton East","St John's Methodist Church Centre, 20 Wellington Street","Advance",7,4,1,2,0,113,0,619,0,8,628,104,6,0,41,0,1533,15
"Hamilton East","Hillcrest","University of Waikato, Gate 5, 164 Hillcrest Road","Advance",23,1,0,4,1,198,1,588,0,11,423,54,0,0,80,2,1386,0
"Hamilton East","Nawton","Western Community Centre, 46 Hyde Avenue","Advance",0,0,0,0,0,4,0,13,0,2,9,3,0,0,0,0,31,0
"Hamilton East","Ngaruawahia","Ngaruawahia War Memorial Hall, 5 Galileo Street","Advance",1,0,0,0,0,0,0,9,0,0,18,2,0,0,1,0,31,0
"Hamilton East","Te Rapa","Te Awa, The Base, between Burger Fuel and Toyworld, Maahanga Drive","Advance",4,2,1,1,0,43,0,249,0,1,591,40,0,1,39,2,974,0
"Hamilton East","Te Rapa","Te Wānanga o Aotearoa, Raroera Campus, 510-514 Te Rapa Road","Advance",1,0,0,0,0,1,0,15,0,1,7,1,0,0,0,0,26,0
"Hamilton East","Te Rapa","Wintec Rotokauri Campus, S Block Foyer, Gilchrist Street","Advance",0,0,0,0,0,0,0,4,0,1,9,0,0,0,0,0,14,0
"Hamilton East","Te Rapa","Hospital & Rest Homes Team - Taken in Hamilton East","Advance",0,0,1,1,0,4,0,119,0,1,225,28,2,0,0,0,381,2
"Hamilton East","Te Rapa","Hospital & Rest Homes Team - Taken in Hamilton West","Advance",1,0,0,0,0,2,0,30,0,0,39,7,0,0,0,0,79,0
"Hamilton East","Beerescourt","Vardon School, 36 Cunningham Road","Regular",0,0,0,0,0,0,0,8,0,0,8,4,1,0,1,0,22,0
"Hamilton East","Cambridge","Cambridge Primary School, 3 Wilson Street","Regular",0,0,0,0,0,1,0,6,0,0,12,0,0,0,1,0,20,0
"Hamilton East","Chartwell","Chartwell Cooperating Parish Hall, corner Comries Road & Belmont Avenue","Regular",6,3,2,3,1,35,0,228,0,4,344,53,0,0,23,1,703,3
"Hamilton East","Chartwell","Hukanui School, corner Hukanui Road & Pickering Crescent","Regular",4,2,0,3,0,41,0,246,0,5,554,62,0,0,24,2,943,1
"Hamilton East","Claudelands","Peachgrove Intermediate School, 72 Peachgrove Road","Regular",2,1,0,1,1,24,0,135,0,1,131,33,0,1,12,0,342,3
"Hamilton East","Claudelands","Southwell School, 200 Peachgrove Road","Regular",7,0,0,1,0,32,0,147,0,5,218,19,0,0,18,1,448,1
"Hamilton East","Claudelands","St Aidan's Parish Hall, 24 Thames Street","Regular",1,0,0,0,0,35,0,156,0,3,176,25,1,0,28,0,425,1
"Hamilton East","Enderley","Te Kura Kaupapa Māori O Te Ara Rima School, 31 Fifth Avenue","Regular",0,0,0,2,0,11,0,104,0,2,73,24,0,1,11,0,228,1
"Hamilton East","Fairfield","Fairfield Baptist Church, 1101 Heaphy Terrace","Regular",2,0,0,3,1,4,0,97,0,2,91,20,0,0,3,0,223,2
"Hamilton East","Fairfield","Fairfield College, 25 Bankwood Road","Regular",0,0,0,0,0,11,0,87,0,3,69,13,0,0,4,0,187,2
"Hamilton East","Fairfield","Fairfield Intermediate School, 261 Clarkin Road","Regular",0,1,0,1,0,6,0,108,0,1,92,36,1,0,10,1,257,2
"Hamilton East","Fairfield","Insoll Avenue School, 95 Insoll Avenue","Regular",1,1,0,1,0,14,0,212,0,5,128,42,0,0,10,1,415,1
"Hamilton East","Fairfield","Wesley Methodist Hall, 955 Heaphy Terrace","Regular",2,0,0,2,0,17,0,108,0,3,83,22,0,0,11,0,248,2
"Hamilton East","Fairfield","Woodstock Primary School, 43 Fairfield Road","Regular",5,2,0,0,0,26,0,128,0,3,259,36,0,1,12,0,472,2
"Hamilton East","Flagstaff","Alandale Retirement Village, 1199 River Road","Regular",4,3,1,0,0,15,0,125,0,1,334,31,0,0,6,0,520,3
"Hamilton East","Flagstaff","Endeavour School, 86 Endeavour Avenue","Regular",13,1,0,1,0,20,0,194,0,0,384,44,0,0,20,0,677,2
"Hamilton East","Frankton","Frankton School Hall, 206 Massey Street","Regular",0,0,0,0,0,1,0,9,0,1,20,4,0,0,1,0,36,0
"Hamilton East","Hamilton Central","Centre Place (between 2° and Emma Rose), Bryce Street entrance","Regular",3,1,0,0,0,15,1,59,0,1,75,4,0,2,10,0,171,0
"Hamilton East","Hamilton East","Graceway Church, 69-75 Grey Street","Regular",1,2,1,1,0,69,0,235,0,3,284,31,0,0,30,0,657,0
"Hamilton East","Hamilton East","Hamilton East Primary School, 7 Dawson Street","Regular",5,0,0,1,0,43,0,148,0,2,147,33,0,0,13,0,392,2
"Hamilton East","Hamilton East","Marian Catholic School, 119 Firth Street","Regular",1,0,0,1,0,55,0,303,1,1,284,39,0,2,22,1,710,5
"Hamilton East","Hamilton West","Hamilton West School, 36 Hammond Street","Regular",0,0,0,0,0,1,0,5,0,0,7,1,0,0,0,0,14,0
"Hamilton East","Hamilton West","Meade Clinical Centre, Waikato Hospital, Pembroke Street","Regular",0,1,0,1,0,4,0,24,0,0,21,2,0,0,1,0,54,0
"Hamilton East","Hillcrest","Hillcrest Normal School, 218 Cambridge Road","Regular",6,0,0,1,0,69,0,281,0,4,419,55,0,0,41,1,877,2
"Hamilton East","Hillcrest","Knighton Normal School, 45 Knighton Road","Regular",4,6,0,4,0,70,0,319,0,5,293,41,0,1,41,2,786,5
"Hamilton East","Hillcrest","St John's College, 85 Hillcrest Road","Regular",3,1,0,0,0,33,0,103,0,2,115,12,0,1,17,1,288,1
"Hamilton East","Pukete","Pukete School, 110 Pukete Road","Regular",1,0,0,0,0,1,0,10,0,0,18,4,0,0,4,0,38,0
"Hamilton East","Rototuna","Chapel Hill Community Church, 2 Cate Road","Regular",5,0,0,1,0,32,1,224,0,4,578,67,0,0,13,0,925,0
"Hamilton East","Rototuna","Rototuna Primary School, 23 Strathmore Drive","Regular",5,1,3,0,0,33,0,315,0,2,759,49,1,1,20,0,1189,2
"Hamilton East","Rototuna","Waikato Waldorf School, 85 Barrington Drive","Regular",0,0,0,1,0,20,0,106,0,1,204,17,0,0,14,0,363,0
"Hamilton East","Rototuna North","Te Totara Primary School, 31 Hector Drive","Regular",2,0,0,0,0,13,0,136,0,0,307,21,1,0,14,0,494,1
"Hamilton East","Silverdale","Hillcrest High School, Masters Avenue","Regular",4,0,1,2,0,39,0,245,0,1,230,48,0,0,12,0,582,2
"Hamilton East","St Andrews","All Saints Church Hall, 191 Sandwich Road","Regular",0,0,0,0,0,0,0,5,0,1,13,1,0,0,0,0,20,0
"Hamilton East","Te Rapa","Te Awa, The Base, between Burger Fuel and Toyworld, Maahanga Drive","Regular",0,0,0,0,0,4,0,51,0,0,59,4,0,0,2,0,120,2
"Hamilton East","Whangamata","Whangamata Memorial Hall, 328 Port Road","Regular",1,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,13,0
"Hamilton East",NA,"Whitiora School, 38 Willoughby Street","Special",0,0,0,0,0,1,0,3,0,0,7,3,0,0,3,0,17,0
"Hamilton East",NA,"Overseas Special Votes Including Defence Force - Hamilton East","Special",4,0,0,3,0,136,2,277,0,4,276,15,0,1,43,0,761,0
"Hamilton East",NA,"Special Votes BEFORE Polling Day - Hamilton East","Special",16,17,3,4,0,193,1,1254,3,24,1203,122,1,2,153,5,3001,14
"Hamilton East",NA,"Special Votes ON Polling Day - Hamilton East","Special",10,11,1,4,0,106,0,707,0,11,804,109,2,3,109,2,1879,8
"Hamilton East",NA,"Votes Allowed for Party Only - Hamilton East","Special",4,6,1,1,0,50,0,424,1,19,235,37,1,1,32,2,814,6
"Hamilton West","Chartwell","Chartwell Shopping Centre, Ground Floor, opposite Robert Harris, 201 Hukanui Road","Advance",2,1,0,5,0,50,0,548,1,6,1016,104,0,0,27,3,1763,6
"Hamilton West","Claudelands","Settlement Centre Waikato, Claudelands Park","Advance",1,0,0,0,0,19,0,103,0,1,105,7,1,0,6,0,243,2
"Hamilton West","Frankton","Forlongs Building, 156 Commerce Street","Advance",2,0,0,1,0,3,0,70,0,0,49,15,0,0,4,0,144,0
"Hamilton West","Glenview","Glenview Shopping Centre, Aspeq Exam Venue (Shop 11), Ohaupo Road","Advance",3,3,3,5,2,45,0,609,0,5,661,141,0,1,20,0,1498,11
"Hamilton West","Glenview","Te Wānanga o Aotearoa, Mangakōtukutuku Campus, 254 Ohaupo Road","Advance",0,0,0,0,0,3,0,37,0,3,45,9,0,0,1,0,98,0
"Hamilton West","Hamilton Central","Centre Place (between 2° and Emma Rose), Bryce Street entrance","Advance",10,3,1,3,2,175,0,862,0,15,1202,113,0,1,80,3,2470,7
"Hamilton West","Hamilton Central","Hamilton Night Markets, Kmart carpark, Bryce Street","Advance",0,1,0,0,0,4,0,32,0,0,19,3,1,0,2,1,63,0
"Hamilton West","Hamilton Central","Wintec City Campus, Gallagher Hub, Lounge Area, corner Anglesea & Ward Streets","Advance",0,1,0,2,0,9,0,58,0,1,41,6,0,0,3,1,122,0
"Hamilton West","Hamilton East","St John's Methodist Church Centre, 20 Wellington Street","Advance",2,1,0,1,0,24,0,74,0,2,102,12,0,0,5,0,223,0
"Hamilton West","Hillcrest","University of Waikato, Gate 5, 164 Hillcrest Road","Advance",2,0,0,0,0,38,0,143,0,6,123,21,0,0,20,0,353,0
"Hamilton West","Melville","Hamilton South Baptist Church, 131 Ohaupo Road","Advance",1,1,0,1,0,9,0,115,0,1,133,31,0,0,14,3,309,3
"Hamilton West","Melville","Melville High School, Te Manaakitanga Marae, 6 Collins Road","Advance",0,0,0,0,0,1,0,11,0,0,7,1,0,0,0,0,20,0
"Hamilton West","Melville","Melville Methodist Church Hall, 4 Bader Street","Advance",2,0,0,1,0,12,0,162,0,3,140,35,0,0,8,0,363,1
"Hamilton West","Nawton","Western Community Centre, 46 Hyde Avenue","Advance",12,7,1,10,2,88,0,1087,0,11,1049,265,4,2,51,2,2591,9
"Hamilton West","Ngaruawahia","Ngaruawahia War Memorial Hall, 5 Galileo Street","Advance",0,0,0,0,1,0,0,18,0,0,16,2,0,0,3,0,40,0
"Hamilton West","Raglan","Raglan Town Hall, 41 Bow Street","Advance",0,0,0,0,0,2,0,4,0,0,6,2,0,0,1,0,15,0
"Hamilton West","Te Rapa","Te Awa, The Base, between Burger Fuel and Toyworld, Maahanga Drive","Advance",14,10,5,6,1,118,0,1040,0,17,1891,239,1,2,77,3,3424,14
"Hamilton West","Te Rapa","Te Wānanga o Aotearoa, Raroera Campus, 510-514 Te Rapa Road","Advance",0,0,0,0,0,4,0,47,0,2,43,6,0,0,5,0,107,0
"Hamilton West","Te Rapa","Wintec Rotokauri Campus, S Block Foyer, Gilchrist Street","Advance",0,0,0,0,0,0,0,9,0,0,11,2,0,0,1,0,23,0
"Hamilton West","Te Rapa","Hospital & Rest Homes Team - Taken in Hamilton West","Advance",4,0,0,1,0,14,0,182,0,2,341,59,0,0,3,0,606,3
"Hamilton West","Beerescourt","Vardon School, 36 Cunningham Road","Regular",5,1,0,0,0,35,0,218,0,1,428,61,0,0,28,1,778,7
"Hamilton West","Chartwell","Chartwell Cooperating Parish Hall, corner Comries Road & Belmont Avenue","Regular",0,0,0,0,0,0,0,9,0,1,24,3,0,0,0,0,37,0
"Hamilton West","Chartwell","Hukanui School, corner Hukanui Road & Pickering Crescent","Regular",1,0,0,0,0,2,0,11,0,0,37,2,0,0,3,0,56,0
"Hamilton West","Claudelands","Southwell School, 200 Peachgrove Road","Regular",0,0,0,0,0,2,0,2,0,0,11,1,0,0,1,0,17,0
"Hamilton West","Claudelands","St Aidan's Parish Hall, 24 Thames Street","Regular",0,0,0,0,0,0,0,10,0,0,16,0,0,0,2,0,28,0
"Hamilton West","Deanwell","Deanwell School, 49 Deanwell Avenue","Regular",5,8,0,6,0,22,0,333,0,7,296,72,2,0,9,2,762,2
"Hamilton West","Dinsdale","Aberdeen School, 48-62 Aberdeen Drive","Regular",6,4,4,2,2,34,1,487,0,5,733,141,2,0,26,0,1447,2
"Hamilton West","Dinsdale","St Clare's Co-operating Parish Hall, 97 Tuhikaramea Road","Regular",2,0,4,5,1,20,0,194,0,7,250,67,0,0,13,2,565,3
"Hamilton West","Flagstaff","Alandale Retirement Village, 1199 River Road","Regular",2,0,0,0,0,14,0,67,0,0,335,7,0,0,12,0,437,2
"Hamilton West","Flagstaff","Endeavour School, 86 Endeavour Avenue","Regular",2,0,0,0,0,10,0,51,0,1,211,13,0,0,5,0,293,0
"Hamilton West","Forest Lake","Forest Lake School, 59 Storey Avenue","Regular",4,2,0,1,0,28,0,242,1,6,283,52,0,1,17,1,638,2
"Hamilton West","Frankton","Frankton School Hall, 206 Massey Street","Regular",8,1,1,4,3,49,0,492,0,5,383,117,2,1,29,0,1095,3
"Hamilton West","Frankton","Rhode Street School, 7 Rhode Street","Regular",0,1,1,3,0,13,0,186,0,0,134,36,1,1,9,0,385,4
"Hamilton West","Frankton","Westside First Church Hall, 11 King Street","Regular",4,2,2,1,0,19,1,113,0,1,134,28,0,0,15,0,320,6
"Hamilton West","Glenview","Glenview Primary School, 68 Bruce Avenue","Regular",2,2,0,6,1,39,1,326,0,2,359,70,1,2,31,0,842,3
"Hamilton West","Hamilton Central","Centre Place (between 2° and Emma Rose), Bryce Street entrance","Regular",2,0,1,0,0,20,0,99,0,3,135,23,0,0,13,0,296,2
"Hamilton West","Hamilton East","Graceway Church, 69-75 Grey Street","Regular",0,0,0,1,0,2,0,6,0,2,16,1,0,0,3,0,31,0
"Hamilton West","Hamilton East","Hamilton East Primary School, 7 Dawson Street","Regular",0,0,0,0,0,2,0,2,0,0,3,4,0,0,0,0,11,0
"Hamilton West","Hamilton East","Marian Catholic School, 119 Firth Street","Regular",0,0,0,0,0,2,0,21,0,0,23,6,0,0,1,0,53,0
"Hamilton West","Hamilton West","Hamilton West School, 36 Hammond Street","Regular",3,3,1,1,0,42,0,294,0,5,353,52,1,0,31,1,787,2
"Hamilton West","Hamilton West","Meade Clinical Centre, Waikato Hospital, Pembroke Street","Regular",0,0,0,2,1,5,0,63,0,1,67,11,0,0,5,1,156,1
"Hamilton West","Hillcrest","Hillcrest Normal School, 218 Cambridge Road","Regular",0,0,0,0,0,0,0,7,0,0,5,1,0,0,3,0,16,0
"Hamilton West","Hillcrest","Knighton Normal School, 45 Knighton Road","Regular",0,0,0,0,0,4,0,9,0,0,8,3,0,0,0,0,24,0
"Hamilton West","Horotiu","Horotiu School, 89 Horotiu Bridge Road","Regular",0,0,0,1,0,1,0,8,0,0,46,3,0,0,1,0,60,0
"Hamilton West","Horsham Downs","Horsham Downs School, 4 Martin Lane","Regular",0,1,0,2,0,2,0,16,0,0,85,5,0,0,5,1,117,0
"Hamilton West","Koromatua","Koromatua School, 355 Koromatua Road","Regular",0,0,0,0,0,2,0,13,0,0,12,4,0,0,1,0,32,0
"Hamilton West","Maeroa","Maeroa Intermediate School, 57 Churchill Avenue","Regular",2,2,0,0,0,27,0,224,0,3,216,53,0,1,18,0,546,0
"Hamilton West","Melville","Melville Methodist Church Hall, 4 Bader Street","Regular",4,3,1,1,1,31,0,254,0,3,247,63,3,1,9,0,621,6
"Hamilton West","Melville","Melville Primary School, 101 Ohaupo Road","Regular",3,1,0,2,0,26,1,190,0,1,221,37,1,1,10,0,494,2
"Hamilton West","Nawton","Crawshaw School, Crawshaw Drive","Regular",0,0,0,0,0,3,0,97,0,0,70,24,0,1,0,0,195,1
"Hamilton West","Nawton","Good News Community Hall, 78 Breckons Avenue","Regular",3,4,0,2,0,18,0,264,0,5,254,58,0,0,13,0,621,8
"Hamilton West","Nawton","Nawton School, 58 Livingstone Avenue","Regular",0,3,0,1,0,8,0,148,1,3,159,50,1,0,1,1,376,3
"Hamilton West","Nawton","Western Community Centre, 46 Hyde Avenue","Regular",3,4,1,3,0,27,0,202,0,2,219,38,0,1,7,1,508,3
"Hamilton West","Pukete","Pukete School, 110 Pukete Road","Regular",3,0,0,2,1,23,0,218,0,4,308,63,0,1,16,2,641,3
"Hamilton West","Pukete","Te Rapa Primary School, 63 Ashurst Avenue","Regular",2,0,0,0,0,16,0,154,1,3,254,46,1,1,11,0,489,3
"Hamilton West","Rotokauri","Rotokauri School, 462 Rotokauri Road","Regular",1,0,1,0,0,4,0,39,0,1,130,8,0,0,1,0,185,0
"Hamilton West","Rototuna","Rototuna Primary School, 23 Strathmore Drive","Regular",0,0,0,0,0,1,0,19,0,0,45,3,0,0,1,0,69,0
"Hamilton West","Rototuna","Waikato Waldorf School, 85 Barrington Drive","Regular",0,0,0,0,0,1,0,6,0,0,6,0,0,0,0,0,13,0
"Hamilton West","Rototuna North","Te Totara Primary School, 31 Hector Drive","Regular",1,0,0,1,0,5,0,93,0,0,201,15,1,0,8,0,325,1
"Hamilton West","Rukuhia","Rukuhia Community Hall, 58 Rukuhia Road","Regular",0,0,0,0,0,1,0,10,0,7,28,1,0,0,6,0,53,2
"Hamilton West","St Andrews","All Saints Church Hall, 191 Sandwich Road","Regular",3,3,0,1,0,32,0,191,0,3,400,42,0,1,19,0,695,6
"Hamilton West","St Andrews","Hamilton Junior High School, 90 Heath Street","Regular",3,0,0,2,0,15,0,112,0,5,141,32,0,0,9,0,319,0
"Hamilton West","Templeview","Church College of New Zealand, Reception Foyer, 435 Tuhikaramea Road","Regular",0,1,1,2,0,1,0,78,1,10,68,44,0,1,6,0,213,0
"Hamilton West","Te Rapa","Te Awa, The Base, between Burger Fuel and Toyworld, Maahanga Drive","Regular",0,1,1,2,0,15,0,94,1,0,162,20,0,0,5,0,301,0
"Hamilton West","Whangamata","Whangamata Memorial Hall, 328 Port Road","Regular",0,0,0,0,0,0,0,4,0,0,18,1,0,0,0,0,23,0
"Hamilton West","Whitiora","Whitiora School, 38 Willoughby Street","Regular",4,0,0,2,0,13,0,120,0,0,140,14,0,0,6,0,299,2
"Hamilton West",NA,"Overseas Special Votes Including Defence Force - Hamilton West","Special",3,0,0,0,0,69,0,186,0,1,194,29,0,1,24,0,507,0
