"Electorate","Place","Address","Type","ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Green Party","Internet Party","Labour Party","MANA","Māori Party","National Party","New Zealand First Party","New Zealand People's Party","NZ Outdoors Party","The Opportunities Party (TOP)","United Future","Total Valid Party Votes","Informal Party Votes"
"Tāmaki Makaurau","Remuera","Somervell Presbyterian Church and Community Centre, 497 Remuera Road","Regular",1,0,0,0,0,0,0,4,0,0,5,2,0,0,3,0,15,0
"Tāmaki Makaurau","Remuera","St Mark's Church Hall, 95 Remuera Road","Regular",0,0,0,0,0,1,0,8,0,3,4,1,0,0,1,0,18,0
"Tāmaki Makaurau","Henderson","Henderson Valley Primary School, 389 Henderson Valley Road","Regular",0,0,0,0,0,2,0,7,0,4,0,2,0,0,0,0,15,0
"Tāmaki Makaurau","Huia","Huia Hall, 1253 Huia Road","Regular",0,0,0,0,0,3,0,11,0,1,0,2,0,0,0,0,17,0
"Tāmaki Makaurau","Laingholm","Laingholm Primary School, 54 Victory Road","Regular",0,1,0,1,0,3,0,14,0,0,7,3,0,0,1,0,30,0
"Tāmaki Makaurau","Oratia","Oratia District School, 1 Shaw Road","Regular",0,0,0,0,0,1,0,5,0,1,6,3,0,0,0,0,16,0
"Tāmaki Makaurau","Piha","Barnett Hall, 2 North Piha Road","Regular",0,0,0,0,0,2,0,5,0,3,1,1,0,0,0,0,12,0
"Tāmaki Makaurau","Titirangi","Woodlands Park School, 202 Woodlands Park Road","Regular",0,0,0,0,0,3,0,6,0,1,3,5,0,0,0,0,18,0
"Tāmaki Makaurau","Waiatarua","Waiatarua Community Hall, 911 West Coast Road","Regular",0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,6,0
"Tāmaki Makaurau","Avondale","Avondale Intermediate School, 12 Holly Street","Regular",0,1,0,0,0,2,0,10,0,0,2,0,0,0,0,0,15,0
"Tāmaki Makaurau","Avondale","Rosebank School, 217 Rosebank Road","Regular",0,2,0,0,0,6,0,39,2,4,5,11,1,0,1,0,71,1
"Tāmaki Makaurau","Glen Eden","Glen Eden Primary School, 3 Glenview Road","Regular",0,0,0,0,0,5,0,19,0,4,4,5,0,0,2,0,39,0
"Tāmaki Makaurau","Glen Eden","Konini School, 44 Withers Road","Regular",0,0,0,0,0,3,0,16,0,1,8,10,0,0,2,0,40,0
"Tāmaki Makaurau","Glen Eden","Our Lady of Lourdes Catholic Church, 7 Glendale Road","Regular",0,1,0,0,0,3,0,12,0,2,4,1,0,0,1,0,24,0
"Tāmaki Makaurau","Glen Eden","Prospect School, 76 Rosier Road","Regular",0,1,0,0,0,2,0,39,0,3,4,8,0,0,4,0,61,0
"Tāmaki Makaurau","Glen Eden","Te Kura Kaupapa Māori o Hoani Waititi Marae, 441 West Coast Road","Regular",0,0,0,0,0,2,0,18,1,4,2,3,0,0,0,0,30,0
"Tāmaki Makaurau","Kelston","Kelston Boys High School, corner Archibald & St Leonards Roads","Regular",0,0,0,0,0,2,0,21,0,4,1,2,0,0,1,0,31,0
"Tāmaki Makaurau","Kelston","Kelston Girls College, 1 Archibald Road","Regular",0,1,0,0,0,2,0,10,0,2,0,2,0,0,0,0,17,0
"Tāmaki Makaurau","Kelston","St Leonards Road School, 15 St Leonards Road","Regular",0,0,0,0,0,2,0,24,2,2,2,7,0,0,0,0,39,1
"Tāmaki Makaurau","Titirangi","Kaurilands School, 109 Atkinson Road","Regular",0,0,0,0,0,3,0,29,1,2,6,5,0,0,1,0,47,0
"Tāmaki Makaurau","Titirangi","Titirangi Primary School, Atkinson Road","Regular",0,1,0,0,0,2,0,5,0,0,1,2,0,0,0,0,11,0
"Tāmaki Makaurau","Waterview","Waterview Methodist Church, corner Great North Road & Fir Street","Regular",0,0,0,0,0,1,0,14,0,0,3,4,0,0,0,0,22,1
"Tāmaki Makaurau","Favona","Favona School, 50 Wakefield Street (Cadrona Place entrance)","Regular",0,0,0,0,1,3,0,34,0,5,3,8,1,0,0,0,55,3
"Tāmaki Makaurau","Favona","Koru Primary School, 71 Robertson Road","Regular",0,0,0,0,0,2,0,28,0,3,1,1,0,0,0,0,35,0
"Tāmaki Makaurau","Ihumatao","Makaurau Marae, 8 Ruaiti Road","Regular",0,1,0,0,0,4,0,33,3,5,0,2,0,0,4,0,52,1
"Tāmaki Makaurau","Mangere","Mangere Central School, 244 Kirkbride Road","Regular",0,0,0,0,0,2,0,17,1,0,0,3,0,0,0,0,23,0
"Tāmaki Makaurau","Mangere","Mangere College, 23 Bader Drive","Regular",0,0,0,0,0,4,0,33,1,3,1,5,0,0,0,0,47,1
"Tāmaki Makaurau","Mangere","Nga Iwi School, 60 Mascot Avenue","Regular",0,2,0,0,0,3,0,37,4,11,0,10,0,0,0,0,67,0
"Tāmaki Makaurau","Mangere","Robertson Road School, 205 Robertson Road","Regular",0,2,0,0,0,3,0,50,3,13,3,8,0,0,0,0,82,0
"Tāmaki Makaurau","Mangere","Southern Cross Campus, 253 Buckland Road West","Regular",0,0,0,1,0,4,0,20,0,4,0,4,0,0,0,0,33,0
"Tāmaki Makaurau","Mangere","Te Kura Kaupapa Māori a Rohe o Mangere, 7 Comet Crescent","Regular",0,0,0,0,0,2,0,23,2,13,0,1,0,0,0,0,41,1
"Tāmaki Makaurau","Mangere","Tongan Methodist Church, 34 Orly Avenue","Regular",0,0,0,0,0,0,0,17,2,1,1,3,0,0,0,0,24,0
"Tāmaki Makaurau","Mangere","Viscount Learning Community School, 65 Viscount Street","Regular",0,0,0,0,0,2,0,30,1,10,0,3,0,0,1,0,47,1
"Tāmaki Makaurau","Mangere Bridge","Mangere Bridge School, 3-5 Taylor Road Entrance","Regular",0,2,0,0,0,4,0,37,3,9,6,12,0,0,3,0,76,2
"Tāmaki Makaurau","Mangere Bridge","St James Anglican Church Hall, 27 Church Road","Regular",0,0,0,0,0,8,0,47,2,8,6,6,1,0,0,0,78,1
"Tāmaki Makaurau","Mangere Bridge","Waterlea Primary School, 17 House Avenue","Regular",0,0,0,0,0,2,0,24,1,6,7,5,0,0,2,0,47,0
"Tāmaki Makaurau","Mangere East","De La Salle College, 81 Gray Avenue","Regular",0,0,0,0,0,1,0,19,1,7,3,0,0,0,2,0,33,0
"Tāmaki Makaurau","Mangere East","Jean Batten School, 6 Imrie Avenue","Regular",0,0,0,0,0,2,0,18,2,2,4,5,0,0,0,0,33,0
"Tāmaki Makaurau","Mangere East","Kingsford School, 54 Raglan Street","Regular",0,0,0,0,0,3,0,46,0,11,0,6,0,0,1,0,67,1
"Tāmaki Makaurau","Mangere East","Mangere East Primary School, 21 Yates Road","Regular",0,1,0,0,0,2,0,36,1,3,1,5,0,0,0,0,49,1
"Tāmaki Makaurau","Mangere East","Selwyn Anglican Church Hall, corner Massey Road & Hain Avenue","Regular",0,0,0,0,0,1,0,32,2,7,4,4,0,0,0,0,50,1
"Tāmaki Makaurau","Mangere East","Sutton Park School, 89 Vine Street","Regular",0,1,0,0,0,0,0,38,1,8,1,3,0,0,0,0,52,1
"Tāmaki Makaurau","Papatoetoe","Kedgley Intermediate School, 181 Portage Road","Regular",0,0,0,0,0,0,0,26,0,2,1,5,0,0,1,0,35,0
"Tāmaki Makaurau","Otahuhu","Fairburn School, 10 Pukeora Road","Regular",0,1,0,0,0,2,1,15,2,3,2,4,0,0,3,0,33,0
"Tāmaki Makaurau","Otahuhu","McAuley High School, 26 High Street","Regular",0,0,0,0,0,0,0,28,1,1,3,5,0,1,0,0,39,0
"Tāmaki Makaurau","Otahuhu","Middlemore Hospital, Hospital Road","Regular",0,1,0,0,0,1,0,25,0,1,1,0,0,0,1,0,30,0
"Tāmaki Makaurau","Otahuhu","Otahuhu College, 74-78 Mangere Road","Regular",0,0,0,0,0,4,0,22,0,4,0,2,0,0,2,0,34,0
"Tāmaki Makaurau","Otahuhu","Otahuhu Intermediate School, 22-24 Luke Street","Regular",0,0,0,0,0,5,0,29,0,4,2,4,0,0,0,0,44,0
"Tāmaki Makaurau","Otahuhu","Otahuhu Primary School, 41 Station Road","Regular",0,1,0,0,0,0,0,21,0,4,0,3,0,0,0,0,29,0
"Tāmaki Makaurau","Otara","Bairds Mainfreight Primary School, 12 Edward Avenue","Regular",0,0,0,0,0,0,0,42,0,5,1,9,0,0,1,0,58,1
"Tāmaki Makaurau","Otara","East Tamaki Primary School, 196 Preston Road","Regular",0,1,0,0,0,0,0,28,0,4,1,2,0,0,0,0,36,2
"Tāmaki Makaurau","Otara","Ferguson Intermediate School, 20-40 Ferguson Road","Regular",0,0,0,0,0,2,0,48,0,6,1,12,0,0,0,0,69,0
"Tāmaki Makaurau","Otara","Flat Bush School, 20 Flat Bush Road","Regular",0,1,0,0,0,4,0,45,0,6,2,5,0,0,1,0,64,1
"Tāmaki Makaurau","Otara","Mayfield School, 12 Pearl Baker Drive","Regular",0,0,0,0,0,1,0,50,3,9,1,7,0,0,0,0,71,0
"Tāmaki Makaurau","Otara","Sir Edmund Hillary Collegiate, 67 Otara Road","Regular",0,0,0,0,0,5,0,51,0,5,1,6,0,0,0,0,68,0
"Tāmaki Makaurau","Otara","Wymondley Road School, 77 Wymondley Road","Regular",0,1,0,0,0,1,0,19,0,3,0,0,0,0,0,0,24,0
"Tāmaki Makaurau","Papatoetoe","Aorere College, 6-8 Selfs Road","Regular",0,0,0,0,0,2,0,11,0,2,0,3,0,0,0,0,18,0
"Tāmaki Makaurau","Papatoetoe","Holy Cross Church Hall, corner Fairview & Carruth Roads","Regular",0,0,1,0,0,3,0,27,1,9,5,10,0,0,0,0,56,1
"Tāmaki Makaurau","Papatoetoe","Omana Kindergarten, 42 Omana Avenue","Regular",0,0,0,0,0,2,0,8,1,4,2,1,0,0,2,0,20,0
"Tāmaki Makaurau","Papatoetoe","Papatoetoe Central Primary School, corner Great South Road & Saint George Street","Regular",0,0,0,0,0,2,0,15,1,8,0,10,0,0,3,0,39,0
"Tāmaki Makaurau","Papatoetoe","Papatoetoe East Primary School, 138 Tui Road","Regular",1,0,0,0,0,4,0,28,0,18,2,3,0,0,0,0,56,0
"Tāmaki Makaurau","Papatoetoe","Papatoetoe High School, 19 Nicholson Avenue","Regular",0,0,0,0,0,1,0,13,0,3,1,2,0,0,0,0,20,0
"Tāmaki Makaurau","Papatoetoe","Papatoetoe Intermediate School, 175 Motatau Road","Regular",0,0,0,0,0,1,0,14,0,5,5,4,0,0,1,0,30,0
"Tāmaki Makaurau","Papatoetoe","Papatoetoe South School, 58 Milan Road","Regular",0,0,0,0,0,0,0,20,0,10,1,11,0,0,4,0,46,1
"Tāmaki Makaurau","Papatoetoe","Papatoetoe West School, 1-3 Hillcrest Road","Regular",0,1,0,0,0,1,0,39,2,11,5,11,0,0,1,0,71,0
"Tāmaki Makaurau","Papatoetoe","Wesley Methodist Church Hall, 37 Kolmar Road","Regular",0,0,0,0,0,0,0,19,0,3,1,7,1,0,0,0,31,2
"Tāmaki Makaurau","Manukau","Everglade Primary School Hall, 64 Everglade Drive Manukau","Regular",0,0,0,0,0,4,0,43,1,11,9,13,0,0,2,0,83,0
"Tāmaki Makaurau","Manukau","Redoubt North Wesleyan Church, 51 Diorella Drive","Regular",0,1,0,0,0,1,0,23,0,5,3,5,0,0,0,0,38,0
"Tāmaki Makaurau","Manukau","Wiri Community Hall, 11 Inverell Avenue","Regular",0,1,0,0,0,0,0,33,0,13,1,5,0,0,1,0,54,2
"Tāmaki Makaurau","Manurewa","Clendon Park School Hall, 145 Rowandale Avenue","Regular",0,1,0,1,0,5,0,82,5,10,2,13,0,0,1,0,120,0
"Tāmaki Makaurau","Manurewa","Finlayson Park School Hall, 87 John Walker Drive","Regular",0,3,0,0,0,2,0,135,3,21,4,14,0,0,0,0,182,1
"Tāmaki Makaurau","Manurewa","Greenmeadows Intermediate, Ferguson Road entrance","Regular",0,2,0,0,0,0,0,24,1,2,1,4,0,0,1,0,35,0
"Tāmaki Makaurau","Manurewa","Hillpark School Hall, 57 Grande Vue Road","Regular",0,0,0,0,0,3,0,33,3,7,8,6,0,0,2,0,62,0
"Tāmaki Makaurau","Manurewa","Homai Primary School Hall, 89 Browns Road","Regular",0,2,0,1,0,4,0,40,1,6,6,2,0,0,2,0,64,0
"Tāmaki Makaurau","Manurewa","James Cook High School Hall, 12 Dr Pickering Avenue","Regular",1,0,0,0,0,4,0,61,0,10,1,16,0,0,3,0,96,1
"Tāmaki Makaurau","Manurewa","Manurewa East School Hall, 10 Scotts Road","Regular",0,0,0,0,0,4,0,28,1,5,2,3,0,0,0,0,43,1
"Tāmaki Makaurau","Manurewa","Manurewa Library, 7 Hill Road","Regular",0,0,0,0,0,7,0,79,2,12,4,13,1,0,4,0,122,1
"Tāmaki Makaurau","Manurewa","Manurewa Methodist Church Main Hall, 224-226 Great South Road","Regular",1,2,0,0,0,0,0,20,0,2,2,4,0,0,1,0,32,1
"Tāmaki Makaurau","Manurewa","Manurewa South Primary School Hall, 39 Tawa Crescent","Regular",0,0,0,0,0,3,0,56,0,5,2,11,0,0,1,0,78,1
"Tāmaki Makaurau","Manurewa","Roscommon School Hall, 23 Burundi Avenue","Regular",0,1,0,0,0,8,0,60,1,6,3,12,0,0,2,0,93,3
"Tāmaki Makaurau","Manurewa","Rowandale School Hall, 73 Rowandale Avenue","Regular",0,1,0,0,0,7,0,111,4,19,4,15,0,0,2,0,163,3
"Tāmaki Makaurau","Manurewa","St Lukes Anglican Church Hall, 3 Russell Road (Weymouth Road entrance)","Regular",0,0,0,0,0,3,0,66,0,11,4,11,0,0,0,0,95,0
"Tāmaki Makaurau","Manurewa","Te Matauranga School Hall, 206 Finlayson Avenue","Regular",1,3,0,0,0,5,0,60,4,10,6,11,0,0,1,0,101,4
"Tāmaki Makaurau","Papatoetoe","Puhinui Primary School Hall, 116 Puhinui Road","Regular",0,0,0,0,0,3,0,30,1,7,4,10,0,0,0,0,55,0
"Tāmaki Makaurau","Weymouth","Weymouth Primary School Hall, 23 Evans Road","Regular",0,0,1,0,0,9,0,103,0,16,8,26,0,0,3,0,166,1
"Tāmaki Makaurau","Ellerslie","Ellerslie Kindergarten, 122 Celtic Crescent","Regular",0,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,9,0
"Tāmaki Makaurau","Ellerslie","Ellerslie Masonic Centre, 9A Robert Street","Regular",0,0,0,0,0,0,0,11,0,3,5,5,0,0,0,0,24,0
"Tāmaki Makaurau","Ellerslie","Michael Park School, 55 Amy Street","Regular",0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,6,0
"Tāmaki Makaurau","Ellerslie","St Mary's Church Hall, 66 Main Highway","Regular",2,0,0,0,0,1,0,12,0,0,2,2,0,0,0,0,19,0
"Tāmaki Makaurau","Ellerslie","YMCA Centre, Downstairs Childcare Centre, 46 Michaels Avenue","Regular",0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,6,0
"Tāmaki Makaurau","Mt Wellington","Bailey Road School, 19 Bailey Road","Regular",0,0,0,0,0,5,0,40,0,9,5,6,0,0,1,0,66,1
"Tāmaki Makaurau","Mt Wellington","Panmure District School, 87 Mt Wellington Highway","Regular",0,0,0,0,0,2,0,17,0,6,6,2,0,0,0,0,33,2
"Tāmaki Makaurau","Mt Wellington","Stanhope Road School, 2B Harris Road","Regular",0,0,0,1,0,5,0,25,1,3,4,4,0,0,0,0,43,1
"Tāmaki Makaurau","Mt Wellington","Sylvia Park School, 3 Longford Street","Regular",0,0,0,0,0,0,0,28,0,5,1,5,0,0,0,0,39,1
"Tāmaki Makaurau","Onehunga","Onehunga Community Library, 85 Church Street","Regular",0,0,0,0,0,4,0,21,0,4,2,7,0,0,0,0,38,0
"Tāmaki Makaurau","Onehunga","Onehunga Co-operating Parish, corner Grey Street & Onehunga Mall","Regular",0,0,0,0,0,4,0,12,0,1,0,1,0,0,0,0,18,0
"Tāmaki Makaurau","Onehunga","Onehunga Primary School, 122 Arthur Street","Regular",0,0,0,0,0,2,0,14,0,2,3,2,0,0,2,0,25,1
"Tāmaki Makaurau","One Tree Hill","Oranga School, 21 Rangipawa Road","Regular",0,0,0,0,0,0,0,15,1,6,2,2,0,0,1,0,27,0
"Tāmaki Makaurau","One Tree Hill","St Oswald's Anglican Church Hall, 193 Campbell Road","Regular",0,1,0,0,0,0,0,10,0,2,0,1,0,0,0,0,14,0
"Tāmaki Makaurau","Oranga","Te Papapa School, 219 Mt Smart Road","Regular",0,0,0,0,0,2,0,33,0,2,4,3,1,0,2,0,47,0
"Tāmaki Makaurau","Otahuhu","Panama Road School, 139 Panama Road","Regular",0,0,0,0,0,1,0,56,3,4,4,14,0,0,1,0,83,0
"Tāmaki Makaurau","Panmure","Panmure Bridge Primary School, 76 Kings Road","Regular",0,0,0,0,0,1,0,32,0,5,2,2,0,0,0,0,42,2
"Tāmaki Makaurau","Panmure","Panmure Community Centre, 7-13 Pilkington Road","Regular",0,0,0,0,0,1,0,31,0,9,4,7,0,0,1,0,53,0
"Tāmaki Makaurau","Panmure","Ruapotaka Primary School, 10A Taratoa Street","Regular",0,0,0,0,0,1,0,10,0,1,0,2,0,0,0,0,14,0
"Tāmaki Makaurau","Panmure","Tamaki Primary School, 11A Alamein Road","Regular",0,0,0,0,0,2,0,35,1,4,1,7,1,0,1,0,52,2
"Tāmaki Makaurau","Penrose","One Tree Hill College, 421-451 Great South Road","Regular",0,0,0,0,0,1,0,8,0,4,3,1,0,0,0,0,17,0
"Tāmaki Makaurau","Point England","Point England Primary School, 130 Point England Road","Regular",0,0,0,0,0,3,0,39,0,5,2,6,1,0,1,0,57,3
"Tāmaki Makaurau","Grey Lynn","Grey Lynn Community Centre, Main Hall, 510 Richmond Road","Regular",0,0,0,0,0,7,0,26,1,8,6,0,0,0,1,0,49,0
"Tāmaki Makaurau","Grey Lynn","Mata'aga Hall, 18 Leighton Street","Regular",0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,7,0
"Tāmaki Makaurau","Grey Lynn","Newton Central School, 13-17 Monmouth Street","Regular",0,0,0,0,0,2,0,8,0,3,1,0,0,0,1,0,15,0
"Tāmaki Makaurau","Grey Lynn","St Columba Church and Community Hall, 92 Surrey Crescent","Regular",0,0,0,0,0,2,0,5,0,0,2,0,0,0,1,0,10,0
"Tāmaki Makaurau","Grey Lynn","St Joseph's School Hall, 456 Great North Road","Regular",0,0,0,0,0,4,0,14,0,4,4,1,0,0,0,0,27,0
"Tāmaki Makaurau","Kingsland","Congregational Christian Church of Samoa, 50 Bond Street","Regular",0,0,0,0,0,3,0,6,0,1,3,0,0,0,1,0,14,0
"Tāmaki Makaurau","Kingsland","Kowhai Intermediate School, 26 Onslow Road","Regular",1,0,0,0,0,10,0,15,0,6,3,5,0,0,0,0,40,1
"Tāmaki Makaurau","Mt Albert","Gladstone Primary School Hall, 8 Seaview Terrace","Regular",0,0,0,0,0,1,0,16,0,1,2,0,0,0,1,0,21,0
"Tāmaki Makaurau","Mt Albert","Mt Albert Community and Recreation Centre, 773 New North Road","Regular",0,0,0,0,0,2,0,9,0,3,2,2,0,0,1,0,19,0
"Tāmaki Makaurau","Mt Albert","Mt Albert Methodist Church Hall, 831 New North Road","Regular",0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,8,0
"Tāmaki Makaurau","Mt Albert","Mt Albert Presbyterian Church Hall, 14 Mt Albert Road","Regular",0,0,0,0,0,1,0,6,0,5,2,0,0,0,1,0,15,0
"Tāmaki Makaurau","Mt Albert","Mt Albert Primary School Hall, 6 Sainsbury Road (Taylors Road entrance)","Regular",0,0,0,0,0,9,0,12,0,2,4,4,0,0,2,0,33,0
"Tāmaki Makaurau","Mt Albert","Rossgrove Chapel, 12 Rossgrove Terrace","Regular",0,0,0,0,0,3,0,7,0,2,2,0,0,0,0,0,14,0
"Tāmaki Makaurau","Mt Albert","Salvation Army Community Church Hall, 218 Mt Albert Road (Duncan Avenue entrance)","Regular",0,0,0,0,0,0,0,10,0,2,2,0,0,0,1,0,15,1
"Tāmaki Makaurau","Mt Eden","Balmoral School Hall, 19 Brixton Road","Regular",0,0,0,0,0,2,0,5,0,0,2,2,0,0,1,0,12,0
"Tāmaki Makaurau","Mt Eden","Good Shepherd Parish Hall, 30 Telford Avenue","Regular",0,0,0,0,0,1,0,4,0,0,3,2,0,0,3,0,13,1
"Tāmaki Makaurau","Owairaka","Owairaka District School Hall, 113 Richardson Road","Regular",0,0,0,0,0,3,0,16,1,2,5,5,0,0,0,0,32,1
"Tāmaki Makaurau","Point Chevalier","Church at 126 Hall, 126 Point Chevalier Road","Regular",0,0,0,0,0,0,0,11,2,4,1,0,0,0,0,1,19,0
"Tāmaki Makaurau","Point Chevalier","Pasadena Intermediate School Hall, 26 Moray Place","Regular",0,1,0,0,0,3,0,7,0,3,5,2,0,0,0,0,21,0
"Tāmaki Makaurau","Point Chevalier","Point Chevalier Primary School, 7-31 Te Ra Road","Regular",0,0,0,0,0,5,0,6,0,1,2,1,0,0,1,0,16,0
"Tāmaki Makaurau","Sandringham","Christian Family Church Hall, 631 Sandringham Road","Regular",0,0,0,0,0,2,0,6,0,0,0,1,0,0,1,0,10,0
"Tāmaki Makaurau","Sandringham","Edendale Primary School Hall, 419 Sandringham Road","Regular",0,0,0,0,0,6,0,15,1,1,1,2,0,0,1,0,27,1
"Tāmaki Makaurau","Western Springs","Greek Orthodox Church Hall, 106 Western Springs Road","Regular",0,0,0,0,0,5,0,9,0,3,4,2,0,0,1,0,24,0
"Tāmaki Makaurau","Westmere","Westmere School, 81 Garnet Road","Regular",0,0,0,0,0,2,0,18,0,5,1,0,0,0,1,0,27,0
"Tāmaki Makaurau","Balmoral","Balmoral Scout Group, Pollard Park, 1A Waitomo Avenue","Regular",0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,6,0
"Tāmaki Makaurau","Hillsborough","Hillsborough Primary School, 18 Belfast Street","Regular",0,0,0,0,0,2,0,9,1,5,1,1,0,0,1,0,20,0
"Tāmaki Makaurau","Hillsborough","St David's Church, 202 Hillsborough Road","Regular",0,1,0,0,0,0,0,5,0,2,2,6,0,0,1,0,17,0
"Tāmaki Makaurau","Hillsborough","Waikowhai Primary School, 381 Hillsborough Road","Regular",0,0,0,0,0,1,0,3,0,0,2,1,0,0,0,0,7,0
"Tāmaki Makaurau","Hillsborough","Lynfield Tennis Club, 18 The Avenue","Regular",0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,7,0
"Tāmaki Makaurau","Mt Eden","Maungawhau School, 43 Ellerton Road","Regular",0,0,0,0,0,0,0,6,0,1,3,5,0,0,1,0,16,0
"Tāmaki Makaurau","Mt Roskill","Christ The King School Hall, 288 Richardson Road","Regular",0,1,0,0,0,1,0,3,0,1,0,2,0,0,0,0,8,0
"Tāmaki Makaurau","Mt Roskill","Dominion Road School, 14 Quest Terrace","Regular",0,1,0,0,0,2,0,8,0,5,1,1,0,0,1,0,19,0
"Tāmaki Makaurau","Mt Roskill","Hay Park School, 670 Richardson Road","Regular",0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,0,10,0
"Tāmaki Makaurau","Mt Roskill","May Road School, 504 Richardson Road","Regular",0,0,0,0,0,1,0,5,0,1,1,2,0,0,0,0,10,0
"Tāmaki Makaurau","Mt Roskill","Mt Roskill Grammar School, Butler Hall, 37 Frost Road","Regular",0,0,0,0,0,0,0,7,0,2,0,0,0,0,2,0,11,0
"Tāmaki Makaurau","Mt Roskill","St Giles Presbyterian Church, 1207 Dominion Road","Regular",0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,6,0
"Tāmaki Makaurau","Mt Roskill","Sunnydene Special School, 48 Smallfield Avenue","Regular",0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,0,9,0
"Tāmaki Makaurau","Mt Roskill","Wesley Intermediate School, 798 Sandringham Road","Regular",0,0,0,0,0,1,0,19,1,3,1,3,0,0,0,0,28,0
"Tāmaki Makaurau","Mt Roskill","Wesley Primary School, 24 Potter Avenue","Regular",0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,8,1
"Tāmaki Makaurau","Royal Oak","Royal Oak Intermediate, 74 Symonds Street (Trafalgar Street entrance)","Regular",0,0,0,0,0,3,0,13,0,2,4,2,0,0,2,0,26,1
"Tāmaki Makaurau","Royal Oak","Royal Oak Primary School, Chandler Avenue (663 Manukau Road entrance)","Regular",0,0,0,0,0,2,0,7,0,3,2,3,0,0,1,0,18,0
"Tāmaki Makaurau","Three Kings","Three Kings School, 944 Mt Eden Road","Regular",1,0,0,1,0,4,0,9,0,3,3,2,0,0,1,0,24,0
"Tāmaki Makaurau","Avondale","Avondale Baptist Church, corner New North & Blockhouse Bay Roads","Regular",0,0,0,0,0,3,0,6,2,2,1,3,0,0,3,0,20,0
"Tāmaki Makaurau","Avondale","Avondale Community Centre, Rosebank Road","Regular",0,1,0,0,0,2,0,11,2,2,0,0,0,0,1,0,19,0
"Tāmaki Makaurau","Avondale","Avondale Primary School, Crayford Street West","Regular",0,0,0,0,0,4,0,29,1,3,1,3,0,0,3,0,44,0
"Tāmaki Makaurau","Blockhouse Bay","Blockhouse Bay Baptist Church, 504 Blockhouse Bay Road","Regular",0,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,7,0
"Tāmaki Makaurau","Blockhouse Bay","Blockhouse Bay Community Church, 76 Dundale Avenue","Regular",0,0,0,0,0,1,0,11,0,1,2,3,0,0,3,0,21,1
"Tāmaki Makaurau","Blockhouse Bay","Blockhouse Bay Primary School, 584 Blockhouse Bay Road","Regular",0,0,0,0,0,0,0,13,1,0,1,4,0,0,0,0,19,0
"Tāmaki Makaurau","Blockhouse Bay","Chaucer School, Chaucer Place","Regular",0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,7,1
"Tāmaki Makaurau","Blockhouse Bay","Glenavon School, 340 Blockhouse Bay Road","Regular",0,0,0,0,0,1,0,11,2,4,3,5,0,0,1,0,27,0
"Tāmaki Makaurau","Blockhouse Bay","St Dominic's Catholic Primary School, 32 Bolton Street","Regular",0,0,0,0,0,1,0,10,0,1,0,1,0,0,0,0,13,0
"Tāmaki Makaurau","Green Bay","Green Bay Community House, 1 Barron Drive","Regular",0,1,0,0,0,3,0,8,0,1,4,3,0,0,1,0,21,1
"Tāmaki Makaurau","Green Bay","Green Bay School, 131 Godley Road","Regular",0,0,0,0,0,3,0,19,1,4,8,5,0,0,1,0,41,0
"Tāmaki Makaurau","Lynfield","Lynfield College School, 191 White Swan Road (main entrance)","Regular",0,0,0,0,0,0,0,6,1,1,0,2,0,0,0,0,10,0
"Tāmaki Makaurau","New Lynn","Arahoe School Hall, Grandison Crescent entrance","Regular",0,0,0,0,0,1,0,17,0,1,1,2,0,0,3,0,25,0
"Tāmaki Makaurau","New Lynn","Dayspring Trust Hall, 2 Seabrook Avenue","Regular",0,0,0,0,0,0,0,10,0,3,2,2,0,0,0,0,17,0
"Tāmaki Makaurau","New Lynn","Fruitvale School, 9 Croydon Road","Regular",0,0,0,0,0,2,0,22,0,5,3,2,0,0,3,0,37,0
"Tāmaki Makaurau","New Lynn","New Lynn Community Centre, 45 Totara Avenue","Regular",0,0,0,0,0,2,0,26,0,2,4,3,0,0,0,0,37,1
"Tāmaki Makaurau","New Lynn","New Lynn Sea Scout Hall, 37 Margan Avenue","Regular",0,0,0,0,0,1,0,10,0,0,0,2,0,0,1,0,14,0
"Tāmaki Makaurau","New Lynn","St Austells, 35 Margan Avenue","Regular",0,0,0,0,1,3,0,20,0,2,2,1,0,0,0,0,29,1
"Tāmaki Makaurau","New Windsor","New Windsor School, 185 New Windsor Road (64 Peter Buck Road entrance)","Regular",0,0,0,0,0,2,0,16,1,0,4,6,0,0,1,0,30,0
