"Electorate","Place","Address","Type","ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Green Party","Internet Party","Labour Party","MANA","Māori Party","National Party","New Zealand First Party","New Zealand People's Party","NZ Outdoors Party","The Opportunities Party (TOP)","United Future","Total Valid Party Votes","Informal Party Votes"
"Te Tai Hauāuru","Pirongia","Pirongia School, 100 Beechey Street","Regular",0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,7,0
"Te Tai Hauāuru","Pukeatua","Pukeatua School, 2110 Arapuni Road","Regular",0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,7,0
"Te Tai Hauāuru","Taharoa","Te Kura o Tahaaroa, Main Road","Regular",0,1,0,0,0,1,0,26,1,5,2,4,0,0,1,0,41,1
"Te Tai Hauāuru","Te Awamutu","Te Awamutu Public Library, 106 Mahoe Street","Regular",0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,7,0
"Te Tai Hauāuru","Te Kawa Crossroads","Te Kawa Crossroads Hall, corner State Highway 3 & Te Kawa Road","Regular",0,0,0,0,0,1,0,5,0,1,3,3,0,0,0,0,13,0
"Te Tai Hauāuru","Te Kuiti","Te Kuiti Centennial Park School, 50 Te Kuiti Road","Regular",0,3,0,0,0,3,0,52,2,9,3,4,0,0,3,0,79,2
"Te Tai Hauāuru","Te Kuiti","Te Kuiti High School Pavilion, 21 Hospital Road","Regular",0,0,0,0,0,1,0,19,0,0,2,4,0,0,0,0,26,0
"Te Tai Hauāuru","Te Kuiti","Te Kuiti Information Centre, Railway Building 1, Rora Street","Regular",0,2,1,0,0,1,0,39,0,6,3,10,0,0,3,0,65,4
"Te Tai Hauāuru","Te Kuiti","Te Kuiti Primary School, 1 Rora Street","Regular",0,0,0,0,0,4,0,44,0,4,5,3,0,0,3,0,63,0
"Te Tai Hauāuru","Tikorangi","Tikorangi School, 356 Ngatimaru Road","Regular",0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,7,0
"Te Tai Hauāuru","Toko","Toko Community Hall, corner East & Station Roads","Regular",0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,6,0
"Te Tai Hauāuru","Urenui","Urenui School, 1 Takiroa Street","Regular",0,0,0,0,0,6,0,10,0,10,6,6,0,0,0,0,38,0
"Te Tai Hauāuru","Waitomo Caves","Waitomo Caves School, Hotel Access Road","Regular",0,0,1,0,0,0,0,15,1,3,1,2,0,0,1,0,24,0
"Te Tai Hauāuru","Arapuni","Arapuni Community Hall, 47 Arapuni Road","Regular",0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,7,1
"Te Tai Hauāuru","Karapiro","Sir Don Rowlands Centre, Gate 2 Mighty River Domain, 601 Maungatautari Road","Regular",0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,6,0
"Te Tai Hauāuru","Mangakino","Mangakino Senior Citizens Hall, 25 College Street","Regular",0,2,0,0,0,1,0,24,0,13,2,5,0,0,0,0,47,0
"Te Tai Hauāuru","Marotiri","Marotiri School and Community Hall, 1569 State Highway 32","Regular",0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,7,0
"Te Tai Hauāuru","Putaruru","Putaruru Baptist Church Hall, 52 Arapuni Street","Regular",0,0,0,0,0,1,0,34,0,5,0,4,0,0,0,0,44,1
"Te Tai Hauāuru","Putaruru","St Patrick's Hall, Kensington Street","Regular",0,1,0,0,0,1,0,35,0,6,2,10,0,0,0,0,55,2
"Te Tai Hauāuru","Putaruru","Te Wharekura o Te Kaokaoroa o Patetere, Charles Crescent","Regular",0,1,0,0,0,2,0,6,0,3,0,3,0,0,0,0,15,0
"Te Tai Hauāuru","Tirau","Tirau War Memorial Hall, 27 Main Road","Regular",0,1,0,0,0,1,0,18,0,4,1,3,0,0,0,0,28,2
"Te Tai Hauāuru","Tirohanga","Tirohanga School, 851 Tirohanga Road","Regular",0,0,0,0,0,0,0,5,0,1,4,3,0,0,0,0,13,1
"Te Tai Hauāuru","Tokoroa","David Henry School, 4-8 Thompson Street","Regular",0,2,0,0,0,0,0,41,1,6,2,5,0,0,1,0,58,0
"Te Tai Hauāuru","Tokoroa","St John Ambulance Hall, 62 Logan Street","Regular",0,2,0,1,0,4,0,89,5,18,5,5,0,0,1,0,130,2
"Te Tai Hauāuru","Tokoroa","St Luke's Pacific Island Presbyterian Church Hall, corner Maraetai Road & Kelso Street","Regular",0,0,0,0,0,3,0,27,0,4,0,4,0,0,1,0,39,2
"Te Tai Hauāuru","Tokoroa","Strathmore School, 27 Strathmore Drive","Regular",1,1,1,0,0,0,0,32,1,6,2,3,0,0,1,0,48,0
"Te Tai Hauāuru","Tokoroa","Tainui Full Primary School, 63-69 Tainui Street","Regular",0,1,0,0,0,6,0,40,0,7,1,7,0,0,0,0,62,0
"Te Tai Hauāuru","Tokoroa","Tokoroa North School, 29 Paraonui Road","Regular",0,0,0,0,0,1,0,14,0,6,0,5,0,1,1,0,28,1
"Te Tai Hauāuru","Whakamaru","Whakamaru School, 36 Kaahu Road","Regular",0,0,0,0,0,1,0,9,0,1,1,0,0,0,0,0,12,1
"Te Tai Hauāuru","Aberfeldy","Aberfeldy School, Parapara Road (State Highway 4)","Regular",0,0,1,0,0,0,0,10,1,1,1,1,1,0,0,0,16,0
"Te Tai Hauāuru","Aramoho","Churton School, Burmah Street","Regular",0,0,0,0,0,10,0,43,0,10,3,2,0,0,2,0,70,1
"Te Tai Hauāuru","Brunswick","Brunswick School, 15 Campbell Road","Regular",0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,6,0
"Te Tai Hauāuru","Castlecliff","Aranui School, 14 Aranui Avenue","Regular",1,1,0,0,0,2,0,25,1,7,1,4,0,0,0,0,42,1
"Te Tai Hauāuru","Castlecliff","Castlecliff School, 25 Polson Street","Regular",0,2,0,0,0,15,0,89,3,19,1,10,1,0,1,0,141,1
"Te Tai Hauāuru","Castlecliff","Te Kura O Kokohuia, 36 Matipo Street","Regular",0,0,0,0,0,2,0,24,1,15,0,2,0,0,0,0,44,2
"Te Tai Hauāuru","Eltham","All Saints Church Hall, 88 King Edward Street","Regular",0,1,0,0,0,1,0,22,0,3,2,8,0,0,0,0,37,2
"Te Tai Hauāuru","Gonville","Baden Powell Scout Hall, 13 Swiss Avenue","Regular",0,2,0,0,0,3,0,54,1,12,2,6,0,0,1,0,81,1
"Te Tai Hauāuru","Gonville","St Peter's Parish Hall, 72 Koromiko Road","Regular",0,0,0,0,0,2,0,27,0,4,4,2,0,0,1,0,40,0
"Te Tai Hauāuru","Hawera","Hawera Intermediate School, 245 South Road","Regular",0,0,0,0,0,1,0,13,0,0,3,1,0,0,0,0,18,1
"Te Tai Hauāuru","Hawera","Presbyterian Centre, 35 Argyle Street","Regular",0,2,0,0,0,8,0,39,0,9,6,7,0,0,0,0,71,3
"Te Tai Hauāuru","Hawera","Ramanui School, 85 Fairfield Road","Regular",0,1,0,0,0,3,0,26,0,3,0,1,0,0,0,0,34,2
"Te Tai Hauāuru","Hawera","Tawhiti School, Perth Street","Regular",0,1,0,0,0,3,0,11,0,5,1,0,0,0,0,0,21,1
"Te Tai Hauāuru","Hawera","Turuturu School, 194 Glover Road","Regular",0,0,0,0,0,3,0,19,0,1,4,1,0,0,2,0,30,0
"Te Tai Hauāuru","Kai Iwi","Kai Iwi School, 908 State Highway 3","Regular",0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,9,0
"Te Tai Hauāuru","Kaponga","Kaponga School, 30 Egmont Street","Regular",1,0,0,0,0,0,0,17,1,2,0,2,0,0,0,0,23,0
"Te Tai Hauāuru","Manaia","Manaia School, Patukukupa Street","Regular",0,1,0,0,0,4,0,29,1,11,4,5,0,0,1,0,56,1
"Te Tai Hauāuru","Mosston","Mosston School, 211 Mosston Road","Regular",0,1,0,0,0,1,0,4,0,3,3,2,0,0,0,0,14,1
"Te Tai Hauāuru","Normanby","Normanby School, 3 Hunter Street","Regular",0,1,0,0,0,2,0,24,1,9,5,6,0,0,0,0,48,2
"Te Tai Hauāuru","Patea","Patea Old Folks Hall, 137 Egmont Street","Regular",0,1,0,0,0,9,0,28,0,1,1,6,0,0,1,0,47,1
"Te Tai Hauāuru","Putiki","Putiki Parish Hall, 6 Te Anaua Street","Regular",0,0,0,0,0,2,0,22,0,20,2,1,0,0,0,0,47,1
"Te Tai Hauāuru","Springvale","Faith City Church, 127 Springvale Road","Regular",0,0,0,0,0,2,0,14,0,9,2,5,0,0,2,0,34,1
"Te Tai Hauāuru","Springvale","YMCA Central, 125 Grey Street","Regular",0,0,0,0,0,0,0,13,0,3,0,1,0,0,1,0,18,1
"Te Tai Hauāuru","Stratford","Stratford High School, Swansea Road","Regular",0,0,0,0,0,1,0,9,0,0,2,4,0,0,0,0,16,0
"Te Tai Hauāuru","Stratford","War Memorial Hall, 55 Miranda Street","Regular",0,1,0,0,0,0,0,26,0,4,2,2,0,0,1,0,36,0
"Te Tai Hauāuru","Tawhero","Tawhero School, 27 Totara Street","Regular",0,1,0,0,0,9,1,42,0,7,2,4,0,0,1,0,67,0
"Te Tai Hauāuru","Upokongaro","Upokongaro School, State Highway 4","Regular",0,1,0,0,0,2,0,13,0,9,1,1,0,0,0,0,27,0
"Te Tai Hauāuru","Waitotara","Waitotara School, Severn Street","Regular",0,0,1,0,0,2,0,8,0,2,1,1,0,0,1,0,16,0
"Te Tai Hauāuru","Waverley","Waverley Primary School, Gloag Street","Regular",0,1,0,0,0,2,0,26,0,7,1,5,0,0,1,0,43,1
"Te Tai Hauāuru","Westmere","Westmere School, corner Francis & Rapanui Roads","Regular",0,0,0,0,0,0,0,5,0,2,1,2,0,0,1,0,11,0
"Te Tai Hauāuru","Whanganui","Carlton School, 99A Carlton Avenue","Regular",0,2,0,0,0,5,0,44,0,19,4,3,0,0,3,0,80,3
"Te Tai Hauāuru","Whanganui","Durie Hill School, 109 Portal Street","Regular",0,0,0,0,0,1,0,14,0,2,1,0,0,0,1,0,19,0
"Te Tai Hauāuru","Whanganui","Electorate Headquarters, 28 Taupo Quay","Regular",0,0,0,0,0,7,0,36,2,10,1,4,0,0,1,0,61,0
"Te Tai Hauāuru","Whanganui","Keith Street School, 38-46 Keith Street","Regular",0,2,0,0,0,7,0,56,0,18,1,8,0,0,0,0,92,0
"Te Tai Hauāuru","Whanganui","St Andrew's Presbyterian Church, 42 Glasgow Street","Regular",0,0,0,0,0,2,0,34,1,4,5,4,0,0,4,0,54,0
"Te Tai Hauāuru","Whanganui","St John's Hill School, 71 Parkes Avenue","Regular",0,0,0,0,0,1,0,11,0,0,1,2,0,0,2,0,17,0
"Te Tai Hauāuru","Whanganui","Whanganui City College, 84 Ingestre Street","Regular",0,0,0,0,0,3,0,21,0,9,4,3,0,0,0,0,40,0
"Te Tai Hauāuru","Whanganui East","All Saints Church Hall, 70 Moana Street","Regular",0,4,0,0,0,11,0,46,0,14,4,9,0,0,0,0,88,1
"Te Tai Hauāuru","Whanganui East","St Anne's Catholic School, Raine Street","Regular",0,0,0,0,0,1,0,8,0,1,1,3,0,0,0,0,14,0
"Te Tai Hauāuru","Whanganui East","Whanganui East School, Patapu Street","Regular",0,2,1,0,0,6,0,34,0,8,1,2,0,0,1,0,55,0
"Te Tai Hauāuru",NA,"Overseas Special Votes Including Defence Force - Te Tai Hauāuru","Special",0,3,0,0,0,34,0,130,1,51,28,11,0,1,23,1,283,1
"Te Tai Hauāuru",NA,"Special Votes BEFORE Polling Day - Te Tai Hauāuru","Special",2,34,6,0,0,179,0,1455,25,413,115,110,1,0,79,1,2420,16
"Te Tai Hauāuru",NA,"Special Votes ON Polling Day - Te Tai Hauāuru","Special",0,15,6,2,0,102,4,884,9,216,103,108,3,1,41,0,1494,12
"Te Tai Hauāuru",NA,"Votes Allowed for Party Only - Te Tai Hauāuru","Special",0,7,1,1,0,43,0,466,6,79,50,40,0,1,20,0,714,11
"Te Tai Hauāuru",NA,"Voting places where less than 6 votes were taken","Special",3,0,0,0,0,10,0,92,0,36,43,27,0,1,3,0,215,1
"Te Tai Tokerau","Auckland City","Liston House, 30-32 Hobson Street","Advance",0,0,0,0,0,0,0,10,0,0,3,2,0,0,0,0,15,0
"Te Tai Tokerau","Albany","Albany Community Hall, 21 Library Lane","Advance",0,0,0,0,0,1,0,4,1,2,5,2,0,0,2,0,17,0
"Te Tai Tokerau","Albany","Albany Village Library, 30 Kell Drive","Advance",0,0,0,0,0,2,0,10,0,1,4,5,0,0,1,0,23,0
"Te Tai Tokerau","Albany","Albany Westfield, near OPSM, 219 Don Mckinnon Drive","Advance",1,1,0,1,0,11,0,35,1,8,27,8,0,0,5,0,98,0
"Te Tai Tokerau","Albany","Massey University, Gate 1, Building 4, Student Central, Albany Expressway","Advance",0,0,0,0,0,2,0,9,0,0,1,2,0,0,1,0,15,0
"Te Tai Tokerau","Browns Bay","East Coast Bays Service Centre, 2 Glen Road","Advance",0,0,0,0,0,0,0,19,0,1,4,5,0,0,1,0,30,0
"Te Tai Tokerau","Browns Bay","Progress Hall, 6 Anzac Road","Advance",0,0,0,0,0,2,0,11,0,2,2,1,0,0,0,0,18,0
"Te Tai Tokerau","Mairangi Bay","Rangitoto College, 564 East Coast Road","Advance",0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,7,0
"Te Tai Tokerau","Torbay","Torbay Senior Citizens Club, 37 Watea Road","Advance",0,0,1,0,0,1,0,9,0,2,3,3,0,0,0,0,19,0
"Te Tai Tokerau","Mt Eden","University of Auckland, Epsom Campus, Music Auditorium, 74 Epsom Avenue (Gate 3)","Advance",0,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,10,0
"Te Tai Tokerau","Helensville","St Joseph's Catholic Church Hall, 1 Puriri Street","Advance",0,1,0,0,0,3,0,43,1,12,8,14,0,0,1,0,83,0
"Te Tai Tokerau","Huapai","St Patrick's Church Huapai, 380 Main Road","Advance",0,0,0,0,0,3,0,16,1,1,7,5,0,0,4,0,37,0
"Te Tai Tokerau","Kaukapakapa","Kaukapakapa Fire Station, 943 Kaipara Coast Highway","Advance",0,0,0,0,0,1,0,11,0,2,1,3,0,0,0,0,18,0
"Te Tai Tokerau","Kumeu","Kumeu Baptist Church Hall, 21 Access Road","Advance",0,0,0,0,0,4,0,14,1,0,8,5,0,0,3,0,35,0
"Te Tai Tokerau","Westgate","Northwest Shopping Mall, Centre Court, Maki Street","Advance",0,0,0,0,0,6,2,86,2,15,29,17,0,0,6,0,163,0
"Te Tai Tokerau","Westgate","Northwest Shopping Mall, South End, Maki Street","Advance",1,0,0,1,0,8,0,57,1,9,17,10,0,0,2,0,106,2
"Te Tai Tokerau","Westgate","Westgate PAK'nSAVE, 17 Fred Taylor Drive","Advance",2,0,0,0,0,14,0,144,5,13,31,32,0,0,2,0,243,1
"Te Tai Tokerau","Whenuapai","Defence Force Base taken in Helensville, RNZAF Base Airport Drive","Advance",0,0,0,0,0,1,0,3,0,1,2,1,0,0,1,0,9,0
"Te Tai Tokerau","Henderson","Bruce McLaren Intermediate School, 61-69 Bruce McLaren Road","Advance",0,0,0,0,0,10,0,39,3,5,5,4,1,0,0,0,67,1
"Te Tai Tokerau","Sunnyvale","Kelston Community Centre, 126 Awaroa Road","Advance",0,2,0,0,0,10,0,74,2,4,4,14,1,0,1,0,112,4
"Te Tai Tokerau","Devonport","Devonport Community House, 32 Clarence Street","Advance",0,1,0,0,0,5,0,39,1,10,11,10,0,0,2,0,79,0
"Te Tai Tokerau","Mairangi Bay","Mairangi Bay Presbyterian Church Hall, 11 Hastings Road","Advance",0,0,0,0,0,0,0,3,0,2,5,0,0,0,1,0,11,1
"Te Tai Tokerau","Milford","Milford Shopping Centre, next to Coffee Club, 143 Kitchener Road","Advance",0,0,0,0,0,3,0,21,1,4,18,5,0,0,3,0,55,0
"Te Tai Tokerau","Sunnynook","Sunnynook Community Centre, corner Sunnynook Road & Sycamore Drive","Advance",0,0,0,0,0,5,0,17,0,4,2,3,0,0,0,0,31,0
"Te Tai Tokerau","Takapuna","Electorate Headquarters, 6-10 The Strand","Advance",0,0,0,0,0,8,0,29,2,5,17,5,0,0,3,0,69,0
"Te Tai Tokerau","Takapuna","Hospital & Rest Homes Team - Taken in North Shore","Advance",0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,10,0
"Te Tai Tokerau","Beach Haven","Maria Assumpta Parish Hall, 198 Beach Haven Road","Advance",1,0,0,0,0,3,0,49,7,6,2,10,0,0,1,0,79,1
"Te Tai Tokerau","Birkenhead","Rawene Centre, 33 Rawene Road","Advance",0,1,0,0,0,11,0,30,0,11,12,4,0,0,4,0,73,0
"Te Tai Tokerau","Glenfield","Electorate Headquarters, 179A Archers Road","Advance",0,0,0,0,0,4,1,20,3,5,5,2,0,0,0,0,40,0
"Te Tai Tokerau","Glenfield","Glenfield Library, 90 Bentley Avenue","Advance",0,1,0,0,0,3,0,63,6,15,7,13,0,0,6,0,114,0
"Te Tai Tokerau","Glenfield","Glenfield Local Board Office, 90 Bentley Avenue","Advance",0,0,0,0,0,3,0,37,6,4,1,3,0,1,2,0,57,0
"Te Tai Tokerau","Northcote","AUT North Campus, AH201, Sport & Fitness Centre, 90 Akoranga Drive","Advance",0,0,0,0,0,2,0,13,3,2,2,1,0,0,0,0,23,0
"Te Tai Tokerau","Northcote","NorthArt, Norman King Square, Ernie Mays Street","Advance",0,2,0,0,0,10,0,64,9,13,5,7,0,0,1,0,111,0
"Te Tai Tokerau","Northcote","Advance Voting Place - Mobile Team","Advance",0,3,0,0,0,1,0,73,2,2,3,3,0,0,0,0,87,1
"Te Tai Tokerau","Northcote","Hospital & Rest Homes Team - Taken in Northland","Advance",0,0,0,0,0,2,0,40,7,7,4,4,0,0,1,0,65,1
"Te Tai Tokerau","Dargaville","Foster's Building, 36 Victoria Street","Advance",0,4,0,1,0,17,0,178,13,17,18,64,4,0,3,0,319,7
"Te Tai Tokerau","Kaikohe","Main Street, Hammer Hardware Building, 81 Broadway","Advance",1,17,1,0,0,72,0,587,76,58,16,95,3,0,7,0,933,14
"Te Tai Tokerau","Kaitaia","Te Ahu Atrium, corner South Road & Matthews Avenue","Advance",1,11,0,3,0,66,0,744,196,57,34,96,3,2,19,0,1232,14
"Te Tai Tokerau","Kawakawa","Kawakawa Baptist Church, 1/19 Gillies Street","Advance",0,1,0,0,0,20,0,320,21,23,3,33,2,0,3,0,426,3
"Te Tai Tokerau","Kerikeri","Kerikeri Baptist Church, 41 Hobson Avenue","Advance",0,1,0,0,0,21,1,155,13,15,16,37,0,0,9,0,268,7
"Te Tai Tokerau","Mangawhai","Mangawhai Museum Foyer, Molesworth Drive","Advance",0,1,0,0,0,4,0,26,1,3,8,5,0,0,0,0,48,1
"Te Tai Tokerau","Maungaturoto","Maungaturoto Primary School, 8 Gorge Road","Advance",0,2,0,0,0,2,0,24,0,3,2,7,0,0,0,0,40,1
"Te Tai Tokerau","Paihia","Paihia Memorial & Community Hall, 8 Williams Road","Advance",2,4,0,0,0,8,0,110,8,7,7,21,0,0,0,0,167,1
"Te Tai Tokerau","Wellsford","Wellsford Community Centre, 1 Matheson Road","Advance",0,0,0,0,0,10,0,64,6,10,4,21,1,0,2,0,118,1
"Te Tai Tokerau","Matakana","Matakana Community Hall, 43 Matakana Valley Road","Advance",0,0,0,0,0,2,0,4,0,1,2,3,0,0,0,0,12,0
"Te Tai Tokerau","Orewa","Orewa Community Centre, 40-46 Orewa Square","Advance",0,0,0,0,0,7,0,44,1,10,27,8,0,0,4,0,101,0
"Te Tai Tokerau","Silverdale","Electorate Headquarters, 76 Forge Road","Advance",0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,8,0
"Te Tai Tokerau","Silverdale","Holy Trinity Anglican Church, 22-24 Wainui Road","Advance",0,0,0,0,0,1,0,6,0,1,6,3,0,0,0,0,17,0
"Te Tai Tokerau","Silverdale","Silverdale PAK'nSAVE, 20 Hibiscus Coast Highway","Advance",1,0,0,0,0,4,0,45,4,2,21,12,0,0,1,0,90,0
"Te Tai Tokerau","Snells Beach","Mahurangi East Community Centre, 21 Hamatana Road","Advance",0,0,0,0,0,1,0,5,0,1,4,0,0,0,0,0,11,0
"Te Tai Tokerau","Warkworth","Warkworth Masonic Lodge (above Westpac Bank), 12 Baxter Street","Advance",0,0,0,0,0,6,0,33,1,3,17,12,0,0,1,0,73,0
"Te Tai Tokerau","Whangaparaoa","Coast Plaza Whangaparaoa, 719 Whangaparaoa Road","Advance",0,0,0,0,0,5,1,57,2,8,18,9,0,0,2,0,102,0
"Te Tai Tokerau","Henderson","Electorate Headquarters, 6 The Concourse","Advance",0,0,0,0,0,1,0,9,0,4,1,3,0,0,1,0,19,0
"Te Tai Tokerau","Henderson","Henderson Methodist Church Hall, corner Swanson & Lincoln Roads","Advance",0,1,0,0,0,1,0,41,2,3,5,6,0,0,0,0,59,1
"Te Tai Tokerau","Henderson","Waitakere Central Library, 3 Ratanui Street","Advance",0,0,0,0,0,3,0,84,3,8,3,7,0,0,3,0,111,1
"Te Tai Tokerau","Lincoln North","Lincoln North PAK'nSAVE, 202 Lincoln Road","Advance",1,4,0,0,0,17,0,237,14,32,18,38,0,0,11,0,372,1
"Te Tai Tokerau","Ranui","Ranui Pacific Islanders Presbyterian Church, 35 Armada Drive","Advance",0,3,0,0,0,3,0,65,5,10,2,8,1,0,5,0,102,0
"Te Tai Tokerau","Te Atatu Peninsula","Te Atatu Peninsula Community Centre, 595 Te Atatu Road","Advance",0,2,0,0,0,10,0,94,5,31,11,10,0,0,5,1,169,1
"Te Tai Tokerau","Te Atatu South","St Giles Presbyterian Church, 1 Flanshaw Road","Advance",0,0,0,0,0,8,0,30,3,7,5,6,0,0,1,0,60,0
"Te Tai Tokerau","Western Heights","Sturges West Community House, 58 Summerland Drive","Advance",0,0,0,0,0,3,0,20,1,5,3,7,0,0,1,0,40,1
"Te Tai Tokerau","Western Heights","Hospital & Rest Homes Team - Taken in Te Atatū","Advance",0,1,0,0,0,1,0,12,2,0,0,1,0,0,0,0,17,1
"Te Tai Tokerau","Glenfield","Girl Guides NZ, Glenfield Den, Hall Road","Advance",0,0,0,0,0,3,0,4,4,2,1,1,0,0,0,0,15,0
"Te Tai Tokerau","Glenfield","Meadowood Community House, 55 Meadowood Drive (off Unsworth Drive)","Advance",0,0,0,0,0,3,0,7,0,0,3,2,0,0,0,0,15,0
"Te Tai Tokerau","Glenfield","St Thomas More Catholic Church Hall, 336 Wairau Road (via St Thomas More Lane)","Advance",0,0,0,0,0,0,0,5,1,1,2,1,0,0,0,0,10,0
"Te Tai Tokerau","Hobsonville","Hobsonville Point High School, 70 Hobsonville Point Road","Advance",0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,9,0
"Te Tai Tokerau","Massey","Massey High School, 274 Don Buck Road","Advance",0,0,0,0,0,4,0,15,1,6,2,5,0,0,0,0,33,0
"Te Tai Tokerau","Massey","Massey Library & Leisure Centre, corner Don Buck Road & Westgate Drive","Advance",0,0,0,0,0,5,0,51,6,6,5,6,0,0,0,0,79,1
"Te Tai Tokerau","West Harbour","Westgate Baptist Church, 67 Hobsonville Road","Advance",0,0,0,0,0,0,0,7,1,0,2,1,0,0,1,0,12,0
"Te Tai Tokerau","Kamo","Kamo Bowling Club, 15 Three Mile Bush Road","Advance",0,3,0,0,0,17,0,103,10,4,10,33,1,0,6,0,187,4
"Te Tai Tokerau","Onerahi","Onerahi Community Hall, Church Street","Advance",0,4,0,0,0,18,0,108,6,10,10,20,0,1,0,1,178,1
"Te Tai Tokerau","Raumanga","Northland Polytech, Gate 2 Admin Office, Raumanga Valley Road","Advance",0,1,0,0,0,2,0,36,1,4,0,7,0,0,2,0,53,0
"Te Tai Tokerau","Raumanga","NorthTec, Main Reception, Dyer Street","Advance",0,0,0,0,0,2,0,6,0,1,0,2,0,0,0,0,11,0
"Te Tai Tokerau","Ruakaka","Bream Bay Community Trust Classroom, 9 Takutai Place","Advance",0,1,0,0,0,10,0,91,10,6,8,14,0,0,2,0,142,6
"Te Tai Tokerau","Tikipunga","Trinity Uniting Church Hall, 4 Otuhiwai Crescent","Advance",0,2,0,0,0,11,0,182,22,15,5,25,0,0,3,1,266,2
"Te Tai Tokerau","Waipu","Waipu Coronation Hall, 47 The Centre","Advance",0,0,0,0,0,3,0,27,1,1,5,5,0,0,2,0,44,0
"Te Tai Tokerau","Whangarei","Auckland University, Tai Tokerau Campus, Common Room, Alexander Street","Advance",0,0,0,0,0,1,0,8,0,1,0,2,0,0,1,0,13,0
"Te Tai Tokerau","Whangarei","Forum North (old Cafe area), 5 Rust Avenue","Advance",0,1,0,1,0,49,0,290,41,26,24,67,0,0,17,0,516,13
"Te Tai Tokerau","Whangarei","Manaia House Ground Floor, 41 Rathbone Street","Advance",0,0,0,0,0,13,0,112,12,4,10,23,0,0,7,0,181,1
"Te Tai Tokerau","Whangarei","Okara Shopping Centre, Port Road","Advance",0,6,0,0,0,54,0,421,40,38,31,70,1,0,10,0,671,3
"Te Tai Tokerau","Whangarei","Hospital & Rest Homes Team - Taken in Whangarei","Advance",0,1,0,0,0,3,0,42,3,2,4,9,1,0,0,0,65,1
"Te Tai Tokerau","Great Barrier Island","Aotea Community Art Gallery, Schoolmaster's House, 80 Hector Sanderson Road","Advance",0,0,0,0,0,1,0,5,0,0,2,1,0,0,0,0,9,0
"Te Tai Tokerau","Great Barrier Island","Okiwi School, Aotea Road","Advance",0,0,0,0,0,2,0,7,0,0,0,1,0,0,0,0,10,0
"Te Tai Tokerau","Great Barrier Island","Tryphena Mulberry Grove School, Shoal Bay Road","Advance",0,0,0,0,0,0,0,11,1,2,0,2,0,0,0,0,16,1
"Te Tai Tokerau","Albany","Albany Community Hall, 21 Library Lane","Advance",0,0,0,0,0,2,0,10,0,1,2,4,0,0,5,0,24,0
"Te Tai Tokerau","Albany","Albany Primary School, 6 Bass Road","Advance",0,0,0,0,0,1,0,3,0,0,1,3,0,0,1,0,9,0
"Te Tai Tokerau","Albany","Pinehurst School, 75 Bush Road","Advance",0,0,0,0,0,1,0,11,0,2,8,1,0,0,0,0,23,0
"Te Tai Tokerau","Browns Bay","Browns Bay Red Cross Centre, 5 Wilk Lane","Advance",0,0,0,0,0,3,0,10,1,0,4,2,1,0,1,0,22,0
"Te Tai Tokerau","Browns Bay","Browns Bay School, 4 Masterton Road","Advance",1,1,0,0,0,1,0,4,0,0,4,3,0,0,1,0,15,0
"Te Tai Tokerau","Browns Bay","Northcross Intermediate School, 10 Sartors Avenue","Advance",0,0,0,0,0,0,0,8,0,0,2,2,0,0,1,0,13,0
"Te Tai Tokerau","Browns Bay","Pinehill School, 2 Hugh Green Drive","Advance",0,0,0,0,0,4,0,7,1,2,4,2,0,0,3,0,23,0
"Te Tai Tokerau","Browns Bay","Progress Hall, 6 Anzac Road","Advance",0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,9,0
"Te Tai Tokerau","Mairangi Bay","Rangitoto College, 564 East Coast Road","Advance",0,0,0,0,0,1,0,5,0,1,4,0,0,0,1,0,12,0
"Te Tai Tokerau","Oteha","Oteha Valley School, 2 Medallion Drive","Regular",0,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,12,0
"Te Tai Tokerau","Redvale","East Coast Bays Bible Baptist Church, 1092 East Coast Road","Regular",0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0
"Te Tai Tokerau","Torbay","Glamorgan School, 145 Glamorgan Drive","Regular",0,0,0,0,0,0,0,7,0,0,2,7,0,0,0,0,16,0
"Te Tai Tokerau","Torbay","Torbay School, 60 Deep Creek Road","Regular",0,0,0,0,0,2,0,3,0,2,6,4,0,0,2,0,19,0
