"Electorate","Place","Address","Type","ACT New Zealand","Advance NZ","Aotearoa Legalise Cannabis Party","Green Party","HeartlandNZ","Labour Party","Māori Party","National Party","New Conservative","New Zealand First Party","NZ Outdoors Party","ONE Party","Social Credit","Sustainable New Zealand Party","TEA Party","The Opportunities Party (TOP)","Vision New Zealand","Total Valid Party Votes","Informal Party Votes"
"Mana","Linden","Linden Social Centre, 10 Linden Avenue","Advance",21,0,1,30,0,174,2,55,3,11,0,1,0,0,0,6,1,305,1
"Mana","Lower Hutt","Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street","Advance",8,1,0,9,0,68,0,35,2,1,0,0,0,0,0,6,0,130,0
"Mana","Mana","St Barnabas' Church Hall, 106a Mana Esplanade","Advance",21,4,0,18,0,101,0,48,1,2,0,2,0,0,0,3,0,200,0
"Mana","Mt Cook","Massey University, Flax and Fern Room, Block 9, Wallace Street","Advance",1,0,0,8,0,19,0,2,0,1,0,0,0,0,0,1,0,32,0
"Mana","Newtown","Newtown Community Hall, 71 Daniell Street","Advance",0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0
"Mana","Newtown","Pop Up Voting Place, 199 Riddiford Street, next to New World","Advance",1,1,1,13,0,22,0,4,0,1,0,0,0,0,0,2,0,45,0
"Mana","Paekākāriki","Paekākāriki School Hall, 100 Wellington Road","Advance",8,3,0,89,0,127,0,13,2,3,0,0,0,0,0,3,0,248,0
"Mana","Papakōwhai","Papakōwhai School Hall, 17 Spey Place","Advance",24,1,0,23,0,116,1,57,0,2,0,1,0,0,1,3,0,229,0
"Mana","Paraparaumu","Coastlands Mall, Main Road (Countdown foyer)","Advance",178,41,5,398,0,1917,8,640,38,47,0,14,3,1,0,55,0,3345,21
"Mana","Paraparaumu","Kapiti Primary School Hall, Corner Kapiti & Rimu Roads","Advance",1,0,0,3,0,21,0,8,0,2,0,0,0,0,0,0,0,35,0
"Mana","Paraparaumu","Kapiti Youth Support, 15 Tutanekai Street","Advance",0,0,0,1,0,18,0,2,0,0,0,0,0,0,0,0,0,21,0
"Mana","Paraparaumu","Paraparaumu School Hall, 11 Ruapehu Street","Advance",10,0,0,22,0,103,1,35,3,1,0,0,1,0,0,2,0,178,0
"Mana","Paraparaumu","St Paul's Anglican Church, 1 Langdale Avenue","Advance",33,1,2,57,0,220,1,94,5,13,0,1,0,0,0,3,0,430,2
"Mana","Paraparaumu Beach","Ocean Road Community Centre, 45 Ocean Road","Advance",0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,13,0
"Mana","Paremata","Paremata School Hall, 43 Paremata Crescent","Advance",31,0,1,30,0,123,0,46,0,4,0,1,0,0,0,5,0,241,0
"Mana","Pāuatahanui Village","Pāuatahanui School Hall, 12 Paekākāriki Hill Road","Advance",16,1,0,22,0,87,0,73,0,4,0,0,0,0,0,2,0,205,0
"Mana","Petone","Petone Library and Heritage Centre, 7 Britannia Street","Advance",3,0,0,2,0,13,0,4,0,1,0,0,0,0,0,0,0,23,0
"Mana","Petone","Petone Working Men's Club, 47 Udy Street","Advance",0,0,0,2,0,7,0,3,0,0,0,0,0,0,0,0,0,12,0
"Mana","Plimmerton","Plimmerton School Hall, 11 School Road","Advance",22,1,0,46,0,208,1,53,4,7,0,0,0,1,0,10,0,353,1
"Mana","Porirua","City Hub, 7 Serlby Place, Cobham Court","Advance",17,2,2,21,0,214,2,44,2,5,1,3,0,0,0,12,0,325,5
"Mana","Porirua","North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road","Advance",497,53,18,704,0,6030,61,1804,93,210,8,70,0,7,1,142,7,9705,71
"Mana","Porirua","Pātaka Art + Museum, Performing Arts Studio, Corner Norrie Street & Parumoana Street","Advance",47,6,2,117,0,545,4,169,14,22,0,4,0,2,0,18,1,951,5
"Mana","Porirua","Whitireia New Zealand (Room C020), 3 Wi Neera Drive (Gate 3 or 4)","Advance",5,0,1,16,0,81,1,14,3,1,1,0,0,0,0,3,0,126,1
"Mana","Porirua East","Porirua East School Hall, 8 Martin Street","Advance",2,1,0,8,0,75,1,2,2,3,0,2,0,0,0,2,0,98,3
"Mana","Pukerua Bay","Pukerua Bay School Hall, 89 Rawhiti Road","Advance",16,0,1,64,0,162,1,33,4,8,0,0,0,0,0,2,0,291,1
"Mana","Raumati Beach","Raumati Beach School Hall, 26-34 Raumati Road","Advance",34,4,0,77,0,300,2,127,3,7,0,0,0,0,0,11,0,565,3
"Mana","Raumati South","Raumati South School Hall, 56 Matai Road","Advance",19,0,0,66,0,151,1,59,2,6,0,0,1,0,0,5,0,310,1
"Mana","Taitā","Walter Nash Centre, 26 Taine Street","Advance",0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,1
"Mana","Takapūwāhia","Takapūwāhia Te Puna Ora, Corner Te Hiko Street & Ngatitoa Street","Advance",2,1,0,4,0,46,0,7,2,1,0,0,0,0,0,1,1,65,2
"Mana","Takapūwāhia","Tawa Community Centre, 5 Cambridge Street","Advance",59,8,0,85,0,548,2,199,9,14,0,2,0,0,0,19,1,946,4
"Mana","Takapūwāhia","Tawa School, 6a Oxford Street","Advance",2,0,0,4,0,43,0,12,2,2,0,0,0,0,0,1,0,66,0
"Mana","Titahi Bay","Titahi Bay Intermediate School Hall, 16 Kahutea Terrace","Advance",11,0,1,16,0,115,2,27,0,4,1,2,0,0,0,6,2,187,2
"Mana","Titahi Bay","Titahi Bay School Hall, 11 Kura Street","Advance",7,0,0,30,0,139,0,17,2,13,0,7,0,0,0,3,0,218,0
"Mana","Upper Hutt","The Mall, former t&t shop, Ground Floor, 185 Main Street","Advance",1,0,0,0,0,21,0,5,0,1,0,1,0,0,0,0,0,29,0
"Mana","Waitangirua","Congregational Christian Church of Samoa, Corner Louisa Grove & Waihemo Street","Advance",1,0,0,6,0,126,2,5,0,2,1,0,0,0,0,0,0,143,1
"Mana","Waitangirua","Corinna School Hall, 36 Kalingo Street","Advance",1,0,0,2,0,66,3,6,1,2,0,0,0,0,0,1,0,82,0
"Mana","Waitangirua","Maraeroa Marae Health Centre, 128 Corinna Street","Advance",3,1,0,4,0,60,1,6,0,1,0,0,0,0,0,0,0,76,1
"Mana","Waitangirua","Te Kura Māori o Porirua, 392 Warspite Avenue","Advance",1,1,0,1,0,45,0,5,0,1,0,0,0,0,0,4,0,58,0
"Mana","Wellington City","Asteron Centre Foyer, 55 Featherston Street","Advance",52,2,1,95,0,308,3,111,5,7,0,1,0,0,0,24,0,609,2
"Mana","Wellington City","Pop Up Voting Place, 73 Manners Street","Advance",8,2,0,36,0,75,2,26,1,2,0,0,0,1,0,6,0,159,1
"Mana","Wellington City","Pop Up Voting Place, Dukes Arcade, 105 Willis Street","Advance",9,0,0,10,0,31,1,16,0,1,0,0,0,1,0,2,0,71,0
"Mana","Wellington City","Te Puni Kōkiri House, Nau Mai Room, 143 Lambton Quay","Advance",19,1,1,40,0,139,4,50,1,3,0,0,0,0,0,10,1,269,0
"Mana","Wellington City","Wellington Museum Von Kohorn Room, Queens Wharf, 3 Jervois Quay","Advance",8,0,1,10,0,26,2,18,2,0,0,0,0,0,0,3,0,70,0
"Mana","Whitby","Discovery School Hall, 2 Pullen Lane","Advance",32,0,0,45,0,227,0,107,2,8,0,4,0,0,0,13,0,438,0
"Mana","Whitby","Postgate School Hall, 3 Staithes Drive North","Advance",10,0,0,8,0,79,0,19,1,2,0,0,0,0,0,4,0,123,1
"Mana","Whitby","St Mary's Church, Discovery Drive (Whitby Shopping Centre)","Advance",35,0,1,25,0,231,0,135,3,5,0,3,0,0,0,3,0,441,3
"Mana","Whitby","The Anchor Church, 1 Joseph Banks Drive","Advance",34,0,0,23,0,125,0,103,2,2,0,1,0,0,0,3,0,293,0
"Mana","Aotea","Aotea College Gym, Entrance from Whitford Brown Drive","Regular",19,0,1,17,0,165,5,102,1,4,0,1,0,0,0,9,2,326,1
"Mana","Aotea","Horouta Marae Kōhanga Reo, 5 Whitford Brown Avenue","Regular",7,1,1,10,0,109,3,24,1,8,0,2,0,0,0,4,0,170,1
"Mana","Ascot Park","Rangikura School Hall, 95 Conclusion Street","Regular",6,3,1,13,0,140,2,22,0,8,0,1,0,0,0,4,0,200,1
"Mana","Cannons Creek","Cannons Creek School Hall, 5 Warspite Avenue","Regular",4,6,1,13,1,237,1,16,5,8,0,5,0,0,0,2,3,302,5
"Mana","Cannons Creek","Maraeroa School Hall, 47 Driver Crescent","Regular",1,1,0,7,0,109,1,6,2,4,0,0,0,0,0,8,2,141,0
"Mana","Cannons Creek","Russell School Hall, 18 Fantame Street","Regular",1,5,1,8,0,117,1,1,1,1,0,2,0,0,0,0,0,138,0
"Mana","Elsdon","Porirua School, 1 Awarua Street","Regular",6,1,4,11,0,100,2,13,1,9,0,3,0,0,0,5,0,155,1
"Mana","Johnsonville","Johnsonville Shopping Centre, Shop 12 (was Paper Plus), 16 Broderick Road","Regular",1,1,0,1,0,9,0,3,2,0,0,0,0,0,0,1,0,18,0
"Mana","Johnsonville","Johnsonville Shopping Centre, Shop 31 (beside Food Court), 16 Broderick Road","Regular",1,0,0,0,1,8,0,5,0,0,0,0,0,0,0,0,0,15,2
"Mana","Kilbirnie","ASB Sports Centre, 72 Kemp Street","Regular",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,7,0
"Mana","Linden","Linden Social Centre, 10 Linden Avenue","Regular",34,6,2,44,0,291,3,111,7,14,0,2,0,1,0,13,0,528,5
"Mana","Lower Hutt","Queensgate Shopping Centre, Ground Level, Shop 118 (next to Jackie E), Corner Queens Drive & Bunny Street","Regular",2,0,0,3,0,9,0,4,0,0,0,1,0,0,0,0,0,19,0
"Mana","Mana","St Barnabas' Church Hall, 106a Mana Esplanade","Regular",21,1,0,39,0,149,1,97,2,7,0,1,0,1,0,10,0,329,0
"Mana","Mana","Newtown School Hall, Corner Riddiford & Mein Streets","Regular",1,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,10,0
"Mana","Mana","Pop Up Voting Place, 199 Riddiford Street, next to New World","Regular",0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,6,0
"Mana","Paekākāriki","Paekākāriki School Hall, 100 Wellington Road","Regular",6,4,2,72,0,112,0,19,2,6,0,1,0,0,0,5,0,229,0
"Mana","Paekākāriki","St Peter's Village Hall, Corner Beach Road & Ames Street","Regular",11,1,0,74,0,97,1,24,2,10,0,1,1,0,0,2,0,224,2
"Mana","Papakōwhai","Papakōwhai School Hall, 17 Spey Place","Regular",28,4,0,18,0,162,2,86,5,7,0,0,0,0,0,10,1,323,2
"Mana","Paraparaumu","Kapiti Primary School Hall, Corner Kapiti & Rimu Roads","Regular",4,0,0,7,0,46,2,21,1,1,0,0,0,0,0,5,0,87,1
"Mana","Paraparaumu","Paraparaumu School Hall, 11 Ruapehu Street","Regular",12,6,2,20,0,120,4,46,5,6,2,1,1,0,0,1,0,226,1
"Mana","Paraparaumu","St Paul's Anglican Church, 1 Langdale Avenue","Regular",3,0,0,2,0,22,0,12,0,0,0,0,0,0,0,0,0,39,0
"Mana","Paraparaumu Beach","Ocean Road Community Centre, 45 Ocean Road","Regular",2,0,0,3,0,19,0,8,0,2,0,0,0,0,0,2,0,36,0
"Mana","Paremata","Paremata School Hall, 43 Paremata Crescent","Regular",37,1,0,43,0,166,2,110,4,10,1,0,0,0,0,18,0,392,2
"Mana","Pāuatahanui Village","Pāuatahanui School Hall, 12 Paekākāriki Hill Road","Regular",45,2,0,20,0,104,1,147,2,4,1,1,0,0,0,10,0,337,1
"Mana","Plimmerton","Plimmerton School Hall, 11 School Road","Regular",40,0,1,54,0,216,2,114,3,7,0,1,0,0,0,11,0,449,4
"Mana","Plimmerton","St Theresa's School, 5 James Street","Regular",29,2,1,23,0,112,1,81,6,10,0,0,0,0,0,3,0,268,1
"Mana","Porirua","North City Shopping Centre, Shop 112 (next to Silvermoon), 2 Titahi Bay Road","Regular",27,8,1,37,0,423,2,118,4,19,0,4,0,1,0,9,1,654,2
"Mana","Porirua","Pātaka Art + Museum, Performing Arts Studio, Corner Norrie Street & Parumoana Street","Regular",19,4,0,29,0,159,7,55,4,17,1,6,0,0,1,3,0,305,1
"Mana","Porirua East","Porirua East School Hall, 8 Martin Street","Regular",15,3,2,23,0,207,4,27,5,23,0,4,0,0,0,3,3,319,2
"Mana","Porirua East","Windley School Hall, 146 Mungavin Avenue","Regular",2,1,0,5,0,51,2,7,1,2,0,1,0,0,0,0,2,74,1
"Mana","Pukerua Bay","Pukerua Bay School Hall, 89 Rawhiti Road","Regular",22,3,0,75,0,172,0,59,4,15,0,0,0,0,0,13,0,363,2
"Mana","Raumati Beach","Raumati Beach School Hall, 26-34 Raumati Road","Regular",74,8,0,70,0,321,1,175,7,32,0,0,0,0,0,16,0,704,3
"Mana","Raumati South","Raumati South School Hall, 56 Matai Road","Regular",33,2,4,71,0,228,1,73,7,11,0,0,0,0,0,14,0,444,0
"Mana","Raumati South","Tawa Baptist Church, 229 Main Road","Regular",5,1,0,6,0,24,1,9,2,3,0,0,0,0,0,2,0,53,0
"Mana","Raumati South","Tawa Community Centre Hall, 7 Cambridge St","Regular",2,0,0,6,0,51,1,17,0,2,0,0,0,0,0,1,1,81,0
"Mana","Raumati South","Tawa School, 6a Oxford Street","Regular",2,0,1,0,0,17,0,4,0,1,0,0,0,0,0,1,0,26,0
"Mana","Titahi Bay","Ngāti Toa School Hall, 44 Piko Street","Regular",4,1,0,14,0,67,0,12,0,4,0,1,0,0,0,6,0,109,1
"Mana","Titahi Bay","Niblick Hall, 1 Niblick Lane","Regular",12,3,0,20,1,165,1,43,1,14,0,0,0,0,0,3,0,263,6
"Mana","Titahi Bay","Titahi Bay Intermediate School Hall, 16 Kahutea Terrace","Regular",16,2,3,16,0,132,3,38,0,4,0,3,0,0,0,5,1,223,1
"Mana","Titahi Bay","Titahi Bay North School, 47 Jillett Street","Regular",8,1,1,11,0,71,0,16,2,3,0,1,0,0,1,2,0,117,0
"Mana","Titahi Bay","Titahi Bay School Hall, 11 Kura Street","Regular",9,1,0,38,1,119,1,44,3,8,0,1,0,0,0,3,0,228,2
"Mana","Waitangirua","Corinna School Hall, 36 Kalingo Street","Regular",0,3,3,5,0,152,1,2,0,7,0,0,0,0,0,0,1,174,5
"Mana","Waitangirua","Nātone Park School Hall, 6 Kokiri Crescent","Regular",1,1,2,6,0,127,0,4,2,2,0,0,0,0,0,0,0,145,3
"Mana","Waitangirua","Te Kura Māori o Porirua, 392 Warspite Avenue","Regular",3,0,0,2,0,62,2,8,0,5,0,4,0,0,0,0,0,86,0
"Mana","Whitby","Discovery School Hall, 2 Pullen Lane","Regular",42,1,0,25,0,248,3,130,6,14,0,0,2,1,0,12,0,484,1
"Mana","Whitby","Postgate School Hall, 3 Staithes Drive North","Regular",20,6,3,16,0,188,4,108,5,12,1,6,0,0,0,10,0,379,0
"Mana","Whitby","St Mary's Church, Discovery Drive (Whitby Shopping Centre)","Regular",52,4,0,29,0,224,1,144,6,15,1,2,0,1,0,6,0,485,0
"Mana","Whitby","The Anchor Church, 1 Joseph Banks Drive","Regular",70,4,1,29,0,275,2,202,6,15,0,2,0,0,0,6,1,613,1
"Mana",NA,"Overseas Special Votes Including Defence Force - Mana","Special",26,13,2,159,0,610,5,120,4,11,2,6,1,1,0,33,0,993,1
"Mana",NA,"Overseas Votes Allowed for Party Only - Mana","Special",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Mana",NA,"Special Votes BEFORE Polling Day - Mana","Special",144,34,32,347,0,2247,23,517,42,53,1,23,1,0,2,79,6,3551,31
"Mana",NA,"Special Votes ON Polling Day - Mana","Special",89,47,25,189,0,1357,17,352,20,48,0,14,1,1,0,59,9,2228,22
"Mana",NA,"Votes Allowed for Party Only - Mana","Special",7,3,6,21,0,210,9,30,1,11,0,2,0,0,0,6,2,308,6
"Mana",NA,"Voting places where less than 6 votes were taken","Special",2,0,0,3,0,8,0,3,1,0,0,0,0,0,0,1,0,18,0
"Māngere","Burswood","China Town, 262 Ti Rakau Drive","Advance",0,0,0,1,0,10,0,1,0,0,0,0,0,0,0,0,0,12,0
"Māngere","Clover Park","Tupu Youth Library, 102 Dawson Road","Advance",0,0,1,1,0,23,1,2,0,1,0,0,0,0,0,0,0,29,1
"Māngere","East Tāmaki","Tongan Methodist Church, 3 Ormiston Road","Advance",0,0,0,1,0,20,0,2,0,0,0,0,0,0,0,0,1,24,0
"Māngere","Favona","Favona School, 50 Wakefield Street (Cardrona Place entrance)","Advance",0,0,0,4,0,103,0,15,5,3,0,2,0,0,0,1,0,133,2
"Māngere","Favona","Koru Primary School, 71 Robertson Road","Advance",3,0,0,3,0,164,0,20,0,7,0,0,0,0,0,0,0,197,5
"Māngere","Favona","Ngā Whare Waatea Marae, 31 Calthorp Close","Advance",0,2,1,1,0,64,3,5,1,3,0,0,0,0,0,2,0,82,0
"Māngere","Māngere","Al Madinah School, 8 Westney Road","Advance",2,0,0,1,0,119,0,8,2,0,0,0,0,0,0,0,0,132,1
"Māngere","Māngere","Consulate General of Samoa, 141r Bader Drive","Advance",2,5,1,12,0,333,5,24,15,19,0,0,0,0,0,5,0,421,3
"Māngere","Māngere","EFKS Magele i Sisifo Congregational Church, 43 Thomas Road","Advance",1,1,0,8,0,221,1,24,5,0,0,2,0,0,0,2,0,265,6
"Māngere","Māngere","Free Church of Tonga - Mounga Olive, 47 Favona Road","Advance",4,1,3,8,0,231,4,28,11,3,0,0,0,0,0,1,0,294,4
"Māngere","Māngere","Makaurau Marae, 8 Ruaiti Road, Ihumatao","Advance",0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0
"Māngere","Māngere","Māngere Arts & Events Centre, Corner Orly Avenue & Bader Drive","Advance",17,23,2,83,0,2972,24,173,41,96,0,2,1,1,2,8,8,3453,60
"Māngere","Māngere","Mangere Central School, 244 Kirkbride Road","Advance",0,0,0,1,0,46,0,6,1,0,0,0,0,0,1,0,1,56,1
"Māngere","Māngere","Nga Iwi School, 60 Mascot Avenue","Advance",1,0,0,5,0,113,0,17,0,2,0,0,0,0,0,1,0,139,2
"Māngere","Māngere","Polynesian Centre, Bader Drive","Advance",0,0,0,1,0,31,0,0,0,1,0,0,0,0,0,0,0,33,1
"Māngere","Māngere","Southern Cross Campus, 253 Buckland Road West","Advance",0,0,0,2,0,48,0,2,0,1,0,0,0,0,0,0,0,53,0
"Māngere","Māngere","St Therese Catholic Parish Hall, 10 Wickman Way","Advance",1,6,1,10,0,424,4,15,9,8,0,0,0,0,0,0,2,480,5
"Māngere","Māngere","Te Kura Kaupapa Māori a Rohe o Mangere, 7 Comet Crescent","Advance",2,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,38,2
"Māngere","Māngere","Tongan Methodist Church, 34 Orly Avenue","Advance",4,0,2,6,0,262,1,12,6,8,0,0,0,0,0,0,2,303,4
"Māngere","Māngere","Viscount Learning Community School, 65 Viscount Street","Advance",3,0,0,6,0,167,1,17,2,4,0,0,0,0,0,0,1,201,2
"Māngere","Māngere Bridge","Māngere Memorial Hall, Domain Road","Advance",89,8,1,175,1,1245,21,390,31,70,3,5,0,0,0,18,4,2061,18
"Māngere","Māngere Bridge","St Anthony Catholic Parish Hall, 20 Kirkbride Road","Advance",12,2,0,16,0,197,4,42,7,9,0,0,0,0,0,3,0,292,3
"Māngere","Māngere Bridge","St James Anglican Church Hall, 27 Church Road","Advance",40,5,1,49,0,330,7,144,12,33,0,2,1,1,0,7,0,632,3
"Māngere","Māngere Bridge","Waterlea Primary School, 17 House Avenue","Advance",36,3,2,51,0,237,0,103,2,7,0,0,1,0,0,3,0,445,2
"Māngere","Māngere East","EFKS Mangere East, 36 Winthrop Way","Advance",4,1,1,7,0,193,0,14,4,0,0,0,0,0,0,0,1,225,2
"Māngere","Māngere East","Kingsford Primary School, 54 Raglan Street","Advance",1,2,1,0,0,140,2,12,4,1,0,0,0,0,0,0,0,163,0
"Māngere","Māngere East","Mary Mackillop School, 10-12 McNaughton Avenue","Advance",1,0,0,2,0,43,0,0,0,1,0,0,0,0,0,0,0,47,0
"Māngere","Māngere East","Metro Theatre, 362 Massey Road","Advance",27,22,3,99,0,2330,33,199,39,88,2,4,3,1,0,5,5,2860,30
"Māngere","Māngere East","Papatuanuku Kokiri Marae, 141r Robertson Road","Advance",1,2,1,12,0,329,4,23,10,19,0,1,0,0,1,5,1,409,9
"Māngere","Māngere East","Selwyn Anglican Church Hall, Corner Massey Road & Hain Avenue","Advance",1,0,0,5,1,97,0,21,1,1,0,0,0,0,1,3,0,131,2
"Māngere","Māngere East","Sutton Park School, 89 Vine Street","Advance",0,3,0,4,0,79,1,5,2,3,0,0,0,0,0,0,0,97,0
"Māngere","Manukau","Westfield Manukau Mall (Open Space), Corner Great South & Manukau Station Roads","Advance",3,0,1,5,0,115,2,14,2,2,0,0,0,0,1,0,0,145,2
"Māngere","Manukau","Westfield Manukau Mall (Shop), Corner Great South & Manukau Station Roads","Advance",1,3,1,10,0,319,3,42,8,11,0,0,0,0,0,2,2,402,3
"Māngere","Mt Eden","University of Auckland, Epsom Campus, Room B118, 74 Epsom Avenue (Gate 3)","Advance",0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,14,0
"Māngere","Onehunga","Onehunga Community Centre, 83 Church Street","Advance",6,0,0,6,0,97,0,15,3,6,0,0,0,0,0,0,0,133,2
"Māngere","Ōtāhuhu","Otahuhu Community Hall, 10 High Street","Advance",2,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,18,0
"Māngere","Ōtāhuhu","Ōtāhuhu Community Library, 28 Mason Avenue","Advance",2,0,0,4,0,123,1,10,5,6,0,1,1,0,0,0,0,153,1
"Māngere","Ōtara","Te Puke o Tara Community Hall, 20 Newbury Street","Advance",0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,10,0
"Māngere","Papatoetoe","Hunters Plaza Shopping Centre, Pop Up Shop, 217 Great South Road","Advance",2,3,1,8,0,433,4,41,3,10,0,0,0,1,0,0,2,508,9
"Māngere","Papatoetoe","Papatoetoe South School, 58 Milan Road","Advance",0,0,0,1,0,10,1,4,0,0,0,0,0,0,0,0,0,16,0
"Māngere","Papatoetoe","Papatoetoe Town Hall, 35 Saint George Street","Advance",5,4,6,14,0,397,3,46,2,15,0,1,0,0,0,1,1,495,4
"Māngere","Papatoetoe","Papatoetoe West School, 1-3 Hillcrest Road","Advance",6,1,0,8,0,130,0,14,1,1,0,0,0,0,0,2,0,163,7
"Māngere","Favona","Favona School, 50 Wakefield Street (Cardrona Place entrance)","Regular",1,2,2,7,0,218,2,29,12,9,0,2,0,0,0,0,0,284,1
"Māngere","Favona","Koru Primary School, 71 Robertson Road","Regular",1,7,3,11,0,259,0,25,6,10,0,3,0,0,0,0,2,327,2
"Māngere","Favona","Ngā Whare Waatea Marae, 31 Calthorp Close","Regular",0,1,0,2,0,71,1,5,2,2,0,0,0,0,0,0,0,84,3
"Māngere","Māngere","Al Madinah School, 8 Westney Road","Regular",1,3,0,4,0,140,1,11,0,2,0,0,0,0,0,0,0,162,3
"Māngere","Māngere","Consulate General of Samoa, 141r Bader Drive","Regular",0,0,1,2,0,75,1,8,1,3,0,0,0,0,0,1,0,92,1
"Māngere","Māngere","EFKS Magele i Sisifo Congregational Church, 43 Thomas Road","Regular",1,0,0,3,0,90,1,5,3,5,0,0,0,0,0,0,1,109,2
"Māngere","Māngere","Free Church of Tonga - Mounga Olive, 47 Favona Road","Regular",0,1,0,4,0,86,0,11,6,4,0,2,1,0,0,0,2,117,1
"Māngere","Māngere","Makaurau Marae, 8 Ruaiti Road, Ihumatao","Regular",0,0,0,2,0,6,3,2,0,1,0,0,0,0,0,0,0,14,1
"Māngere","Māngere","Māngere Arts & Events Centre, Corner Orly Avenue & Bader Drive","Regular",0,3,1,8,0,216,4,12,4,8,0,0,0,0,0,1,2,259,5
"Māngere","Māngere","Mangere Central School, 244 Kirkbride Road","Regular",4,2,0,5,0,117,2,19,3,8,0,0,0,0,0,0,0,160,0
"Māngere","Māngere","Mangere College, 23 Bader Drive","Regular",1,4,3,2,0,130,0,9,3,5,0,0,0,0,0,1,0,158,2
"Māngere","Māngere","Nga Iwi School, 60 Mascot Avenue","Regular",2,8,1,9,0,266,4,24,16,15,0,0,1,1,0,0,4,351,3
"Māngere","Māngere","Polynesian Centre, Bader Drive","Regular",0,1,0,1,0,47,1,2,0,1,0,0,0,0,0,0,1,54,0
"Māngere","Māngere","Robertson Road School, 205 Robertson Road","Regular",3,4,2,4,0,240,1,30,5,10,0,3,0,0,0,1,0,303,4
"Māngere","Māngere","Southern Cross Campus, 253 Buckland Road West","Regular",0,3,2,6,0,84,1,9,2,0,0,1,0,0,1,0,0,109,1
"Māngere","Māngere","St Therese Catholic Parish Hall, 10 Wickman Way","Regular",0,2,0,4,0,151,2,5,7,8,0,3,0,0,0,0,1,183,1
"Māngere","Māngere","Te Kura Kaupapa Māori a Rohe o Mangere, 7 Comet Crescent","Regular",0,3,0,0,0,69,0,8,3,4,0,0,0,0,0,0,0,87,0
"Māngere","Māngere","Tongan Methodist Church, 34 Orly Avenue","Regular",1,1,1,9,0,102,2,15,1,2,0,0,0,0,0,1,0,135,1
"Māngere","Māngere","Viscount Learning Community School, 65 Viscount Street","Regular",0,7,1,7,0,237,0,4,7,12,0,0,0,0,0,1,1,277,2
"Māngere","Māngere Bridge","Mangere Bridge School, 3-5 Taylor Road Entrance","Regular",4,0,0,8,0,36,0,12,3,1,0,0,0,0,0,1,1,66,1
"Māngere","Māngere Bridge","Māngere Memorial Hall, Domain Road","Regular",15,4,2,22,0,234,4,63,5,10,0,2,0,0,0,2,0,363,5
"Māngere","Māngere Bridge","St Anthony Catholic Parish Hall, 20 Kirkbride Road","Regular",4,1,2,6,0,101,2,9,3,2,0,1,0,0,0,0,1,132,0
"Māngere","Māngere Bridge","St James Anglican Church Hall, 27 Church Road","Regular",23,3,1,37,0,163,5,85,9,24,1,3,0,0,0,4,2,360,0
"Māngere","Māngere Bridge","Waterlea Primary School, 17 House Avenue","Regular",45,6,0,33,0,171,1,124,9,19,0,0,0,1,0,8,1,418,0
"Māngere","Māngere East","EFKS Mangere East, 36 Winthrop Way","Regular",0,2,2,5,0,63,3,6,2,5,0,0,0,0,0,0,0,88,0
"Māngere","Māngere East","Jean Batten School, 6 Imrie Avenue","Regular",0,5,0,3,0,116,2,24,5,7,0,1,0,0,0,0,0,163,3
"Māngere","Māngere East","Kingsford Primary School, 54 Raglan Street","Regular",1,3,0,10,0,186,2,18,9,5,0,0,0,1,0,0,0,235,3
"Māngere","Māngere East","Mangere East Primary School, 21 Yates Road","Regular",2,1,0,11,0,153,5,12,0,9,0,1,0,0,0,2,0,196,1
"Māngere","Māngere East","Mary Mackillop School, 10-12 McNaughton Avenue","Regular",1,2,0,1,0,57,0,4,6,3,0,2,0,0,0,2,0,78,0
"Māngere","Māngere East","Metro Theatre, 362 Massey Road","Regular",3,3,0,14,0,318,2,30,6,8,0,1,0,0,0,0,0,385,4
"Māngere","Māngere East","Papatuanuku Kokiri Marae, 141r Robertson Road","Regular",0,3,1,5,0,81,0,7,1,4,1,2,0,1,1,0,0,107,1
"Māngere","Māngere East","Selwyn Anglican Church Hall, Corner Massey Road & Hain Avenue","Regular",8,5,3,17,0,217,4,41,12,14,0,2,0,0,0,1,0,324,2
"Māngere","Māngere East","Sutton Park School, 89 Vine Street","Regular",0,2,0,9,0,157,2,13,5,9,0,1,0,0,0,1,0,199,4
"Māngere","Onehunga","Onehunga Community Centre, 83 Church Street","Regular",1,0,0,2,0,8,0,4,1,0,0,0,0,0,0,0,0,16,1
