Electorate,Place,Address,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
"East Coast","Otakiri","Otakiri School, 571 Otakiri Road",16,2,0,8,0,56,1,56,1,13,0,0,1,0,0,0,0,154,0
"East Coast","Otamarakau","Otamarakau Hall, 2255 Old Coach Road",7,2,0,2,0,22,0,45,1,3,0,0,0,0,0,1,0,83,0
"East Coast","Paengaroa","Paengaroa School Hall, 33 Old Coach Road",47,1,1,15,0,98,1,188,8,9,1,2,0,0,0,2,0,373,2
"East Coast","Papamoa Beach","Papamoa Community Centre, 15 Gravatt Road",1,2,0,1,0,5,0,0,0,2,0,0,0,0,0,1,0,12,0
"East Coast","Papamoa Beach","Papamoa Plaza, Shop 66 (Near Foodcourt), 7 Gravatt Road",0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,7,0
"East Coast","Patutahi","Patutahi School, 29 Atkins Street",11,3,0,1,1,47,1,31,2,2,0,0,0,0,0,0,0,99,1
"East Coast","Pongakawa","Pongakawa Hall, 956 Old Coach Road",37,1,0,4,0,53,0,124,7,11,0,0,0,0,0,5,0,242,1
"East Coast","Pukehina","Pukehina School, 1762 Old Coach Road",4,0,1,0,0,14,0,19,0,2,0,0,0,0,0,2,0,42,0
"East Coast","Pukehina Beach","Pukehina Fishing Club, 304 Pukehina Parade",27,0,0,13,0,76,1,59,2,8,0,0,0,0,1,2,0,189,1
"East Coast","Raukokore","Old Raukokore School, 10104 State Highway 35",1,0,0,1,0,17,2,12,0,5,0,0,0,0,0,2,0,40,0
"East Coast","Ruatoki","Tawera Bilingual School, 164 Ngahina Road",0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,6,0
"East Coast","Ruatoki","Te Whare Kura o Ruatoki, 16 Mission Road",0,0,1,1,0,10,3,2,0,1,0,0,0,0,0,1,0,19,0
"East Coast","Ruatoria","Ngata Memorial College, 1 College Road North",4,2,0,0,0,19,2,11,0,3,0,0,0,0,0,0,0,41,0
"East Coast","Tāneatua","Tāneatua School, 44 McKenzie Street",6,2,0,2,0,30,1,27,0,2,1,0,0,0,0,0,0,71,0
"East Coast","Te Araroa","Te Waha O Rerekohu Area School, 3 Arewhana Street",1,0,1,2,0,40,2,4,0,4,1,0,0,0,0,0,0,55,0
"East Coast","Te Kaha","Ngā Mokopuna o Tukaki Kōhanga Reo, 6790 State Highway 35",1,0,0,0,0,18,2,3,0,6,0,0,0,0,0,1,0,31,0
"East Coast","Te Karaka","Te Karaka Area School, 5 Kanakanaia Road",23,3,0,3,0,70,0,42,2,4,0,1,0,0,0,0,0,148,2
"East Coast","Te Puke","Te Puke High School Hall, 19 Tui Street",0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,7,0
"East Coast","Te Puke","Te Puke War Memorial Hall, 130 Jellicoe Street",11,2,2,0,0,26,0,41,0,2,0,0,0,0,0,0,0,84,0
"East Coast","Te Teko","Te Kura o Te Teko School Hall, 24 Te Teko Road",2,1,0,4,1,38,2,18,0,5,0,1,0,0,0,0,0,72,1
"East Coast","Thornton","Thornton School Library, 43 Eastbank Road",17,1,0,1,0,23,1,47,1,5,0,1,0,0,0,4,0,101,1
"East Coast","Tikitiki","Tikitiki School, 33 Rangitukia Road",1,0,0,0,0,19,1,3,0,1,0,0,0,0,0,1,0,26,0
"East Coast","Tokomaru Bay","Hatea-A-Rangi School, 6 School Road",4,3,0,6,0,42,1,12,3,4,0,0,1,0,0,0,0,76,2
"East Coast","Tolaga Bay","Tolaga Bay Area School Kahukuranui Block, Discovery Street",11,1,0,4,0,60,2,43,0,3,1,0,0,0,0,0,0,125,1
"East Coast","Tōrere","Te Kura o Tōrere, 2276 State Highway 35",2,1,0,2,0,5,1,3,0,2,0,1,0,0,0,0,0,17,0
"East Coast","Waimana","Nukuhou North School, 1647 State Highway 2",17,1,0,4,0,15,0,21,0,3,0,0,0,0,0,2,0,63,0
"East Coast","Waimana","Waimana School, 6 Raroa Road",3,0,0,0,0,16,0,12,0,2,0,0,0,0,0,0,0,33,1
"East Coast","Waitangi","Te Kura Kaupapa Māori o Te Matai, 309 State Highway 2",3,0,0,2,0,6,0,10,0,3,1,0,0,0,0,0,0,25,0
"East Coast","Whakatāne","Allandale School, 167 King Street",19,3,2,4,0,116,2,59,1,13,2,1,0,0,0,1,5,228,1
"East Coast","Whakatāne","Awakeri School, 974 State Highway 30",49,3,0,2,0,66,0,134,1,10,1,4,0,0,0,1,0,271,0
"East Coast","Whakatāne","Caledonian Hall, 60 King Street",12,3,0,8,0,116,2,54,7,15,0,4,0,1,0,2,1,225,1
"East Coast","Whakatāne","Te Kura Kaupapa Māori o Te Orini ki Ngati Awa, 33 Meadow Vale",19,4,2,2,0,79,2,82,1,8,0,1,0,0,0,3,0,203,0
"East Coast","Whakatāne","Trident High School, 76 Arawa Road",9,1,1,1,0,38,0,22,0,1,1,0,0,0,0,4,0,78,0
"East Coast","Whakatāne","Whakatane High School, 56 Goulstone Road",17,4,0,17,0,79,2,35,3,9,0,1,0,0,0,6,1,174,0
"East Coast","Whakatāne","Whakatane Intermediate School, 101 James Street",27,1,3,16,0,141,1,63,4,13,0,3,0,0,0,2,0,274,0
"East Coast","Whakatāne","Whakatāne War Memorial Hall, 7 Short Street",87,7,1,36,0,309,4,231,12,23,0,6,1,1,0,9,0,727,1
"East Coast","Whangara","Whangara School, 44 Pa Road",3,1,1,1,0,2,1,13,0,3,0,0,0,0,0,0,0,25,0
"East Coast","Whatatutu","Whatatutu School, 24 Te Hau Road",1,0,0,0,0,10,1,4,0,0,0,2,0,0,0,0,0,18,0
"East Coast Bays","Albany","Albany Community Hall, Corner Albany Highway & Library Lane",7,1,0,8,0,27,1,41,4,3,1,0,0,0,0,3,0,96,0
"East Coast Bays","Albany","Albany Community Hub, 575 Albany Highway",7,0,1,3,0,31,1,41,1,5,0,0,0,0,0,1,0,91,0
"East Coast Bays","Albany","Albany Primary School, 6 Bass Road",15,2,0,16,0,119,1,138,3,3,1,0,0,0,2,5,0,305,3
"East Coast Bays","Albany","Albany Senior High School, 536 Albany Highway",11,2,0,1,0,22,1,31,0,1,0,0,0,0,0,1,0,70,0
"East Coast Bays","Albany","Pinehurst School, 75 Bush Road",33,0,0,19,0,96,0,144,6,6,0,0,1,0,1,4,0,310,1
"East Coast Bays","Albany","Westfield Mall, 219 Don McKinnon Drive",26,0,1,16,0,139,1,162,8,2,0,0,0,0,3,4,0,362,1
"East Coast Bays","Browns Bay","Browns Bay School, 4 Masterton Road",65,3,2,37,0,224,0,202,6,11,0,0,0,1,0,7,0,558,0
"East Coast Bays","Browns Bay","East Coast Bays Service Centre, 2 Glen Road",44,8,0,28,0,222,1,184,5,10,0,0,2,1,0,8,0,513,5
"East Coast Bays","Browns Bay","Northcross Intermediate School, 10 Sartors Avenue",44,0,1,16,0,96,0,122,8,3,0,0,0,0,1,4,0,295,2
"East Coast Bays","Browns Bay","Pinehill School, 2 Hugh Green Drive",46,1,1,15,0,202,0,185,9,7,0,2,1,0,3,6,0,478,6
"East Coast Bays","Browns Bay","Progress Hall, 6 Anzac Road",26,8,2,25,0,181,1,183,6,9,1,0,1,0,3,3,1,450,2
"East Coast Bays","Glenfield","Meadowood Community House, Unsworth Heights, 55 Meadowood Drive",2,0,0,1,0,3,0,11,1,0,0,0,0,0,0,0,0,18,0
"East Coast Bays","Glenfield","Target Road Primary School, Totara Vale, 80 Target Road",1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,7,0
"East Coast Bays","Glenfield","The Salvation Army Glenfield, 430 Glenfield Road (corner Glenfield & Kaipatiki Roads)",1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0
"East Coast Bays","Glenfield","Westminster Christian School, Unsworth Heights, 31 Westminster Gardens",0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,1,0,10,0
"East Coast Bays","Greenhithe","Upper Harbour Primary School, Schnapper Rock, 140 Kyle Road",8,1,0,3,0,23,0,42,0,0,0,0,0,0,0,0,0,77,0
"East Coast Bays","Long Bay","Long Bay College, 20 Ashley Avenue",28,3,0,36,0,141,1,177,10,9,0,0,0,2,1,5,0,413,1
"East Coast Bays","Mairangi Bay","Mairangi Bay Presbyterian Church Hall, 10 Penzance Road",7,1,0,5,0,25,0,54,1,4,0,0,1,0,0,0,0,98,0
"East Coast Bays","Mairangi Bay","Mairangi Bay School, Galaxy Drive",0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,10,0
"East Coast Bays","Mairangi Bay","Rangitoto College, 564 East Coast Road",40,2,0,24,0,138,0,159,7,8,1,0,0,0,4,3,0,386,0
"East Coast Bays","Mairangi Bay","Windsor Park Baptist Church, 550 East Coast Road",8,2,0,12,0,53,0,76,6,4,0,0,0,0,0,0,0,161,1
"East Coast Bays","Milford","Milford School, 34 Shakespeare Road",1,0,0,2,0,4,0,11,0,1,0,0,0,0,2,0,0,21,0
"East Coast Bays","Murrays Bay","Murrays Bay Intermediate School, 37 Sunrise Avenue",28,1,0,7,0,92,0,123,0,6,0,0,0,1,0,2,0,260,0
"East Coast Bays","Northcross","Sherwood Primary School, 40 Sartors Avenue",22,0,1,9,0,89,0,113,3,6,0,1,0,1,0,3,0,248,4
"East Coast Bays","Oteha","Northcross Community Church, 826A East Coast Road",10,3,0,11,0,46,2,55,6,5,0,0,0,0,1,2,0,141,0
"East Coast Bays","Oteha","Oteha Valley School, 2 Medallion Drive",29,1,0,27,0,165,0,175,9,9,0,0,0,0,3,4,0,422,1
"East Coast Bays","Redvale","East Coast Bays Bible Baptist Church, 1092 East Coast Road",37,2,0,16,0,86,0,121,13,6,1,0,0,1,0,2,0,285,1
"East Coast Bays","Rosedale","Kowhai Kids Centre, 265 Albany Highway",27,1,1,8,0,61,0,115,5,5,0,0,0,0,2,3,0,228,0
"East Coast Bays","Sunnynook","Sunnynook Baptist Church, 138 Sunnynook Road",1,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,11,1
"East Coast Bays","Takapuna","Takapuna School, 23 Auburn Street (access from Anzac Street entrance)",1,0,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,10,0
"East Coast Bays","Takapuna","Takapuna War Memorial Hall, 7 The Strand",2,0,0,1,0,2,1,4,0,2,0,0,0,0,0,0,0,12,0
"East Coast Bays","Torbay","Glamorgan School, 145 Glamorgan Drive",70,8,1,24,0,304,3,229,18,12,2,3,0,0,0,9,0,683,2
"East Coast Bays","Torbay","Torbay School, 60 Deep Creek Road",49,5,0,40,0,241,0,224,11,14,0,1,1,1,0,8,0,595,1
"East Coast Bays","Torbay","Torbay Senior Citizens Club, 37 Watea Road",65,9,2,40,0,271,1,232,19,22,0,0,0,0,0,10,1,672,3
"Epsom","Torbay","Auckland High Court, 24 Waterloo Quadrant (corner Waterloo Quadrant & Parliament Street)",0,0,0,5,0,5,1,3,0,1,0,0,0,0,0,0,0,15,0
"Epsom","Torbay","Pioneer Women's Hall, Ellen Melville Centre, 2 Freyberg Place",1,0,0,5,0,6,0,8,0,0,0,0,0,0,0,2,0,22,0
"Epsom","Balmoral","Mt Eden War Memorial Hall, 487-489 Dominion Road",9,0,0,11,0,46,1,25,1,2,0,0,0,1,0,2,0,98,0
"Epsom","Balmoral","Ellerslie War Memorial Hall, 134-138 Main Highway",1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,6,0
"Epsom","Epsom","Epsom Girls Grammar School, Old Gym, Gate 4, Owens Road",29,3,0,33,1,124,1,120,1,5,0,0,0,0,1,8,0,326,3
"Epsom","Epsom","Epsom Methodist Church Hall, 587 Manukau Road",26,1,0,17,0,65,0,72,3,5,0,0,0,0,0,0,0,189,2
"Epsom","Epsom","Epsom Normal School, 41 The Drive",50,3,0,30,0,178,1,216,2,7,0,3,0,1,5,10,0,506,1
"Epsom","Epsom","Jack Dickey Community Hall, 174 Green Lane West",5,1,0,2,0,25,0,22,0,0,0,1,0,0,1,1,0,58,0
"Epsom","Epsom","Sacred Heart Parish Hall, 19 Banff Avenue",34,0,0,28,0,133,2,175,4,10,0,0,0,1,0,2,0,389,2
"Epsom","Epsom","St George's Church Hall, 19 Ranfurly Road",49,4,0,31,0,109,2,154,2,15,0,1,0,1,1,8,0,377,1
"Epsom","Grafton","St David's Presbyterian Church Hall, 70 Khyber Pass Road",5,0,0,8,0,22,0,17,0,1,0,0,0,0,0,2,0,55,1
"Epsom","Greenlane","Cornwall Park District School Hall, Corner Greenlane West Road & Wheturangi Road",33,1,0,18,0,82,0,143,2,8,0,0,0,0,1,3,0,291,2
"Epsom","Kingsland","Congregational Christian Church of Samoa, 50 Bond Street",0,0,0,3,0,4,0,2,0,1,0,0,0,0,0,0,0,10,0
"Epsom","Kingsland","Kowhai Intermediate School, 26 Onslow Road",4,0,0,3,0,10,0,5,0,1,0,0,0,0,0,1,0,24,0
"Epsom","Meadowbank","Meadowbank Community Centre, 29 St Johns Road",14,0,0,1,0,15,0,20,0,2,0,0,0,0,0,0,0,52,1
"Epsom","Mt Eden","Auckland Grammar School Hockey Centre, 3/25 Normanby Road",25,1,0,29,0,78,0,92,1,4,1,0,0,0,0,10,0,241,1
"Epsom","Mt Eden","Auckland Normal Intermediate, 24 Poronui Street",29,0,0,22,0,89,0,81,1,5,0,0,0,0,4,9,0,240,0
"Epsom","Mt Eden","Auckland Provincial Guide Centre, 132 Grange Road",11,5,0,15,0,77,3,60,0,6,0,0,0,0,0,1,0,178,0
"Epsom","Mt Eden","Ficino School, 27 Esplanade Road",4,1,1,31,0,80,1,41,1,10,0,0,0,0,0,6,0,176,2
"Epsom","Mt Eden","Good Shepherd Parish Hall, 30 Telford Avenue",0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,6,0
"Epsom","Mt Eden","Greyfriars Presbyterian Church - Memorial Hall, 544 Mt Eden Road",28,3,0,23,0,74,0,91,1,3,0,0,0,0,0,4,0,227,2
"Epsom","Mt Eden","Maungawhau School, 43 Ellerton Road",10,1,0,8,0,33,0,43,0,4,0,0,0,1,0,5,0,105,0
"Epsom","Mt Eden","Mt Eden Normal Primary School, 73 Valley Road",47,0,1,87,0,170,1,173,4,11,0,0,0,0,2,8,1,505,1
"Epsom","Mt Eden","Valley Road International Church Hall, 393 Mt Eden Road",26,3,0,36,1,95,0,63,0,9,0,0,0,0,0,9,0,242,1
"Epsom","Newmarket","Newmarket Mall, S212, Level 2, 309 Broadway",60,3,0,29,0,188,0,152,1,5,0,0,0,3,1,13,0,455,4
"Epsom","Onehunga","Onehunga Community Centre, 83 Church Street",1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,6,0
"Epsom","Orakei","Orakei Community Centre, 156 Kepa Road",2,0,0,1,0,6,0,4,0,0,0,0,0,0,0,0,0,13,0
"Epsom","Parnell","Parnell Community Centre, Jubilee Hall, 545 Parnell Road",70,2,2,60,0,133,2,194,7,20,0,0,0,1,0,10,0,501,0
"Epsom","Parnell","Parnell District School Hall, 48 St Stephens Avenue",110,1,0,50,0,223,1,358,7,17,0,0,0,0,0,18,0,785,3
"Epsom","Remuera","Edmund Hillary Retirement Village, 221 Abbotts Way",1,0,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,10,0
"Epsom","Remuera","Remuera Baptist Church, 641 Remuera Road",34,0,0,18,0,77,0,148,2,4,0,0,0,0,0,9,0,292,2
"Epsom","Remuera","Remuera Intermediate School, 55 Ascot Avenue",22,1,0,15,0,98,0,135,1,7,0,0,0,0,0,2,0,281,3
"Epsom","Remuera","Remuera Primary School, 25-33 Dromorne Road",50,0,0,22,0,119,0,257,1,9,0,0,0,0,3,8,0,469,2
"Epsom","Remuera","Somervell Presbyterian Church and Community Centre - Main Hall, 497 Remuera Road",31,2,0,11,0,55,1,97,0,4,0,1,0,1,0,1,0,204,0
"Epsom","Remuera","St Aidan's Anglican Church Hall, 5 Ascot Avenue",41,6,0,19,0,85,2,219,2,6,0,2,0,1,0,9,0,392,0
"Epsom","Remuera","Victoria Avenue School, 282 Victoria Avenue",85,0,0,30,0,163,0,372,3,10,0,1,0,0,2,8,0,674,4
"Epsom","Royal Oak","Royal Oak Primary School Hall, Chandler Avenue (663 Manukau Road entrance)",11,0,0,5,0,26,0,22,1,2,0,0,0,0,0,0,2,69,0
"Epsom","St Heliers","St Heliers Church & Community Centre, 100 St Heliers Bay Road",1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0
"Epsom","Three Kings","Three Kings School, 944 Mt Eden Road",2,0,0,3,0,3,0,14,0,1,0,0,0,0,0,0,0,23,1
"Hamilton East","Cambridge","Cambridge Primary School, 3 Wilson Street",1,0,0,1,0,10,0,3,0,0,0,0,0,0,0,0,0,15,0
"Hamilton East","Chartwell","Chartwell Cooperating Parish Hall, Corner Comries Road & Belmont Avenue",19,0,0,17,0,99,0,59,7,5,2,2,1,0,0,4,0,215,1
"Hamilton East","Chartwell","Chartwell Shopping Centre, Second Floor, opposite customer services desk, 201 Hukanui Road",24,2,2,14,0,135,1,81,6,6,0,2,0,0,0,5,0,278,3
"Hamilton East","Chartwell","Fairfield College, 25 Bankwood Road",12,0,0,10,0,55,0,33,2,2,0,0,0,0,0,4,0,118,0
"Hamilton East","Chartwell","Hukanui School, Corner Hukanui Road & Pickering Crescent",38,4,0,14,0,110,1,98,3,5,0,2,0,0,0,4,1,280,0
"Hamilton East","Chartwell","Life & Light Community Centre, 703 Wairere Drive",15,0,0,7,0,68,1,58,4,5,0,0,0,0,0,5,0,163,0
"Hamilton East","Chartwell","Lynden Court, 7/13 Lynden Court",27,5,1,9,0,110,3,80,8,6,0,3,0,1,0,7,0,260,1
"Hamilton East","Claudelands","Peachgrove Intermediate School, 72 Peachgrove Road",15,5,1,26,0,142,0,57,9,10,2,1,0,0,0,9,1,278,2
"Hamilton East","Enderley","Insoll Avenue School, 95 Insoll Avenue",11,2,0,6,0,131,2,31,3,12,0,0,0,1,0,3,0,202,5
"Hamilton East","Enderley","Te Kura Kaupapa Māori O Te Ara Rima School, 33 Fifth Avenue",8,0,0,8,0,77,2,28,1,8,0,0,0,0,0,3,0,135,1
"Hamilton East","Fairfield","Fairfield Baptist Church, 1101 Heaphy Terrace",6,1,1,8,0,51,0,25,8,4,0,0,0,0,0,1,0,105,2
"Hamilton East","Fairfield","Fairfield Intermediate School, 261 Clarkin Road",11,3,0,3,0,68,0,24,3,7,0,0,1,0,0,4,0,124,3
"Hamilton East","Fairfield","Wesley Methodist Hall, 955 Heaphy Terrace",20,2,1,19,0,119,3,34,2,15,0,0,0,0,0,5,0,220,3
"Hamilton East","Fairfield","Woodstock Primary School Library, 21 Woodstock Road",28,2,0,16,0,79,2,101,4,3,0,1,0,0,0,4,1,241,0
"Hamilton East","Flagstaff","Endeavour School, 86 Endeavour Avenue",33,0,0,18,1,115,1,123,8,5,0,0,0,0,0,7,0,311,0
"Hamilton East","Flagstaff","Te Ao Mārama, 33 Hare Puke Drive",4,0,0,1,0,20,2,19,2,0,0,0,0,0,0,1,0,49,0
"Hamilton East","Frankton","Forlongs Building (entry from Kent Street), Corner of Hall & Kent Streets",0,0,0,0,0,8,2,8,0,2,0,1,0,0,0,1,0,22,0
"Hamilton East","Frankton","Frankton School Hall, 206 Massey Street",0,0,0,2,0,7,0,3,0,0,0,0,0,0,0,1,0,13,0
"Hamilton East","Hamilton Central","311 Victoria Street, (formerly WINZ Community Hub)",2,0,0,9,0,16,0,16,0,1,0,0,0,0,0,1,0,45,0
"Hamilton East","Hamilton East","Graceway Church, 69 Grey Street",17,4,0,28,1,119,0,60,10,8,0,2,0,0,1,6,0,256,1
"Hamilton East","Hamilton East","Hamilton East Primary School, 7 Dawson Street",12,2,2,21,0,97,1,42,1,6,1,0,0,0,0,1,0,186,0
"Hamilton East","Hamilton East","Marian Catholic School, 119 Firth Street",24,2,0,15,0,91,0,51,5,6,0,1,0,0,0,6,0,201,3
"Hamilton East","Hamilton East","St John's Methodist Church Centre, 20 Wellington Street",23,3,0,24,0,185,3,70,1,7,0,1,0,0,0,13,0,330,5
"Hamilton East","Hamilton East","The Link Community & Business Centre, 4 Te Aroha Street",8,0,1,16,0,60,2,56,2,5,0,1,0,0,1,3,0,155,0
"Hamilton East","Hamilton Lake","The Verandah, Lake Domain Drive",3,0,0,3,0,16,0,6,1,0,0,0,0,0,0,0,0,29,0
"Hamilton East","Hillcrest","Hillcrest Baptist Church Hall, Corner Knighton Road & Clyde Street",17,0,1,28,0,126,3,59,2,5,0,0,1,0,0,16,0,258,2
"Hamilton East","Hillcrest","Hillcrest Normal School, 218 Cambridge Road",33,0,0,40,0,187,0,104,2,13,0,3,1,3,0,10,0,396,6
"Hamilton East","Hillcrest","Knighton Normal School, 45 Knighton Road",15,0,1,19,0,90,3,46,3,6,0,0,0,0,0,6,0,189,0
"Hamilton East","Hillcrest","St John's College, 85 Hillcrest Road",15,1,0,15,0,62,3,39,4,4,0,1,0,0,0,8,0,152,1
"Hamilton East","Pukete","Pukete School, 110 Pukete Road",1,0,0,1,0,6,0,5,0,0,0,0,0,0,0,2,0,15,0
"Hamilton East","Rototuna","Chapel Hill Community Church, 2 Cate Road",39,2,0,15,0,134,0,156,15,16,0,1,1,0,0,6,0,385,2
"Hamilton East","Rototuna","Rototuna Primary School, 23 Strathmore Drive",29,4,0,3,0,88,0,125,0,11,0,1,0,0,0,7,0,268,3
"Hamilton East","Rototuna","Rototuna Shopping Centre, helloworld, 12/44 Horsham Downs Road",41,2,1,23,0,174,3,174,16,13,1,1,0,0,0,6,0,455,6
"Hamilton East","Rototuna","Waikato Waldorf School, 85 Barrington Drive",14,1,0,7,0,46,1,52,7,1,0,0,0,0,0,1,0,130,0
"Hamilton East","Rototuna North","Te Totara Primary School, 31 Hector Drive",15,3,0,4,0,92,1,67,5,2,1,2,0,0,0,1,1,194,1
"Hamilton East","Silverdale","Hillcrest High School, 141 Masters Avenue",23,3,0,40,0,172,0,66,12,14,0,1,0,0,0,6,0,337,2
"Hamilton East","St Andrews","All Saints Church Hall, 191 Sandwich Road",1,0,0,2,0,2,0,5,0,0,0,0,0,0,0,0,0,10,0
"Hamilton East","Te Rapa","Te Awa, The Base (beside children's playground in main car park area), Maahanga Drive",9,0,1,4,0,41,0,50,0,4,0,2,0,0,0,3,1,115,0
"Hamilton East","Whangamatā","Whangamatā Memorial Hall, 328 Port Road",0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0
"Hamilton East","Whitiora","Waikato Table Tennis Centre, Edgecumbe Street",5,0,0,3,0,4,0,6,0,1,0,0,0,0,0,0,0,19,0
"Hamilton East","Whitiora","Whitiora School, 38 Willoughby Street",1,0,0,2,0,4,0,1,0,0,0,0,0,0,0,1,0,9,0
"Hamilton West","Beerescourt","Vardon School, 36 Cunningham Road",35,4,0,22,0,159,2,132,9,10,0,0,0,0,0,13,0,386,1
"Hamilton West","Chartwell","Chartwell Cooperating Parish Hall, Corner Comries Road & Belmont Avenue",0,0,0,1,0,5,0,5,1,0,0,0,0,0,0,0,0,12,0
"Hamilton West","Chartwell","Chartwell Shopping Centre, Second Floor, opposite customer services desk, 201 Hukanui Road",1,0,0,0,0,30,0,23,0,1,0,1,0,0,0,1,0,57,0
"Hamilton West","Chartwell","Hukanui School, Corner Hukanui Road & Pickering Crescent",1,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,9,0
"Hamilton West","Chartwell","Lynden Court, 7/13 Lynden Court",3,0,0,0,0,14,0,6,0,1,0,0,0,1,0,1,0,26,1
"Hamilton West","Deanwell","Deanwell School, 49 Deanwell Avenue",18,5,1,7,0,204,1,73,7,11,0,2,0,1,1,5,0,336,4
"Hamilton West","Dinsdale","Aberdeen School, 48-62 Aberdeen Drive",57,6,1,20,0,290,6,197,15,32,1,1,0,0,0,20,0,646,3
"Hamilton West","Dinsdale","Rhode Street School, 7 Rhode Street",17,2,1,21,0,149,2,42,5,15,0,1,2,0,0,5,3,265,3
"Hamilton West","Dinsdale","St Clare's Co-operating Parish Hall, 97 Tuhikaramea Road",27,6,1,15,1,159,6,81,3,19,3,0,1,0,0,8,0,330,2
"Hamilton West","Flagstaff","Endeavour School, 86 Endeavour Avenue",11,0,0,5,0,66,0,65,1,6,0,0,0,0,0,2,0,156,0
"Hamilton West","Flagstaff","Te Ao Mārama, 33 Hare Puke Drive",31,2,0,12,0,115,0,146,6,7,0,0,0,0,0,7,0,326,4
"Hamilton West","Forest Lake","Forest Lake School, 59 Storey Avenue",33,5,2,20,0,178,4,87,10,13,0,1,0,1,0,10,0,364,0
"Hamilton West","Frankton","Forlongs Building (entry from Kent Street), Corner of Hall & Kent Streets",13,3,1,9,0,112,0,54,3,7,1,1,0,0,0,3,0,207,0
"Hamilton West","Frankton","Frankton School Hall, 206 Massey Street",23,7,0,33,0,215,2,108,11,14,2,0,0,0,0,4,0,419,5
"Hamilton West","Frankton","Westside First Church Hall, 11 King Street",10,0,1,6,0,74,1,36,5,3,1,1,0,0,0,5,1,144,1
"Hamilton West","Glenview","Glenview Primary School, 68 Bruce Avenue",37,9,1,29,0,221,2,136,20,7,1,2,1,0,0,11,0,477,3
"Hamilton West","Hamilton Central","311 Victoria Street, (formerly WINZ Community Hub)",9,1,1,16,0,45,2,26,2,2,0,0,0,0,0,2,0,106,0
"Hamilton West","Hamilton East","Graceway Church, 69 Grey Street",1,0,0,2,0,8,0,2,0,1,0,0,0,0,0,1,0,15,0
"Hamilton West","Hamilton East","Hamilton East Primary School, 7 Dawson Street",0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,7,0
"Hamilton West","Hamilton East","Marian Catholic School, 119 Firth Street",2,0,0,1,0,7,0,6,0,0,0,0,0,0,0,1,0,17,0
"Hamilton West","Hamilton East","St John's Methodist Church Centre, 20 Wellington Street",4,0,0,2,0,7,0,4,0,0,0,0,0,0,0,0,0,17,1
"Hamilton West","Hamilton East","The Link Community & Business Centre, 4 Te Aroha Street",1,0,1,1,0,8,0,4,0,1,0,1,0,0,0,0,0,17,0
"Hamilton West","Hamilton Lake","The Verandah, Lake Domain Drive",33,1,1,15,0,100,0,74,4,5,2,0,0,1,0,2,0,238,2
"Hamilton West","Hamilton West","Hamilton West School, 36 Hammond Street",17,7,1,14,0,119,0,71,3,10,0,1,0,0,0,6,0,249,0
"Hamilton West","Hillcrest","Hillcrest Baptist Church Hall, Corner Knighton Road & Clyde Street",3,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,1,13,0
"Hamilton West","Horotiu","Horotiu School, 89 Horotiu Bridge Road",1,0,0,1,0,4,0,7,0,0,0,0,0,0,0,0,0,13,0
"Hamilton West","Horsham Downs","Horsham Downs School, 4 Martin Lane",0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,14,0
"Hamilton West","Koromatua","Koromatua School, 355 Koromatua Road",1,0,0,0,0,4,1,7,0,5,0,0,0,0,0,1,0,19,0
"Hamilton West","Maeroa","Maeroa Intermediate School, 57 Churchill Avenue",27,2,1,29,1,132,0,59,2,11,0,4,0,0,0,13,4,285,1
"Hamilton West","Melville","Melville Methodist Church Hall, 4 Bader Street",18,6,5,22,1,198,2,82,14,15,1,2,0,0,1,9,0,376,5
"Hamilton West","Melville","Melville Primary School, 101 Ohaupo Road",18,1,2,15,0,145,1,52,10,9,0,1,0,0,0,2,0,256,6
"Hamilton West","Nawton","Crawshaw School, Crawshaw Drive",3,3,0,4,0,34,1,12,2,3,0,0,0,0,0,1,0,63,0
