Electorate,Place,Address,ACT New Zealand,Advance NZ,Aotearoa Legalise Cannabis Party,Green Party,HeartlandNZ,Labour Party,Māori Party,National Party,New Conservative,New Zealand First Party,NZ Outdoors Party,ONE Party,Social Credit,Sustainable New Zealand Party,TEA Party,The Opportunities Party (TOP),Vision New Zealand,Total Valid Party Votes,Informal Party Votes
"Palmerston North","Hokowhitu","St Alban's Church, 339 Albert Street",26,3,0,26,0,150,0,132,18,16,0,3,0,0,0,4,0,378,1
"Palmerston North","Hokowhitu","Winchester School Hall, 552 Ruahine Street",38,4,0,42,0,169,2,125,7,13,1,1,0,0,0,7,2,411,3
"Palmerston North","Kairanga","Kairanga Community Centre, 1103 Kairanga Bunnythorpe Road",2,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,8,0
"Palmerston North","Kelvin Grove","Cornerstone Christian School, Administration Building, 119 Mihaere Drive",75,1,0,16,0,400,4,299,47,37,0,2,0,0,0,13,0,894,7
"Palmerston North","Kelvin Grove","Kelvin Grove Community Centre, 68 Kaimanawa Street",23,6,3,13,0,208,3,72,12,21,0,3,0,0,0,3,0,367,1
"Palmerston North","Linton","Linton Camp School, Puttick Road",1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,7,0
"Palmerston North","Longburn","Longburn Community Hall, Ngaire St",6,0,0,0,0,11,0,3,0,0,0,0,0,0,0,1,0,21,0
"Palmerston North","Marton","St Andrew's Presbyterian Church Hall, 226 Broadway",0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0
"Palmerston North","Milson","Milson School Hall, 7 Rutland Place",34,12,1,20,0,296,2,129,11,24,0,3,0,0,0,11,2,545,2
"Palmerston North","Milson","St Peter's College, 3 Holdsworth Avenue",30,3,1,17,1,197,4,99,4,9,0,0,0,0,0,6,1,372,3
"Palmerston North","Newbury","Newbury School, 906 Rangitikei Line",3,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,17,0
"Palmerston North","Opiki","Opiki Public Hall, 926 Opiki Road (State Highway 56)",2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0
"Palmerston North","Palmerston North","AMP Building, 36 Broadway Avenue",9,2,0,7,0,65,0,36,5,2,0,0,0,0,0,2,0,128,0
"Palmerston North","Palmerston North","Awapuni Community Centre, 22 Newbury Street",8,1,0,13,0,90,0,24,9,12,0,2,0,0,0,6,0,165,0
"Palmerston North","Palmerston North","Awapuni School Hall, 18 Rochester Street",28,3,0,18,0,245,2,68,14,13,1,1,0,0,0,8,0,401,2
"Palmerston North","Palmerston North","Central Normal School Hall, 201 Featherston Street",40,5,1,45,0,289,2,120,12,21,3,1,0,1,0,7,0,547,4
"Palmerston North","Palmerston North","Christian Church of Samoa, 39 Havelock Avenue",7,0,1,3,0,110,1,33,1,11,1,0,0,0,0,1,0,169,0
"Palmerston North","Palmerston North","Cloverlea School Hall, 55 Herbert Avenue",20,5,3,8,0,179,1,55,3,8,0,3,0,0,0,2,0,287,4
"Palmerston North","Palmerston North","Palmerston North Bridge Club, 3 Cook Street",26,3,1,14,0,119,3,48,6,10,0,1,0,0,0,8,0,239,5
"Palmerston North","Palmerston North","Palmerston North Girls' High School, Huia Centre, 3 Huia Street",17,2,1,18,0,91,1,61,9,2,0,0,0,0,0,5,0,207,1
"Palmerston North","Palmerston North","Public Hospital Education Centre Hall, Gate 12, 50 Ruahine Street",7,1,0,6,0,79,0,11,3,1,0,0,0,0,0,9,0,117,1
"Palmerston North","Palmerston North","Russell Street School Hall, 19-31 Russell Street",39,1,0,33,0,260,3,132,9,17,0,1,0,0,1,11,2,509,2
"Palmerston North","Palmerston North","Somerset Crescent School Hall, 45 Somerset Crescent",23,0,0,7,0,133,3,42,5,8,0,3,0,1,0,2,0,227,1
"Palmerston North","Palmerston North","St Luke's Lutheran Church Hall, 250 Church Street",7,2,1,8,0,57,0,20,2,5,0,0,1,0,0,2,0,105,0
"Palmerston North","Palmerston North","Summerhill Shopping Centre, Unit 2.8, 194 Ruapehu Drive",10,1,0,2,0,20,0,10,0,3,0,0,0,0,0,2,0,48,2
"Palmerston North","Palmerston North","Te Manawa Museum, 326 Main Street",14,4,3,27,0,153,1,53,9,15,0,2,1,1,0,8,1,292,3
"Palmerston North","Palmerston North","The Salvation Army Hall, 431 Church Street",7,1,0,15,0,72,0,38,0,4,0,0,0,0,0,3,0,140,1
"Palmerston North","Parkland","Parkland School Hall, 41 Parkland Crescent",35,1,0,25,0,180,0,84,5,16,0,3,0,0,0,7,0,356,2
"Palmerston North","Riverdale","Riverdale School Hall, 95 Slacks Road",48,3,0,29,0,269,2,133,8,18,0,1,0,0,0,6,1,518,2
"Palmerston North","Roslyn","Roslyn School Hall, 38 Kipling Street",28,7,2,9,0,153,2,49,10,9,0,2,0,0,0,1,0,272,2
"Palmerston North","Roslyn","Ross Intermediate School Hall, 25 Freyberg Street",8,2,0,9,0,91,1,47,10,7,0,0,0,1,0,1,0,177,1
"Palmerston North","Takaro","Monrad Intermediate School Hall, 228 Botanical Road",21,6,2,9,0,170,2,56,5,11,0,2,0,0,0,6,1,291,2
"Palmerston North","Taonui","Te Arakura Taonui Hall, 170 Waughs Road",2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,9,1
"Palmerston North","Terrace End","Rangiora Community Centre, 98-102 Rangiora Avenue",23,1,3,16,0,166,0,50,2,13,0,1,0,0,1,1,0,277,4
"Palmerston North","Terrace End","Terrace End School Hall, 183-209 Ruahine Street",30,4,1,29,0,264,3,87,12,19,0,4,1,0,0,9,0,463,5
"Palmerston North","Tokomaru","Tokomaru Hall, 761 Makerua Rd (SH57)",0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,10,0
"Palmerston North","West End","West End School Hall, 395-427 Botanical Road",27,2,0,30,0,209,2,96,7,20,0,2,1,0,0,12,1,409,1
"Palmerston North","Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road",3,0,0,4,0,21,0,21,0,4,0,0,0,0,0,0,0,53,1
"Panmure-Ōtāhuhu","East Tāmaki","Tongan Methodist Church, 3 Ormiston Road",0,0,0,4,0,51,0,2,0,3,0,0,0,0,0,0,0,60,2
"Panmure-Ōtāhuhu","Flat Bush","Dawson Primary School, 15 Haumia Way",0,1,0,2,0,41,0,0,0,3,0,0,0,0,0,0,0,47,1
"Panmure-Ōtāhuhu","Glen Innes","Glen Innes Community Centre, 96 Line Road",1,0,0,1,0,82,1,3,0,0,0,0,0,0,1,1,1,91,1
"Panmure-Ōtāhuhu","Glen Innes","Tāmaki College, 109-115 Taniwha Street",0,1,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,17,0
"Panmure-Ōtāhuhu","Glen Innes","Māngere Arts & Events Centre, Corner Orly Avenue & Bader Drive",0,0,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,16,0
"Panmure-Ōtāhuhu","Māngere East","Metro Theatre, 362 Massey Road",0,0,0,0,0,17,1,1,0,1,0,0,0,0,0,0,0,20,1
"Panmure-Ōtāhuhu","Mt Wellington","Panmure District School Hall, 87 Mt Wellington Highway",15,1,1,12,0,59,0,49,1,1,0,0,0,0,0,5,0,144,2
"Panmure-Ōtāhuhu","Mt Wellington","Stanhope Road School Hall, 2B Harris Road",10,3,0,6,0,42,0,17,2,0,0,0,0,0,0,2,0,82,0
"Panmure-Ōtāhuhu","Mt Wellington","Sylvia Park School Hall, 3 Longford Street",9,0,0,8,0,55,0,29,3,1,0,0,0,1,0,3,0,109,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Fairburn School, 10 Pukeora Road",4,2,0,13,1,136,3,29,1,8,0,0,0,0,0,4,0,201,0
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu College, 74-78 Mangere Road",5,3,2,8,0,120,2,16,2,10,0,0,0,1,0,1,0,170,4
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Community Hall, 10 High Street",7,9,2,16,0,331,2,53,6,14,0,0,0,0,1,3,1,445,6
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Intermediate School, 22-24 Luke Street",11,7,0,11,0,174,3,33,6,5,0,2,0,0,0,1,0,253,5
"Panmure-Ōtāhuhu","Ōtāhuhu","Otahuhu Primary School, 41 Station Road",4,4,1,9,0,125,1,28,1,3,0,1,1,0,0,0,0,178,5
"Panmure-Ōtāhuhu","Ōtāhuhu","Panama Road School, 139 Panama Road",21,4,0,10,0,274,5,45,6,23,2,3,0,0,1,9,3,406,15
"Panmure-Ōtāhuhu","Ōtara","Bairds Mainfreight Primary School, 12 Edward Avenue",0,2,1,4,0,169,2,9,4,11,0,0,0,0,0,0,1,203,3
"Panmure-Ōtāhuhu","Ōtara","East Tāmaki Primary School, 196 Preston Road",1,1,2,2,0,93,0,1,2,12,0,0,0,0,0,0,1,115,3
"Panmure-Ōtāhuhu","Ōtara","Ferguson Intermediate School, 20-40 Ferguson Road",1,4,0,9,0,263,4,6,3,14,0,0,0,0,0,1,2,307,5
"Panmure-Ōtāhuhu","Ōtara","Flat Bush School, 20 Flat Bush Road",1,0,2,3,0,104,3,6,1,3,0,0,0,0,0,0,0,123,1
"Panmure-Ōtāhuhu","Ōtara","Mayfield School, 12 Pearl Baker Drive",0,2,3,9,0,215,4,11,5,9,0,1,0,0,0,0,0,259,3
"Panmure-Ōtāhuhu","Ōtara","Sir Edmund Hillary Collegiate, 2 Franklyne Road",3,0,2,2,0,143,1,1,10,1,0,1,0,0,0,0,1,165,2
"Panmure-Ōtāhuhu","Ōtara","Te Puke o Tara Community Hall, 20 Newbury Street",0,3,0,3,0,117,1,6,4,6,0,0,0,0,0,0,3,143,0
"Panmure-Ōtāhuhu","Ōtara","Wymondley Road School, 77 Wymondley Road",0,1,2,3,0,105,2,7,0,7,0,0,0,0,0,0,0,127,1
"Panmure-Ōtāhuhu","Pakuranga","Pakuranga Plaza, next to ANZ Bank outside the Plaza, 10 Aylesbury Street",0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,18,0
"Panmure-Ōtāhuhu","Panmure","Panmure Bridge Primary School, 76 Kings Road",16,0,1,11,0,106,2,52,1,5,0,0,0,0,0,6,0,200,0
"Panmure-Ōtāhuhu","Panmure","Panmure Community Centre, 7-13 Pilkington Road",18,2,0,30,0,280,5,56,6,6,0,0,0,3,1,2,3,412,1
"Panmure-Ōtāhuhu","Panmure","Ruapotaka Primary School, 10A Taratoa Street",1,1,1,10,0,54,0,7,1,5,0,0,0,0,1,0,0,81,1
"Panmure-Ōtāhuhu","Panmure","Tamaki Primary School, 11A Alamein Road",3,0,0,5,0,85,2,19,0,9,0,1,0,0,0,2,0,126,2
"Panmure-Ōtāhuhu","Panmure","Holy Cross Church School Hall, 21 Carruth Road",5,0,0,2,0,101,2,17,1,2,0,0,0,0,0,0,0,130,0
"Panmure-Ōtāhuhu","Panmure","Hunters Plaza Shopping Centre, Pop Up Shop, 217 Great South Road",7,4,0,4,0,240,1,75,9,7,0,0,0,0,0,2,3,352,1
"Panmure-Ōtāhuhu","Panmure","Omana Kindergarten, 42 Omana Road",10,0,1,7,0,145,1,52,6,7,1,1,0,0,0,5,1,237,1
"Panmure-Ōtāhuhu","Panmure","Papatoetoe Central Primary School, Corner Great South Road & Saint George Street",9,0,0,7,0,80,0,23,5,3,1,0,0,0,0,1,1,130,2
"Panmure-Ōtāhuhu","Panmure","Papatoetoe East Primary School, 138 Tui Road",11,1,3,10,0,168,2,66,4,8,0,0,0,0,1,2,1,277,2
"Panmure-Ōtāhuhu","Panmure","Papatoetoe High School, 19 Nicholson Avenue",3,0,2,4,0,91,0,20,4,7,0,0,0,0,0,0,1,132,2
"Panmure-Ōtāhuhu","Panmure","Papatoetoe Intermediate School, 175 Motatau Road",4,1,1,8,0,138,2,38,2,8,0,0,0,0,0,3,0,205,3
"Panmure-Ōtāhuhu","Panmure","Papatoetoe Town Hall, 35 Saint George Street",0,2,0,3,0,53,0,24,0,1,0,0,0,0,0,0,1,84,3
"Panmure-Ōtāhuhu","Panmure","Papatoetoe West School, 1-3 Hillcrest Road",2,0,0,1,0,20,0,2,0,0,0,0,0,0,0,0,0,25,0
"Panmure-Ōtāhuhu","Panmure","Puhinui Primary School Hall, 116 Puhinui Road",0,0,0,1,0,13,1,3,2,1,0,0,0,0,0,0,0,21,0
"Panmure-Ōtāhuhu","Panmure","Wesley Methodist Church Hall, 37 Kolmar Road",3,0,0,5,0,55,0,26,2,6,0,0,0,0,0,0,0,97,0
"Panmure-Ōtāhuhu","Point England","Point England Primary School, 130 Point England Road",5,5,1,8,0,142,1,31,3,7,0,0,0,0,0,0,0,203,1
"Panmure-Ōtāhuhu","St Johns","Auckland Netball Centre, 7 Allison Ferguson Drive",0,0,0,1,0,8,0,10,1,0,0,0,0,1,0,3,0,24,0
"Papakura","Alfriston","Alfriston Hall, Corner Mill Road & Alfriston Road",8,3,1,5,0,43,1,46,1,6,0,0,0,0,1,0,1,116,1
"Papakura","Ararimu","Ararimu Hall, Corner Steel & Ararimu Roads",48,0,1,9,1,86,0,210,8,11,2,0,0,0,0,3,0,379,0
"Papakura","Ardmore","Ardmore School Hall, 559 Papakura-Clevedon Road",26,0,0,8,0,61,0,98,1,10,0,0,0,0,0,3,0,207,0
"Papakura","Beachlands","Pohutukawa Coast Shopping Centre, 129 Beachlands Road",94,5,1,31,0,292,1,403,15,29,0,0,0,2,0,8,1,882,2
"Papakura","Bombay","Bombay School, 35 Paparata Road",72,2,2,5,3,121,0,252,8,12,1,0,0,0,0,4,2,484,1
"Papakura","Brookby","Brookby School, Corner Brookby & West Roads",16,0,0,10,0,13,0,61,1,7,0,0,0,0,0,1,0,109,0
"Papakura","Clevedon","Clevedon Hall, 1 Papakura-Clevedon Road",49,3,1,17,0,115,0,230,6,11,0,0,1,0,0,7,4,444,2
"Papakura","Drury","Drury School Hall, Young Crescent",68,10,5,28,0,173,1,292,20,35,1,0,0,0,1,5,0,639,3
"Papakura","Drury","Ormiston Senior College, Main Entrance Foyer, 275 Ormiston Road",1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0
"Papakura","Hunua","Hunua Hall, 2314 Hunua Road",56,1,1,17,1,94,0,152,5,11,2,0,0,0,0,3,0,343,0
"Papakura","Karaka","Karaka School Hall, 12 Blackbridge Road",28,2,0,5,0,30,1,114,11,6,0,0,0,0,0,0,0,197,0
"Papakura","Karaka","Te Hihi School Hall, 767 Linwood Road (corner Batty Road)",44,1,0,9,0,78,0,231,2,13,1,0,0,0,1,3,0,383,0
"Papakura","Kawakawa Bay","Kawakawa Bay Public Hall, 9 Kawakawa-Orere Road",20,1,0,7,1,61,0,65,3,11,0,0,0,0,0,1,0,170,1
"Papakura","Manurewa East","Alfriston College, KTK Foyer, Alfriston Road entrance",0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,16,0
"Papakura","Maraetai","Maraetai Beach School, 154 Maraetai Drive",60,0,0,23,0,107,0,168,8,17,0,0,0,0,0,2,0,385,3
"Papakura","Orere Point","Orere Point Hall, 289 Orere Point Road",5,1,0,8,0,55,0,26,1,5,0,0,0,0,0,1,0,102,0
"Papakura","Papakura","Accent Point Building, Level 3, Library Foyer, 28 East Street",27,7,2,13,0,223,3,134,7,33,1,2,0,1,1,1,0,455,5
"Papakura","Papakura","Cosgrove School Hall, 10 Cosgrave Road",31,3,3,8,0,266,3,126,16,17,0,1,0,0,1,1,0,476,3
"Papakura","Papakura","Harvest Christian Church, 3 Beach Road",10,2,1,8,0,114,2,92,10,7,0,1,0,1,0,3,0,251,2
"Papakura","Papakura","Kelvin Road School Hall, 74 Kelvin Road",12,6,1,7,0,111,1,30,2,6,0,0,0,0,0,2,0,178,1
"Papakura","Papakura","Ngā Puāwai O Wikitoria Te Kohānga Reo, 32 Old Wairoa Road",11,0,0,7,0,84,1,29,4,6,0,0,0,0,0,2,1,145,0
"Papakura","Papakura","NZ Bloodstock Centre, 10 Hinau Road",48,3,1,7,1,207,1,312,7,11,0,0,1,0,0,5,2,606,1
"Papakura","Papakura","Opaheke School Hall, 12a Tasman Drive",43,1,0,20,0,180,0,151,12,8,1,3,0,0,1,5,4,429,2
"Papakura","Papakura","Papakura Anglican Church Hall, 40 Coles Crescent",9,0,2,8,0,57,0,57,5,3,0,1,0,0,0,0,0,142,2
"Papakura","Papakura","Papakura Bridge Club, 13 Opaheke Road",8,0,1,6,0,60,1,22,1,6,1,0,0,0,0,1,1,108,0
"Papakura","Papakura","Papakura Central School Auditorium, 23 Ray Small Drive",42,0,3,22,0,154,1,145,8,9,0,1,0,1,1,1,0,388,3
"Papakura","Papakura","Papakura High School Hall, 11 Willis Road",11,8,0,14,0,196,3,91,8,13,0,0,0,0,1,3,0,348,2
"Papakura","Papakura","Papakura Normal School Hall, 49 Walters Road (Walters Road entrance)",22,0,0,13,0,191,1,84,1,7,1,1,0,0,0,6,1,328,1
"Papakura","Papakura","Park Estate School Hall, 38 Park Estate Road",12,1,2,4,0,61,1,26,1,3,0,0,0,0,0,0,1,112,2
"Papakura","Papakura","Red Hill Community Centre, 163 Dominion Road (corner Croskery Road)",18,6,2,6,0,135,1,90,8,21,2,0,0,0,1,1,3,294,0
"Papakura","Papakura","Rosehill School, 48-52 Rosehill Drive",16,2,0,7,0,138,4,60,5,16,0,0,2,0,0,2,0,252,0
"Papakura","Papakura","Smiths Ave Community Hall, 18R Smiths Ave",2,2,0,2,0,52,0,12,1,0,0,0,0,0,0,1,0,72,1
"Papakura","Papakura","South Auckland Car Club, Wellington Park, 1 Great South Road",8,1,1,11,0,105,1,69,5,10,0,0,0,0,0,4,2,217,3
"Papakura","Paparimu","Paparimu Hall, Matheson Road",17,1,0,2,0,35,0,79,0,3,0,0,0,0,0,1,0,138,0
"Papakura","Patumahoe","Patumahoe School, 38 Patumahoe Rd",5,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,30,0
"Papakura","Pukekohe","Pukekohe East School, 137 Runciman Road",2,0,0,0,0,2,0,12,4,0,0,0,0,0,0,0,0,20,0
"Papakura","Pukekohe","Revive Church, 14 Belgium Road",1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,6,0
"Papakura","Pukekohe","Valley School, 42 East Street",2,0,0,1,0,9,0,8,0,1,0,0,0,0,0,0,0,21,1
"Papakura","Ramarama","Ramarama School, 126 Ararimu Road",29,2,0,4,3,68,0,126,4,8,0,0,0,0,0,0,0,244,1
"Papakura","Takanini","Takanini School Hall, Old Park Place entrance",0,0,0,3,0,19,0,16,0,3,0,0,0,0,0,0,0,41,0
"Papakura","Waiau Pa","Waiau Pa School, Events Centre, 571 Waiau Pa Road",1,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,11,0
"Papakura","Whitford","Whitford Hall, 1 Whitford-Maraetai Road",41,1,2,15,0,83,0,197,5,17,0,0,0,1,0,2,1,365,1
"Port Waikato","Aka Aka","Aka Aka School, 809 Aka Aka-Otaua Road",10,3,0,2,2,22,0,46,2,4,0,0,0,0,0,0,0,91,3
"Port Waikato","Āwhitu","Awhitu District School, Corner Matakawa & Awhitu Roads",32,7,1,17,6,132,0,120,4,18,0,0,0,1,0,0,0,338,1
"Port Waikato","Bombay","Bombay School, 35 Paparata Road",8,0,0,0,0,16,0,33,3,1,0,0,0,0,0,0,0,61,0
"Port Waikato","Buckland","Buckland School, 72 George Crescent",50,3,1,4,8,108,0,148,12,7,0,1,0,1,0,5,0,348,1
"Port Waikato","Clarks Beach","Church By The Seashore, 14-16 Torkar Road",41,3,2,16,6,172,2,171,5,16,1,0,0,0,0,4,0,439,1
"Port Waikato","Drury","Drury School Hall, Young Crescent",0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,19,0
"Port Waikato","Glenbrook","Glenbrook Primary School, 459 Glenbrook Road",65,5,1,13,6,117,3,178,10,17,2,0,0,0,0,5,1,423,1
"Port Waikato","Glen Murray","Glen Murray Community Hall, 2400 State Highway 22",15,2,0,2,2,15,0,57,4,4,0,0,0,0,0,0,0,101,1
"Port Waikato","Harrisville","Harrisville School, 202 Harrisville Road",29,2,0,6,4,43,1,80,1,8,0,0,0,0,0,1,0,175,2
"Port Waikato","Harrisville","Huntly Civic Centre, Riverside Room, 148 Main Street",2,1,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,13,0
"Port Waikato","Karaka","Karaka School Hall, 12 Blackbridge Road",6,0,0,4,0,16,0,36,0,5,0,0,0,0,0,0,0,67,1
"Port Waikato","Karaka","Te Hihi School Hall, 767 Linwood Road (corner Batty Road)",7,1,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,26,0
"Port Waikato","Mangatawhiri","Mangatawhiri School, 15 McKenzie Road",37,2,0,2,3,52,0,100,5,5,0,2,0,0,0,3,0,211,1
"Port Waikato","Maramarua","Maramarua School, 2200 State Highway 2",14,1,0,1,1,24,0,35,1,1,0,0,0,0,0,0,0,78,0
"Port Waikato","Mauku","Mauku School, 389 Union Road",29,0,1,5,2,83,1,115,6,7,0,0,0,0,0,4,0,253,2
"Port Waikato","Mercer","Mercer School, 15 Glass Road",6,4,0,0,4,30,0,51,1,4,0,0,0,0,0,2,0,102,0
"Port Waikato","Meremere","Meremere School, 23 Heather Green Avenue",7,5,1,1,1,29,1,19,0,1,0,0,0,0,0,3,3,71,1
"Port Waikato","Naike","Naike Community Hall, Old School Building, 3648 State Highway 22",14,2,0,0,1,16,0,26,1,1,0,0,0,0,0,0,0,61,0
"Port Waikato","Onewhero","Onewhero Area School, 29 Hall Road",54,7,0,8,12,119,1,108,6,15,2,2,0,5,0,8,0,347,2
"Port Waikato","Otaua","Otaua School, 53 Maioro Road",32,0,1,8,1,44,0,63,0,2,0,2,0,0,0,2,0,155,1
"Port Waikato","Paerata","Paerata Community Centre, 1022 Paerata Road",21,1,3,6,1,56,0,46,3,7,0,2,0,0,0,1,0,147,0
"Port Waikato","Paerata","NZ Bloodstock Centre, 10 Hinau Road",2,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,13,0
"Port Waikato","Patumahoe","Patumahoe School, 38 Patumahoe Rd",71,1,2,7,9,180,0,264,9,11,0,0,1,1,0,2,0,558,2
"Port Waikato","Pōkeno","Pokeno School, 54 Pokeno Road",44,3,1,6,5,180,1,211,14,15,2,2,0,0,1,1,0,486,3
"Port Waikato","Port Waikato","Port Waikato Community Hub, 1 Ocean View Road",18,0,1,9,4,69,1,34,0,2,1,0,0,0,0,0,0,139,4
"Port Waikato","Pukekawa","Pukekawa School, 803 Highway 22",36,1,1,7,11,114,0,201,14,8,2,1,0,0,0,1,0,397,4
"Port Waikato","Pukekohe","Franklin Baptist Church, 128-144 Victoria St West",19,2,1,6,5,88,0,88,10,3,1,1,0,0,0,2,0,226,3
"Port Waikato","Pukekohe","Pukekohe East School, 137 Runciman Road",33,3,0,6,1,58,0,124,6,6,0,1,0,0,0,4,0,242,4
"Port Waikato","Pukekohe","Pukekohe Hill School, Corner Ward Street & Green Lane",54,2,2,10,14,187,1,261,7,20,1,0,0,0,0,6,0,565,3
"Port Waikato","Pukekohe","Pukekohe Intermediate School, 44 Queen Street",95,6,1,25,7,373,6,347,8,26,1,3,2,0,0,11,0,911,10
"Port Waikato","Pukekohe","Pukekohe North School, Corner Princes Street & Beatty Road",4,4,1,3,0,171,5,23,3,9,0,2,0,0,0,2,3,230,4
"Port Waikato","Pukekohe","Revive Church, 14 Belgium Road",25,1,0,5,1,66,0,111,11,5,0,2,0,0,0,1,0,228,2
"Port Waikato","Pukekohe","St Joseph's Primary School, 94 Seddon Street",18,1,2,8,2,123,1,101,10,6,1,2,0,1,0,2,0,278,2
"Port Waikato","Pukekohe","Valley School, 42 East Street",77,2,0,10,5,176,0,264,6,20,1,2,0,0,0,6,1,570,3
"Port Waikato","Pukeoware","Pukeoware School, 479 Baldhill Road",25,0,1,9,4,38,2,53,5,3,0,0,0,1,0,0,0,141,0
"Port Waikato","Puni","Puni School, 357 Waiuku Road",44,1,0,5,5,123,0,115,4,6,0,1,1,0,0,1,0,306,2
"Port Waikato","Ramarama","Ramarama School, 126 Ararimu Road",3,0,0,0,0,8,0,8,0,2,0,0,0,0,0,0,0,21,0
"Port Waikato","Rangiriri","Rangiriri School, 39 Rangiriri Road",5,0,0,0,3,10,0,9,0,1,0,0,0,0,0,0,0,28,0
"Port Waikato","Te Kauwhata","Te Kauwhata College, 64/50 Waerenga Road",53,5,0,5,6,157,5,153,6,22,1,3,0,0,0,5,0,421,2
"Port Waikato","Te Kohanga","Te Kohanga School, 976 Tuakau-Port Waikato Main Road",6,3,1,1,0,25,1,30,9,5,0,1,0,0,0,0,0,82,0
"Port Waikato","Tuakau","Tuakau Primary School, 6 School Road",12,1,0,6,2,59,0,43,5,4,0,2,0,0,0,2,0,136,2
"Port Waikato","Tuakau","Tuakau Town Hall, 70 George Street",58,4,3,13,8,195,1,147,9,23,1,3,0,1,2,10,1,479,5
"Port Waikato","Waerenga","Waerenga School, 1066 Taniwha Road",7,0,0,1,0,10,0,20,0,2,0,0,0,0,0,0,0,40,1
"Port Waikato","Waiau Pa","Waiau Pa School, Events Centre, 571 Waiau Pa Road",85,1,1,11,4,183,1,258,3,15,0,0,0,0,0,2,0,564,3
"Port Waikato","Waikaretu","Waikaretu School, 1448 Waikaretu Valley Road",9,0,0,2,1,21,0,28,0,2,0,0,0,0,0,0,0,63,0
"Port Waikato","Waipipi","Waipipi School, 100 Creamery Road",25,3,0,7,2,58,1,64,3,13,0,0,0,0,0,0,0,176,0
"Port Waikato","Waiuku","Sandspit Road School, 60 Sandspit Road",35,8,1,14,5,113,0,142,13,9,0,0,0,0,0,6,0,346,3
"Port Waikato","Waiuku","View Road School, 16 View Road",13,0,1,5,2,43,0,35,1,6,1,2,0,0,0,0,0,109,1
"Port Waikato","Waiuku","Waiuku College, 43 Constable Road",25,3,2,5,6,74,0,66,3,8,1,2,0,0,0,2,0,197,1
"Port Waikato","Waiuku","Waiuku Netball Centre, Kitchener Road",47,6,1,12,5,165,2,170,6,15,3,2,0,0,0,3,0,437,3
"Port Waikato","Waiuku","Waiuku Primary School, George Street",40,4,4,11,5,176,0,155,3,13,1,0,0,0,0,3,0,415,3
"Rangitata","Alford Forest","Alford Forest Hall, Corner Highway 72 & Alford Forest Settlement Road",19,0,1,4,0,26,0,57,0,2,0,0,2,0,0,0,0,111,0
"Rangitata","Arowhenua","Arowhenua Māori School, 33 Huirapa Street",1,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,10,0
"Rangitata","Ashburton","Allenton School, 110 Harrison Street",75,0,0,13,0,186,0,273,10,9,2,2,0,0,0,2,0,572,1
"Rangitata","Ashburton","Ashburton Baptist Church Foyer, Corner of Havelock & Cass Streets",3,0,0,2,1,30,0,27,5,6,0,0,1,0,0,1,0,76,0
"Rangitata","Ashburton","Ashburton Intermediate School, 144 Cass Street",34,2,2,5,0,151,0,155,8,11,0,0,0,0,0,1,0,369,3
"Rangitata","Ashburton","Ashburton Trust Event Centre, 211A Wills Street",40,1,1,5,0,126,1,86,4,6,0,1,0,0,0,5,1,277,1
"Rangitata","Ashburton","Hampstead School, 55 Wellington Street",37,4,3,7,0,166,0,85,5,9,0,0,0,0,0,2,0,318,3
"Rangitata","Ashburton","New Life Church, 58 Melcombe Street",15,3,1,10,0,71,1,89,7,1,1,2,0,1,1,3,1,207,4
"Rangitata","Ashburton","Sinclair Community Centre, 74 Park Street",21,1,0,5,0,54,0,91,8,7,0,0,1,0,0,4,0,192,0
"Rangitata","Ashburton","Tinwald War Memorial Hall, Corner Graham & McMurdo Streets",74,1,1,11,0,165,1,253,12,8,0,5,1,0,0,6,0,538,4
